i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_0;pos:22.48545,-2.929785,43.66789;rot:0,2.234639,0;m:cuboid;scl:100,1,100;t:grass1;clr:165,173,168,255;;
i:house4_1;pos:108.0967,-0.5020286,-206.5556;rot:0,181.569,0;m:house4;scl:3,1,1;clr:165,173,168,255;;
i:house4_2;pos:-195.9208,-0.7508898,-51.11286;rot:0,180.7106,0;m:house4;scl:3,1,1;clr:165,173,168,255;;
i:house4_3;pos:174.9849,-7.637065,232.7604;rot:0,182.3788,0;m:house4;scl:3,2.5,4;clr:165,173,168,255;;
i:house4_4;pos:-73.72761,1.175653,484.3859;rot:0,182.8669,0;m:house4;scl:4.5,2.5,6;clr:165,173,168,255;;
i:tree3_5;pos:50.55162,-26.28495,368.0721;rot:0,359.5233,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_6;pos:128.6614,-26.96495,362.5773;rot:0,359.5233,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_7;pos:49.32749,-23.76261,277.6467;rot:0,359.5233,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_8;pos:-247.2406,-22.20823,486.0187;rot:0,359.009,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_9;pos:-343.65,-24.09717,494.6918;rot:0,2.758524,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_10;pos:-438.5081,-25.01865,504.0675;rot:0,2.758524,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_11;pos:-352.259,-21.6198,395.7506;rot:0,2.758524,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_12;pos:-440.4254,-19.05847,397.8388;rot:0,2.758524,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_13;pos:-353.6231,-26.45964,303.9019;rot:0,359.2236,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_14;pos:-441.1861,-21.0595,307.9587;rot:0,359.1836,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_15;pos:-380.5526,-21.78233,26.34992;rot:0,3.601098,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_16;pos:-446.2806,-20.66221,29.61683;rot:0,3.601098,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_17;pos:-449.3602,-27.90226,-43.88391;rot:0,3.601098,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_18;pos:-378.563,-27.15599,-51.16356;rot:0,2.08863,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_19;pos:-459.8557,-21.82736,-299.8841;rot:0,2.050993,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_20;pos:-394.6745,-24.61081,-304.2051;rot:0,358.033,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_21;pos:-463.9778,-18.16642,-379.0694;rot:0,4.282473,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_22;pos:-393.8448,-21.88548,-381.2957;rot:0,6.000987,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_23;pos:-329.0331,-19.12462,-385.7429;rot:0,2.750992,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_24;pos:-266.7637,-23.76548,-390.8546;rot:0,2.750992,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_25;pos:-203.2306,-23.7248,-395.2638;rot:0,2.750992,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_26;pos:-129.9294,-19.55836,-399.756;rot:0,359.5009,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_27;pos:-55.23608,-23.91517,-399.9254;rot:0,0.5006926,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_28;pos:14.30755,-25.15528,-401.0958;rot:0,0.5006926,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_29;pos:87.07155,-25.11332,-403.7358;rot:0,3.222935,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_30;pos:160.7798,-24.43291,-405.2657;rot:0,3.222935,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_31;pos:233.316,-26.83105,-410.6472;rot:0,3.222935,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_32;pos:308.0238,-31.1177,-414.9469;rot:0,3.698117,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_33;pos:384.5635,-27.12185,-420.6794;rot:0,1.448115,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_34;pos:455.0783,-26.91745,-421.3958;rot:0,3.632136,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_35;pos:376.8127,-24.39561,-344.7445;rot:0,1.601612,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_36;pos:456.3604,-25.83532,-350.9651;rot:0,1.601612,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_37;pos:50.52265,-21.17444,465.2566;rot:0,359.8039,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_38;pos:134.1567,-18.06595,462.2861;rot:0,1.053887,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_39;pos:213.6498,-23.13169,363.9651;rot:0,359.7971,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_40;pos:219.5922,-20.33145,451.935;rot:0,359.7971,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_41;pos:302.4987,-29.64652,355.0048;rot:0,0.2161161,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_42;pos:303.8473,-16.00663,453.4566;rot:0,0.2161161,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_43;pos:386.8977,-18.00649,451.7322;rot:0,0.2161161,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_44;pos:471.2178,-19.52637,451.5311;rot:0,0.2161161,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_45;pos:301.675,-27.86245,270.7415;rot:0,3.96611,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_46;pos:300.6559,-22.50167,193.4191;rot:0,3.96611,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_47;pos:380.6064,-22.29285,349.71;rot:0,2.675438,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_48;pos:458.0551,-21.45262,349.1311;rot:0,2.675438,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_49;pos:374.9304,-26.04208,270.2934;rot:0,2.675439,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_50;pos:450.983,-21.24201,270.7281;rot:0,2.675439,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_51;pos:370.5565,-24.5247,199.7341;rot:0,359.9035,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_52;pos:453.3931,-23.00466,204.8066;rot:0,359.9035,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_53;pos:373.7001,-27.59378,-278.2796;rot:0,0.1071074,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_54;pos:453.7031,-29.35381,-279.3272;rot:0,0.1071074,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_55;pos:374.0389,-29.33566,-213.0246;rot:0,4.350009,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_56;pos:453.3988,-33.77546,-210.7112;rot:0,359.8498,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_57;pos:378.64,-27.19406,-148.9306;rot:0,357.2138,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_58;pos:456.2764,-27.15388,-148.3733;rot:0,357.2138,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_59;pos:-454.4575,-25.18403,-110.2654;rot:0,4.162505,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_60;pos:-378.7401,-22.66643,-111.2881;rot:0,3.162504,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_61;pos:-444.7397,-26.20761,226.7682;rot:0,2.3725,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_62;pos:-352.0106,-24.88815,225.7562;rot:0,2.3725,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:cuboid_63;pos:505.1723,-6.140779,31.74999;rot:0,90.70034,0;m:cuboid;scl:25,1,30;clr:0,49,223,255;;
i:plane_64;pos:470.2587,3.480258,29.06241;rot:0,91.96738,0;m:plane;scl:25,1,30;t:lava1;clr:0,49,223,255;;
i:tree3_436;pos:108.9776,-8.31016,-682.1755;rot:0,1.973167,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_437;pos:81.20174,-8.350153,-678.8289;rot:0,1.973167,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_438;pos:53.09227,-10.3414,-677.1292;rot:0,357.2185,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_439;pos:20.22734,-6.67264,-680.1796;rot:0,0.4639616,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_440;pos:-10.9211,-8.752645,-678.525;rot:0,0.4639616,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_441;pos:-39.75814,-9.592644,-678.1324;rot:0,0.4639616,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_442;pos:-66.74869,-9.312644,-676.4884;rot:0,0.4639616,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_443;pos:-91.2822,-7.632646,-676.5381;rot:0,0.4639616,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_444;pos:-118.0839,-8.832644,-676.526;rot:0,0.4639616,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_445;pos:-145.5344,-7.037163,-679.4868;rot:0,1.660477,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_446;pos:-175.0564,-7.837162,-677.1187;rot:0,1.660477,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_447;pos:-203.4792,-8.797161,-677.4905;rot:0,1.660477,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_448;pos:-234.8724,-9.077168,-676.7473;rot:0,1.660477,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_449;pos:-261.8598,-9.957167,-676.3864;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_450;pos:-286.0962,-9.677164,-674.8128;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_451;pos:-310.2668,-10.79716,-673.4284;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_452;pos:-335.0149,-10.15717,-673.7952;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_453;pos:-360.8033,-9.797289,-673.8451;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_454;pos:-384.4205,-10.91716,-673.2431;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_455;pos:-410.0323,-9.557167,-672.0014;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_456;pos:-433.8683,-9.75716,-670.6229;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_457;pos:-458.8019,-12.83716,-669.0878;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_458;pos:-483.0976,-10.79716,-670.2142;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_459;pos:-507.544,-10.99693,-671.8038;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_460;pos:-532.4968,-12.03716,-669.3978;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_461;pos:-558.1917,-13.59716,-666.3073;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_462;pos:-584.5191,-13.39716,-667.3293;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_463;pos:-612.9824,-12.67716,-668.3452;rot:0,0.1604773,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_464;pos:-635.6574,-12.00296,-1033.87;rot:0,1.086755,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_465;pos:-636.5275,-12.64196,-1007.037;rot:0,1.086755,0;m:tree3;scl:0.5,0.5,0.5;;
i:cuboid_466;pos:-710.0582,-8.151081,-898.566;rot:0,90.23645,0;m:cuboid;scl:50,1,30;t:grass4;;
i:tree3_467;pos:-661.5938,-14.07203,-1007.147;rot:0,358.558,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_468;pos:-688.0724,-13.42968,-1007.378;rot:0,0.05702199,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_469;pos:-661.4908,-11.62969,-1033.353;rot:0,0.05702199,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_470;pos:-688.4221,-11.34969,-1033.72;rot:0,0.05702199,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_471;pos:-662.4825,-12.86969,-1053.688;rot:0,0.05702199,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_472;pos:-690.002,-11.74969,-1053.353;rot:0,0.05702199,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_473;pos:-639.1814,-13.03118,-718.5116;rot:0,1.552055,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_474;pos:-665.2852,-13.00207,-718.0066;rot:0,1.044765,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_475;pos:-691.9118,-11.96207,-719.3353;rot:0,1.044765,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_476;pos:-692.165,-14.04207,-745.8867;rot:0,1.044765,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_477;pos:-691.7871,-14.30471,-773.1183;rot:0,6.769179,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_478;pos:-717.7557,-13.86267,-772.9158;rot:0,-0.005044323,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_479;pos:-718.7698,-12.18268,-744.6292;rot:0,-0.005044323,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_480;pos:-718.7731,-11.18267,-719.4516;rot:0,-0.005044323,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_481;pos:-657.0735,-12.67772,-842.8597;rot:0,0.7403843,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_482;pos:-683.8648,-12.85245,-842.9561;rot:0,358.2268,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_483;pos:-712.3746,-12.53246,-843.085;rot:0,358.2268,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_484;pos:-750.4769,-11.69246,-843.6855;rot:0,358.2268,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_485;pos:-638.0779,-13.0905,-692.453;rot:0,3.444487,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_486;pos:-664.9977,-13.0105,-692.2473;rot:0,3.444487,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_487;pos:-693.3204,-11.2905,-694.1068;rot:0,3.444487,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_488;pos:-718.5804,-11.61001,-694.7392;rot:0,3.444487,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_489;pos:-639.6544,-12.2505,-667.8644;rot:0,3.444487,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_490;pos:-665.262,-12.69037,-668.4827;rot:0,3.444487,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_491;pos:-693.6604,-11.81039,-670.2295;rot:0,3.444487,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_492;pos:-718.8948,-11.5305,-671.5222;rot:0,3.444487,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_493;pos:-713.9869,-13.22706,-1006.873;rot:0,359.6844,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_494;pos:-713.7897,-12.94707,-1029.503;rot:0,359.6844,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_495;pos:-714.9313,-12.14707,-1052.125;rot:0,359.6844,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_496;pos:-739.3087,-13.43143,-1007.203;rot:0,358.4274,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_497;pos:-739.894,-12.56357,-1030.213;rot:0,2.675924,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_498;pos:-739.7629,-14.36357,-1051.965;rot:0,2.675924,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_499;pos:-765.5073,-14.24357,-1051.919;rot:0,2.675924,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_500;pos:-764.0435,-14.20356,-1030.069;rot:0,2.675924,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_501;pos:-763.2217,-13.04356,-1006.306;rot:0,2.675924,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_502;pos:-787.9171,-15.04357,-1050.933;rot:0,2.675924,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_503;pos:-787.5421,-12.84356,-1028.189;rot:0,2.675924,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_504;pos:-787.2953,-13.52357,-1007.286;rot:0,2.675924,0;m:tree3;scl:0.5,0.5,0.5;;
i:cuboid_505;pos:-644.7754,-5.5256,-905.29;rot:292.4001,1.524346,359.8206;m:cuboid;scl:5,1,0.5;t:rock3;;
i:cuboid_506;pos:-735.4022,-5.9099,-902.9457;rot:292.64,1.544813,0.09590214;m:cuboid;scl:6,1,0.5;t:rock3;;
i:cuboid_507;pos:-760.3944,-6.251111,-875.4534;rot:62.79995,271.9534,179.9999;m:cuboid;scl:6,1,0.5;t:rock3;;
i:cuboid_508;pos:-792.6033,-6.337673,-843.6764;rot:58.07636,180.7954,180.4853;m:cuboid;scl:6,1,0.5;t:rock3;;
i:field2_509;pos:-697.0622,-8.190138,-798.3216;rot:0,6.248854,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_510;pos:-625.9568,-8.230096,-837.5854;rot:0,6.248854,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_511;pos:-604.7818,-8.112289,-837.9786;rot:0,3.998857,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_512;pos:-626.142,-7.832397,-814.2407;rot:0,3.998857,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_513;pos:-602.4001,-7.312295,-816.1517;rot:0,3.998857,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_514;pos:-647.6962,-7.912343,-812.876;rot:0,3.998857,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_515;pos:-674.6646,-7.432296,-812.2859;rot:0,3.998857,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_516;pos:-670.9837,-7.792296,-784.1866;rot:0,3.998857,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_517;pos:-645.4711,-6.566792,-781.1876;rot:0,7.748898,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_518;pos:-621.3116,-6.566791,-784.9002;rot:0,7.748897,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_519;pos:-598.3644,-7.046791,-787.1094;rot:0,7.748897,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_520;pos:-666.3616,-6.646791,-752.2675;rot:0,7.748898,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_521;pos:-640.9858,-6.846784,-754.8674;rot:0,7.748897,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_522;pos:-612.0512,-7.766783,-752.5296;rot:0,7.748898,0;m:field2;scl:0.5,0.5,0.5;;
i:house9_523;pos:135.5319,-189.1544,122.107;rot:0,351.8911,0;m:house9;scl:2,2,2;;
i:cuboid_524;pos:160.9752,-228.424,112.2396;rot:0,81.88545,0;m:cuboid;scl:2,0.1,1;clr:101,208,255,255;;
i:cuboid_525;pos:162.1936,-228.301,104.8828;rot:0,81.28546,0;m:cuboid;scl:0.5,0.1,1;clr:255,255,255,255;;
i:tower2_526;pos:-72.36587,-25.34088,-149.4722;rot:0,21.21524,0;m:tower2;;
i:tower2_527;pos:-149.316,-27.95082,191.7627;rot:0,295.4491,0;m:tower2;;
i:tower2_528;pos:237.2375,-19.4451,66.15981;rot:0,269.1975,0;m:tower2;;
i:tower2_529;pos:320.2222,-23.18788,-113.8943;rot:0,228.6968,0;m:tower2;;
