i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:11490,55,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:cuboid_1;pos:-875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_2;pos:-875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_3;pos:875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_4;pos:-875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_5;pos:-875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_6;pos:-875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_7;pos:9625,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_8;pos:11375,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_9;pos:11375,0,875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_10;pos:13125,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_11;pos:14875,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_12;pos:9625,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_13;pos:11375,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_14;pos:13125,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_15;pos:14875,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_16;pos:7875,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_17;pos:9625,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_18;pos:13125,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_19;pos:14815.89,0,-4366.951;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_20;pos:7875,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_21;pos:9625,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_22;pos:11375,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_23;pos:13125,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_24;pos:4375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_25;pos:6125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_26;pos:7875,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_27;pos:9625,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_28;pos:11375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_29;pos:13125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_30;pos:875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_31;pos:2625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_32;pos:4375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_33;pos:6125,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_34;pos:7875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_35;pos:9625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_36;pos:11375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_37;pos:2625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_38;pos:4375,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_39;pos:7875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_40;pos:9625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_41;pos:875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_42;pos:2625,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_43;pos:4375,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_44;pos:6125,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_45;pos:7875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_46;pos:11374.48,0,-11374.62;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_47;pos:875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_48;pos:2625,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_49;pos:4375,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_50;pos:6125,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_51;pos:875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_406;pos:11420,70,44;m:cuboid;scl:9.5,4,4.01;t:brick1;til:0.8,0.8;clr:127,191,127,255;;
i:cuboid_407;pos:11420,70,-44;m:cuboid;scl:9.5,4,4.01;t:brick1;til:0.8,0.8;clr:127,191,127,255;;
i:capsule_408;pos:11467.55,62.75,44;m:capsule;scl:0.01,2,2;t:wood2;til:1,0.025;clr:51,38,0,255;;
i:cuboid_409;pos:11466.45,71.95,43.9;m:cuboid;scl:0.25,0.1,2;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_410;pos:11466.45,59.55,43.9;m:cuboid;scl:0.25,0.1,2;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_411;pos:11466.45,53.38,43.9;m:cuboid;scl:0.25,0.1,2;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:capsule_412;pos:11467.55,62.75,-44;m:capsule;scl:0.01,2,2;t:wood2;til:1,0.025;clr:51,38,0,255;;
i:cuboid_413;pos:11466.45,71.95,-43.9;m:cuboid;scl:0.25,0.1,2;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_414;pos:11466.45,59.55,-43.9;m:cuboid;scl:0.25,0.1,2;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_415;pos:11466.45,53.38,-43.9;m:cuboid;scl:0.25,0.1,2;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:capsule_416;pos:11467.6,82.8,30.55;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_417;pos:11460.1,114.8,31;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_418;pos:11460.1,114.8,44;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_419;pos:11460.1,114.8,57;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_420;pos:11452.6,141.6,37.5;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_421;pos:11452.6,141.6,50.5;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_422;pos:11452.6,157,37.5;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_423;pos:11452.6,157,50.5;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_424;pos:11467.6,82.8,-30.55;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_425;pos:11460.1,114.8,-31;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_426;pos:11460.1,114.8,-44;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_427;pos:11460.1,114.8,-57;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_428;pos:11452.6,141.6,-37.5;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_429;pos:11452.6,141.6,-50.5;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_430;pos:11452.6,157,-37.5;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:capsule_431;pos:11452.6,157,-50.5;m:capsule;scl:0.005,0.45,0.5;clr:0,0,0,255;;
i:cuboid_432;pos:11448.2,100.5,0;m:cuboid;scl:0.6,4.5,4.75;t:brick1;til:1,0.9;clr:127,191,127,255;;
i:cuboid_433;pos:11448.2,122.5,0;m:cuboid;scl:0.65,0.17,4.75;t:brick4;til:1.1625,0.02675;clr:255,255,255,255;;
i:cuboid_434;pos:11451.2,105,0;m:cuboid;scl:0.01,2,3;t:empty;til:3333,3333;clr:76,12,0,255;;
i:cuboid_435;pos:11451.3,105,0;m:cuboid;scl:0.01,1.75,2.75;t:empty;til:3333,3333;clr:191,102,0,255;;
i:cuboid_436;pos:11451.4,105,0;m:cuboid;scl:0.01,1.5,2.5;t:empty;til:3333,3333;clr:76,12,0,255;;
i:prism_437;pos:11451.2,89.975,-0.28;rot:270,270,0;m:prism;scl:3,0.01,1.25;t:empty;til:3333,3333;clr:76,12,0,255;;
i:prism_438;pos:11451.3,91.65,-0.28;rot:270,270,0;m:prism;scl:2.75,0.01,1.15;t:empty;til:3333,3333;clr:191,102,0,255;;
i:prism_439;pos:11451.4,93.28,-0.28;rot:270,270,0;m:prism;scl:2.5,0.01,1.05;t:empty;til:3333,3333;clr:76,12,0,255;;
i:cuboid_440;pos:11451.45,100.4,0.1;m:cuboid;scl:0.01,2.45,0.15;t:empty;til:3333,3333;clr:191,102,0,255;;
i:cuboid_441;pos:11451.45,102.5,0;m:cuboid;scl:0.01,0.15,2.5;t:empty;til:3333,3333;clr:191,102,0,255;;
i:cuboid_442;pos:11448.4,166.25,12;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_443;pos:11448.4,165,12;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cuboid_444;pos:11448.4,124.13,12;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_445;pos:11448.4,125.68,12;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cuboid_446;pos:11448.4,166.25,-12;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_447;pos:11448.4,165,-12;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cuboid_448;pos:11448.4,124.13,-12;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_449;pos:11448.4,125.68,-12;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:plane_450;pos:11448.25,144.5,12;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_451;pos:11448.25,144.5,12;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_452;pos:11448.25,144.5,12;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_453;pos:11448.25,144.5,12;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_454;pos:11448.25,144.5,12;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_455;pos:11448.25,144.5,12;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_456;pos:11448.25,144.5,-12;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_457;pos:11448.25,144.5,-12;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_458;pos:11448.25,144.5,-12;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_459;pos:11448.25,144.5,-12;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_460;pos:11448.25,144.5,-12;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_461;pos:11448.25,144.5,-12;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:cuboid_462;pos:11317,57.91704,362.6588;rot:0,225.7672,0;m:cuboid;scl:1,1,0.01;;
i:cuboid_463;pos:11243.1,56.59074,358.7878;rot:0,44.1334,0;m:cuboid;scl:1,1,0.01;;
i:cuboid_464;pos:11235.71,75.79427,365.9867;rot:0,44.183,0;m:cuboid;scl:1,1,0.01;;
i:cuboid_465;pos:10435,25.2,0;m:cuboid;scl:85,5,120;t:earth2;til:170,240;clr:191,191,191,255;;
i:cylinder_466;pos:10775,0.225,0;m:cylinder;scl:130,5,120;t:earth2;til:260,240;clr:191,191,191,255;;
i:cuboid_467;pos:10879.66,53.38082,477.537;rot:0,89.47829,0;m:cuboid;scl:10,4,50;t:earth2;til:5555,5555;clr:191,191,191,255;;
i:cuboid_468;pos:10429.69,53.34811,526.2703;rot:0,270.1862,0;m:cuboid;scl:20,4,90;t:earth2;til:5555,5555;clr:191,191,191,255;;
i:cuboid_469;pos:10917.81,54.75008,556.6703;rot:0,5.795298,0;m:cuboid;scl:10,4,10;t:earth2;til:5555,5555;clr:191,191,191,255;;
i:cuboid_470;pos:10970.91,54.17167,533.0717;rot:0,286.4772,0;m:cuboid;scl:10,4,10;t:earth2;til:5555,5555;clr:191,191,191,255;;
i:house5_471;pos:11144.66,66.28104,107.5757;rot:0,91.01373,0;m:house5;;
i:cuboid_472;pos:11289.13,47.64493,-117.3018;rot:0,2.996866,0;m:cuboid;scl:6,1,5;t:grass3;;
i:house5_473;pos:11252.53,66.81279,51.0593;rot:0,90.06768,0;m:house5;;
i:cuboid_474;pos:11219.44,47.26265,-52.12077;rot:0,1.656892,0;m:cuboid;scl:6,1,5;t:grass3;;
i:cuboid_476;pos:11293.04,47.09901,-53.83866;rot:0,0.7368917,0;m:cuboid;scl:6,1,5;t:grass3;;
i:house5_481;pos:10628.76,67.25478,-53.8631;rot:0,269.5016,0;m:house5;;
i:house5_484;pos:10933.53,67.27878,-45.99245;rot:0,268.8928,0;m:house5;;
i:house5_485;pos:11034.84,67.0489,-60.03139;rot:0,0.683397,0;m:house5;;
i:house5_489;pos:11043.49,64.27092,53.16638;rot:0,358.9015,0;m:house5;;
i:house7_491;pos:10540.91,67.49328,-59.52116;rot:0,181.5666,0;m:house7;;
i:house5_492;pos:10556.96,52.61789,71.91348;rot:0,0.3839636,0;m:house5;;
i:house5_493;pos:10512.16,52.94377,75.47188;rot:0,86.74211,0;m:house5;;
i:house5_495;pos:10318.51,44.04773,68.401;rot:0,88.19276,0;m:house5;;
i:house5_499;pos:10421.51,67.19427,-44.55338;rot:0,269.7,0;m:house5;;
i:house5_500;pos:10246.92,61.37844,-55.21849;rot:0,269.1066,0;m:house5;;
i:house5_504;pos:10889.34,68.7761,-52.11771;rot:0,179.0327,0;m:house5;;
i:tree2_505;pos:11220.41,78.90339,-51.60373;rot:0,105.5106,0;m:tree2;scl:0.4,0.4,0.4;;
i:tree2_506;pos:11287.1,75.2738,-119.5097;rot:0,234.2513,0;m:tree2;scl:0.4,0.4,0.4;;
i:tree2_507;pos:11292.1,76.66088,-52.87834;rot:0,195.0093,0;m:tree2;scl:0.4,0.4,0.4;;
i:cuboid_508;pos:11216.73,47.52411,-116.0779;rot:0,2.196867,0;m:cuboid;scl:6,1,5;t:grass3;;
i:tree2_510;pos:11225.35,83.49931,-119.7778;rot:0,1.007877,0;m:tree2;scl:0.4,0.4,0.4;;
i:cuboid_511;pos:10622.73,47.64259,-275.0227;rot:0,87.60559,0;m:cuboid;scl:2,1,9;t:stone4;til:3,3;clr:118,118,121,255;;
i:tower2_512;pos:11237.1,52.86664,38.88517;rot:0,0.3852318,0;m:tower2;clr:121,121,124,255;;
i:tower2_513;pos:10190.8,26.69384,48.8912;rot:0,0.08164452,0;m:tower2;clr:121,121,124,255;;
i:cuboid_514;pos:10710,45.25,0;m:cuboid;scl:155,1,4.75;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_515;pos:11200,45.25,129.7028;rot:0,359.8195,0;m:cuboid;scl:4,1,23;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_516;pos:11191.06,45.25,222.1964;rot:0,269.0561,0;m:cuboid;scl:4,1,23;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_517;pos:11314.36,45.25,128.7443;rot:0,180.4332,0;m:cuboid;scl:4,1,23;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_518;pos:11092.54,45.25,119.5309;rot:0,180.2768,0;m:cuboid;scl:4,1,23;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_519;pos:11077.71,45.25,-128.3542;rot:0,181.8421,0;m:cuboid;scl:4,1,23;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_520;pos:11065.92,45.25,-282.2195;rot:0,190.941,0;m:cuboid;scl:4,1,9;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_521;pos:11034.46,45.25,-352.5558;rot:0,216.8407,0;m:cuboid;scl:4,1,9;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_522;pos:10924.84,45.25,-333.7834;rot:0,266.0867,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_523;pos:10701.33,45.25,-349.3473;rot:0,266.0834,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_524;pos:10903.78,45.25,-408.8937;rot:0,255.8253,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_525;pos:11149.5,45.25,-192.1182;rot:0,185.5092,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_526;pos:11127.05,45.25,-339.5987;rot:0,194.4692,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_527;pos:10995.64,45.25,-492.4874;rot:0,247.808,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_528;pos:10221.47,45.25,115.3313;rot:0,0.5236291,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_529;pos:10722.1,45.25,119.3298;rot:0,1.052611,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_530;pos:10812.72,45.25,-504.3156;rot:0,287.7979,0;m:cuboid;scl:2,1,17;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_531;pos:10716.38,45.25,-255.9338;rot:0,358.0161,0;m:cuboid;scl:2,1,17;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_532;pos:10788.96,45.25,-176.9525;rot:0,88.08532,0;m:cuboid;scl:2,1,17;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_533;pos:11345.42,45.25,-115.7334;rot:0,189.1355,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_534;pos:10986.96,45.25,-131.5624;rot:0,180.4235,0;m:cuboid;scl:4,1,24;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_535;pos:10482.57,45.25,-227.9836;rot:0,358.0866,0;m:cuboid;scl:2,1,6;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_536;pos:10375.11,45.25,-252.2876;rot:0,267.6389,0;m:cuboid;scl:2,1,20;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_537;pos:10552.1,45.25,-104.6018;rot:0,89.06583,0;m:cuboid;scl:2,1,50;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_538;pos:10872.39,45.25,-251.3295;rot:0,87.78315,0;m:cuboid;scl:2,1,30;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_539;pos:10538.6,45.25,-277.5762;rot:0,88.35581,0;m:cuboid;scl:2,1,9;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_540;pos:10284.36,45.25,-320.2659;rot:0,181.0435,0;m:cuboid;scl:3,1,15;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_541;pos:10291.56,45.25,-173.9219;rot:0,184.4546,0;m:cuboid;scl:3,1,15;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_542;pos:10539.32,45.25,-358.2358;rot:0,86.83016,0;m:cuboid;scl:4,1,50;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_543;pos:10299.39,45.25,-57.81574;rot:0,181.2955,0;m:cuboid;scl:3,1,9;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_544;pos:10484.88,45.25,-300.1293;rot:0,358.3647,0;m:cuboid;scl:2,1,9;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_545;pos:10528.75,69.2,463.6374;rot:0,270.1677,0;m:cuboid;scl:3,1,110;t:stone4;til:233331,233331;clr:127,127,127,255;;
i:cuboid_547;pos:10183.08,42.72585,34.13144;rot:0,1.23817,0;m:cuboid;scl:2,2,2;t:grass3;;
i:cuboid_548;pos:10132.21,42.75075,33.77546;rot:0,1.747465,0;m:cuboid;scl:2,2,2;t:grass3;;
i:house7_549;pos:10165.29,66.91802,-51.01113;rot:0,90.68487,0;m:house7;;
i:cone_550;pos:10183.13,91.84081,34.48163;rot:0,319.3022,0;m:cone;scl:0.5,1,0.5;t:grass2;;
i:cone_551;pos:10132.54,94.00974,35.24696;rot:0,324.5471,0;m:cone;scl:0.5,1,0.5;t:grass2;;
i:cylinder_553;pos:10184.18,64.92294,31.71207;rot:0,354.1689,0;m:cylinder;scl:0.3,2,0.3;t:bark1;;
i:cylinder_554;pos:10132.12,63.36237,33.01053;rot:0,0.9138077,0;m:cylinder;scl:0.3,2,0.3;t:bark1;;
i:house5_555;pos:10334.84,67.0414,-53.21972;rot:0,180.7648,0;m:house5;;
i:house4_557;pos:11387.24,49.00779,74.90703;rot:0,259.119,0;m:house4;scl:0.5,0.5,0.5;;
i:house4_558;pos:11383.41,48.78958,-71.22185;rot:0,276.6183,0;m:house4;scl:0.5,0.5,0.5;;
i:cuboid_559;pos:11579.1,45.17696,-0.6163774;rot:0,90.31569,0;m:cuboid;scl:7,1,30;t:earth2;til:4,4;;
i:cylinder_560;pos:11792.57,40.53913,-6.043878;rot:0,94.13567,0;m:cylinder;scl:9,1,30;t:earth2;til:4,4;;
i:village1_561;pos:11530.71,48.66139,20.2423;rot:0,183.76,0;m:village1;scl:0.5,0.5,0.5;;
i:village1_562;pos:11626.29,48.07226,23.5991;rot:0,178.6391,0;m:village1;scl:0.5,0.5,0.5;;
i:village1_563;pos:11719.63,47.66721,26.7213;rot:0,181.7488,0;m:village1;scl:0.5,0.5,0.5;;
i:village1_564;pos:11812.17,49.15253,27.03175;rot:0,187.8869,0;m:village1;scl:0.5,0.5,0.5;;
i:village1_565;pos:11529.17,48.45526,-16.24102;rot:0,2.547745,0;m:village1;scl:0.5,0.5,0.5;;
i:village1_566;pos:11621.93,47.88681,-22.98526;rot:0,7.617018,0;m:village1;scl:0.5,0.5,0.5;;
i:village1_567;pos:11703.16,48.93102,-26.7542;rot:0,7.027011,0;m:village1;scl:0.5,0.5,0.5;;
i:village1_568;pos:11792.22,48.58299,-36.12372;rot:0,11.65687,0;m:village1;scl:0.5,0.5,0.5;;
i:village1_569;pos:11875.31,49.45763,-39.8069;rot:0,7.306847,0;m:village1;scl:0.5,0.5,0.5;;
i:boulder1_570;pos:12181.58,33.02771,-191.8657;rot:0,340.4032,0;m:boulder1;scl:11,2,11;t:grass2;til:4,4;clr:173,176,176,255;;
i:tree2_571;pos:11595.78,110.7931,472.3336;rot:0,74.25539,0;m:tree2;;
i:tree2_572;pos:11800.86,109.3318,258.0396;rot:0,358.504,0;m:tree2;;
i:tree2_573;pos:12162.05,107.9726,-109.66;rot:0,116.8004,0;m:tree2;;
i:tower5_574;pos:10953.45,48.97693,-85.07842;rot:0,270.702,0;m:tower5;;
i:tower5_575;pos:10477.47,49.25277,-73.10863;rot:0,266.757,0;m:tower5;;
i:cuboid_576;pos:100,170,-15000;m:cuboid;scl:2,27,7;;
i:cuboid_577;pos:300,170,-15000;m:cuboid;scl:2,27,7;;
i:cuboid_578;pos:500,170,-15000;m:cuboid;scl:2,27,7;;
i:cuboid_579;pos:700,170,-15000;m:cuboid;scl:2,27,7;;
i:cuboid_580;pos:-100,170,-15000;m:cuboid;scl:2,27,7;;
i:cuboid_581;pos:-300,170,-15000;m:cuboid;scl:2,27,7;;
i:cuboid_582;pos:-500,170,-15000;m:cuboid;scl:2,27,7;;
i:cuboid_583;pos:-700,170,-15000;m:cuboid;scl:2,27,7;;
i:cuboid_584;pos:600,170,-15400;m:cuboid;scl:5,25,80;;
i:cuboid_585;pos:600,84.5,-15400;m:cuboid;scl:5.5,8,80;;
i:cuboid_586;pos:600,170,-15100;m:cuboid;scl:7,27,2;;
i:cuboid_587;pos:600,170,-15300;m:cuboid;scl:7,27,2;;
i:cuboid_588;pos:600,170,-15500;m:cuboid;scl:7,27,2;;
i:cuboid_589;pos:600,170,-15700;m:cuboid;scl:7,27,2;;
i:cuboid_590;pos:597.7205,170,-15899.95;rot:0,1.157451,0;m:cuboid;scl:7,27,2;;
i:cuboid_591;pos:530.822,170,-16087.24;rot:0,18.5452,0;m:cuboid;scl:7,27,2;;
i:cuboid_592;pos:245.4738,170,-16372.86;rot:0,59.77306,0;m:cuboid;scl:7,27,2;;
i:cuboid_593;pos:61.04803,170,-16417.73;rot:0,76.9604,0;m:cuboid;scl:7,27,2;;
i:cuboid_594;pos:400.8191,189.98,-16239.68;rot:0,44.30517,0;m:cuboid;scl:5,21,16.9;;
i:cuboid_595;pos:403.8362,193.0818,-16234.98;rot:0,40.76715,0;m:cuboid;scl:7,22,2;;
i:cuboid_596;pos:400.8191,104.5,-16239.68;rot:0,44.30518,0;m:cuboid;scl:5.5,4,17.1;;
i:arc180_597;pos:399,70.10912,-16244.25;rot:0,270,270;m:arc180;scl:4,32.5,4;clr:102,63,0,255;;
i:cuboid_598;pos:497.0691,170,-16129.97;rot:0,37.23138,0;m:cuboid;scl:5,25,13;;
i:cuboid_599;pos:292.9949,170,-16337.78;rot:0,52.10698,0;m:cuboid;scl:5,25,13;;
i:cuboid_600;pos:497.4853,84.5,-16129.53;rot:0,37.23138,0;m:cuboid;scl:5.5,8,13;;
i:cuboid_601;pos:292.6268,84.5,-16338.3;rot:0,52.10698,0;m:cuboid;scl:5.5,8,13;;
i:cuboid_602;pos:456.4331,49.9577,-16221.64;rot:0,314.3032,0;m:cuboid;scl:7,7,0.05;;
i:cuboid_603;pos:427.6631,80.00622,-16251.79;rot:0,310.6558,0;m:cuboid;scl:1.5,1.5,0.05;;
i:cuboid_604;pos:370.9542,80.69471,-16309.21;rot:0,314.3474,0;m:cuboid;scl:3,1,0.05;;
i:cuboid_605;pos:364.8873,68.48315,-16315.28;rot:0,314.2865,0;m:cuboid;scl:1.25,1.5,0.05;;
