i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:-440,56,-440;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:2, t:1;;
i:spawnhuman_1;pos:-440,56,-440;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawntitan_3;pos:-99999,-99999,-99999;rot:0,180,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:cuboid_469;pos:260,90,250;rot:0,180,0;m:cuboid;scl:1.1,10,1.1;t:rock3;til:5,5;;
i:cuboid_470;pos:260,90,150;rot:0,180,0;m:cuboid;scl:1.1,10,1.1;t:rock3;til:5,5;;
i:cuboid_471;pos:260,90,50;rot:0,180,0;m:cuboid;scl:1.1,10,1.1;t:rock3;til:5,5;;
i:cuboid_472;pos:260,90,-50;rot:0,180,0;m:cuboid;scl:1.1,10,1.1;t:rock3;til:5,5;;
i:cuboid_473;pos:260,90,-150;rot:0,180,0;m:cuboid;scl:1.1,10,1.1;t:rock3;til:5,5;;
i:cuboid_474;pos:260,90,-250;rot:0,180,0;m:cuboid;scl:1.1,10,1.1;t:rock3;til:5,5;;
i:cuboid_475;pos:260,90,-350;rot:0,180,0;m:cuboid;scl:1.1,10,1.1;t:rock3;til:5,5;;
i:tube_476;pos:360,90,-350;rot:270.0198,180,0;m:tube;scl:3,1,3;t:rock3;til:5,5;;
i:tube_477;pos:360,90,-250;rot:270.0198,180,0;m:tube;scl:3,1,3;t:rock3;til:5,5;;
i:tube_478;pos:360,90,-150;rot:270.0198,180,0;m:tube;scl:3,1,3;t:rock3;til:5,5;;
i:tube_479;pos:360,90,300;rot:270.0198,180,0;m:tube;scl:3,1,3;t:rock3;til:5,5;;
i:cuboid_480;pos:360,59.25,-349.9;rot:0,180,0;m:cuboid;scl:8,3.5,0.7;t:rock3;til:5,5;;
i:cuboid_481;pos:360,120.675,-349.9;rot:0,180,0;m:cuboid;scl:8,3.75,0.7;t:rock3;til:5,5;;
i:cuboid_482;pos:386.9,89.3,-349.9;rot:0,180,0;m:cuboid;scl:2.75,2.525,0.7;t:rock3;til:5,5;;
i:cuboid_483;pos:333.75,89.3,-349.9;rot:0,180,0;m:cuboid;scl:2.75,2.525,0.7;t:rock3;til:5,5;;
i:cuboid_484;pos:360,59.25,300.25;rot:0,180,0;m:cuboid;scl:8,3.5,0.7;t:rock3;til:5,5;;
i:cuboid_485;pos:360,120.675,300.25;rot:0,180,0;m:cuboid;scl:8,3.75,0.7;t:rock3;til:5,5;;
i:cuboid_486;pos:386.9,89.3,300.25;rot:0,180,0;m:cuboid;scl:2.75,2.525,0.7;t:rock3;til:5,5;;
i:cuboid_487;pos:333.75,89.3,300.25;rot:0,180,0;m:cuboid;scl:2.75,2.525,0.7;t:rock3;til:5,5;;
i:tube_488;pos:450,60,300;rot:270.0198,180,0;m:tube;scl:5,3,5;t:rock3;til:5,5;;
i:tube_489;pos:450,60,280;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_490;pos:450,60,260;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_491;pos:450,60,240;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_492;pos:450,60,220;rot:270.0198,180,0;m:tube;scl:1.5,3,1.5;t:rock3;til:5,5;;
i:tube_493;pos:450,60,200;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_494;pos:450,60,180;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_495;pos:450,60,160;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_496;pos:450,60,140;rot:270.0198,180,0;m:tube;scl:5,3,5;t:rock3;til:5,5;;
i:tube_497;pos:450,60,120;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_498;pos:450,60,100;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_499;pos:450,60,80;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_500;pos:450,60,60;rot:270.0198,180,0;m:tube;scl:1.5,3,1.5;t:rock3;til:5,5;;
i:tube_501;pos:450,60,40;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_502;pos:450,60,20;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_503;pos:450,60,0;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_504;pos:450,60,-20;rot:270.0198,180,0;m:tube;scl:5,3,5;t:rock3;til:5,5;;
i:tube_505;pos:450,60,-40;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_506;pos:450,60,-60;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_507;pos:450,60,-80;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_508;pos:450,60,-100;rot:270.0198,180,0;m:tube;scl:1.5,3,1.5;t:rock3;til:5,5;;
i:tube_509;pos:450,60,-120;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_510;pos:450,60,-140;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_511;pos:450,60,-160;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_512;pos:450,60,-180;rot:270.0198,180,0;m:tube;scl:5,3,5;t:rock3;til:5,5;;
i:tube_513;pos:450,60,-200;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_514;pos:450,60,-220;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_515;pos:450,60,-240;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_516;pos:450,60,-260;rot:270.0198,180,0;m:tube;scl:1.5,3,1.5;t:rock3;til:5,5;;
i:tube_517;pos:450,60,-280;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_518;pos:450,60,-300;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_519;pos:450,60,-320;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_520;pos:450,60,-340;rot:270.0198,180,0;m:tube;scl:5,3,5;t:rock3;til:5,5;;
i:tube_521;pos:450,60,-360;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_522;pos:450,60,-380;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_523;pos:450,60,-400;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_524;pos:450,60,-420;rot:270.0198,180,0;m:tube;scl:1.5,3,1.5;t:rock3;til:5,5;;
i:tube_525;pos:450,60,-430;rot:270.0198,180,0;m:tube;scl:2,3,2;t:rock3;til:5,5;;
i:tube_526;pos:450,60,-440;rot:270.0198,180,0;m:tube;scl:3,3,3;t:rock3;til:5,5;;
i:tube_527;pos:450,60,-450;rot:270.0198,180,0;m:tube;scl:4,3,4;t:rock3;til:5,5;;
i:tube_528;pos:450,60,-470;rot:270.0198,180,0;m:tube;scl:5,3,5;t:rock3;til:5,5;;
i:cuboid_529;pos:424.585,90,306.4;rot:0,180,0;m:cuboid;scl:1,10,1;t:rock3;til:5,5;;
i:cuboid_530;pos:476.5,90,306.4;rot:0,180,0;m:cuboid;scl:1,10,1;t:rock3;til:5,5;;
i:cuboid_531;pos:450.5,110,306.4;rot:0,180,0;m:cuboid;scl:4.2,6,1;t:rock3;til:5,5;;
i:tube_532;pos:360,90,150;rot:270.0198,180,0;m:tube;scl:3,1,3;t:rock3;til:5,5;;
i:cuboid_533;pos:0,20,0;rot:0,180,0;m:cuboid;scl:100.1,5.1,100.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_534;pos:0,90,490;rot:0,180,0;m:cuboid;scl:100.1,10.1,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_535;pos:0,90,-490;rot:0,180,0;m:cuboid;scl:100.1,10.1,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_536;pos:490,90,0;rot:0,180,0;m:cuboid;scl:2.1,10.1,100.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_537;pos:-490,90,0;rot:0,180,0;m:cuboid;scl:2.1,10.1,100.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_538;pos:0,145,0;rot:0,180,0;m:cuboid;scl:100.1,1.1,100.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_539;pos:-390,90,-75;rot:0,180,0;m:cuboid;scl:2.1,10.1,85.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_540;pos:-290,90,75;rot:0,180,0;m:cuboid;scl:2.1,10.1,85.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_541;pos:-190,90,-75;rot:0,180,0;m:cuboid;scl:2.1,10.1,85.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_542;pos:-90,90,75;rot:0,180,0;m:cuboid;scl:2.1,10.1,85.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_543;pos:10,90,-75;rot:0,180,0;m:cuboid;scl:2.1,10.1,85.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_544;pos:110,90,75;rot:0,180,0;m:cuboid;scl:2.1,10.1,85.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_545;pos:210,90,-75;rot:0,180,0;m:cuboid;scl:2.1,10.1,85.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_546;pos:310,90,75;rot:0,180,0;m:cuboid;scl:2.1,10.1,85.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_547;pos:410,90,-75;rot:0,180,0;m:cuboid;scl:2.1,10.1,85.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_548;pos:-390,65,415;rot:0,180,0;m:cuboid;scl:2.1,4.1,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_549;pos:-390,117.5,415;rot:0,180,0;m:cuboid;scl:2.1,4.6,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_550;pos:-390,90,380;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_551;pos:-390,90,450;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_552;pos:-290,65,-415;rot:0,180,0;m:cuboid;scl:2.1,4.1,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_553;pos:-290,117.5,-415;rot:0,180,0;m:cuboid;scl:2.1,4.6,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_554;pos:-290,90,-380;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_555;pos:-290,90,-450;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_556;pos:-190,65,415;rot:0,180,0;m:cuboid;scl:2.1,4.1,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_557;pos:-190,117.5,415;rot:0,180,0;m:cuboid;scl:2.1,4.6,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_558;pos:-190,90,380;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_559;pos:-190,90,450;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_560;pos:-90,65,-415;rot:0,180,0;m:cuboid;scl:2.1,4.1,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_561;pos:-90,117.5,-415;rot:0,180,0;m:cuboid;scl:2.1,4.6,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_562;pos:-90,90,-380;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_563;pos:-90,90,-450;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_564;pos:10,65,415;rot:0,180,0;m:cuboid;scl:2.1,4.1,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_565;pos:10,117.5,415;rot:0,180,0;m:cuboid;scl:2.1,4.6,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_566;pos:10,90,380;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_567;pos:10,90,450;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_568;pos:110,65,-415;rot:0,180,0;m:cuboid;scl:2.1,4.1,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_569;pos:110,117.5,-415;rot:0,180,0;m:cuboid;scl:2.1,4.6,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_570;pos:110,90,-380;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_571;pos:110,90,-450;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_572;pos:210,65,415;rot:0,180,0;m:cuboid;scl:2.1,4.1,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_573;pos:210,117.5,415;rot:0,180,0;m:cuboid;scl:2.1,4.6,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_574;pos:210,90,380;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_575;pos:210,90,450;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_576;pos:310,65,-415;rot:0,180,0;m:cuboid;scl:2.1,4.1,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_577;pos:310,117.5,-415;rot:0,180,0;m:cuboid;scl:2.1,4.6,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_578;pos:310,90,-380;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_579;pos:310,90,-450;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_580;pos:410,65,415;rot:0,180,0;m:cuboid;scl:2.1,4.1,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_581;pos:410,117.5,415;rot:0,180,0;m:cuboid;scl:2.1,4.6,13.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_582;pos:410,90,380;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_583;pos:410,90,450;rot:0,180,0;m:cuboid;scl:2.1,1.1,6.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_584;pos:-405,90,-340;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_585;pos:-415,90,-330;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_586;pos:-425,90,-320;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_587;pos:-425,90,-310;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_588;pos:-425,90,-300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_589;pos:-455,90,-290;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_590;pos:-465,90,-280;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_591;pos:-475,90,-270;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_592;pos:-475,90,-340;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_593;pos:-465,90,-330;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_594;pos:-455,90,-320;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_595;pos:-455,90,-310;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_596;pos:-455,90,-300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_597;pos:-425,90,-290;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_598;pos:-415,90,-280;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_599;pos:-405,90,-270;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_600;pos:-440,90,-250;rot:0,180,0;m:cylinder;scl:5.1,5.1,5.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_601;pos:-407.5,90,-200;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_602;pos:-418.5,90,-190;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_603;pos:-429.5,90,-180;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_604;pos:-451.5,90,-160;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_605;pos:-462.5,90,-150;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_606;pos:-473.5,90,-140;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_607;pos:-462.5,90,-130;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_608;pos:-451.5,90,-120;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_609;pos:-440.5,90,-110;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_610;pos:-429.5,90,-100;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_611;pos:-418.5,90,-90;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_612;pos:-407.5,90,-60;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_613;pos:-418.5,90,-50;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_614;pos:-429.5,90,-40;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_615;pos:-440.5,90,-30;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_616;pos:-451.5,90,-20;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_617;pos:-473.5,90,0;rot:0,180,0;m:cylinder;scl:1.6,5.1,1.6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_618;pos:-475,90,40;rot:0,180,0;m:cuboid;scl:1.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_619;pos:-460,90,55;rot:0,180,0;m:cuboid;scl:1.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_620;pos:-445,90,70;rot:0,180,0;m:cuboid;scl:1.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_621;pos:-430,90,85;rot:0,180,0;m:cuboid;scl:1.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_622;pos:-415,90,100;rot:0,180,0;m:cuboid;scl:1.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_623;pos:-440,75,130;rot:0,180,0;m:cuboid;scl:8.1,7.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_624;pos:-440,105,185;rot:0,180,0;m:cuboid;scl:8.1,7.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_625;pos:-440,75,240;rot:0,180,0;m:cuboid;scl:8.1,7.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_626;pos:-440,105,295;rot:0,180,0;m:cuboid;scl:8.1,7.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_627;pos:-440,75,350;rot:0,180,0;m:cuboid;scl:8.1,7.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_628;pos:-340,75,350;rot:0,180,0;m:cuboid;scl:8.1,2.1,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_629;pos:-340,100,310;rot:0,180,0;m:cuboid;scl:8.1,2.1,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_630;pos:-340,90,220;rot:0,180,0;m:cuboid;scl:8.1,3.1,3.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_631;pos:-340,90,220;rot:0,180,0;m:cuboid;scl:3.1,10.1,3.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_632;pos:-320,90,150;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_633;pos:-360,90,100;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_634;pos:-320,90,50;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_635;pos:-360,90,0;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_636;pos:-320,90,-50;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_637;pos:-360,90,-100;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_638;pos:-320,90,-150;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_639;pos:-360,90,-200;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_640;pos:-330,90,-250;rot:0,180,0;m:cuboid;scl:1.2,10.1,1.2;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_641;pos:-350,90,-300;rot:0,180,0;m:cuboid;scl:1.2,10.1,1.2;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_642;pos:-330,90,-350;rot:0,180,0;m:cuboid;scl:1.2,10.1,1.2;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_643;pos:-350,90,-400;rot:0,180,0;m:cuboid;scl:1.2,10.1,1.2;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_644;pos:-217,75,0;rot:0,180,53.1301;m:cuboid;scl:1.1,5.1,80.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_645;pos:-263,75,0;rot:0,180,306.8699;m:cuboid;scl:1.1,5.1,80.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_646;pos:-217,112.5,0;rot:0,180,306.8699;m:cuboid;scl:1.1,5.1,80.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
