i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:house3_585;pos:1059.182,60.5864,1497.421;rot:0,46.43607,0;m:house3;;
i:tree2_586;pos:-182.8078,110.0089,3619.161;rot:0,96.61513,0;m:tree2;;
i:tree2_587;pos:17.01212,126.3471,3596.723;rot:0,136.1143,0;m:tree2;;
i:tree2_588;pos:253.1845,104.9137,3779.079;rot:0,113.6143,0;m:tree2;;
i:tree2_589;pos:700.6952,99.01512,3756.533;rot:0,99.86404,0;m:tree2;;
i:tree2_590;pos:821.6285,80.51241,3250.582;rot:0,162.8135,0;m:tree2;;
i:tree2_591;pos:575.0917,125.4075,3062.833;rot:0,243.4133,0;m:tree2;;
i:tree5_592;pos:-373.2764,117.1536,3186.248;rot:0,125.6096,0;m:tree5;;
i:tree5_593;pos:-478.2312,85.68313,3411.633;rot:0,8.609143,0;m:tree5;;
i:tree5_594;pos:-328.28,109.2533,3805.724;rot:0,24.85861,0;m:tree5;;
i:field2_595;pos:-133.3469,67.82433,3886.294;rot:0,86.10851,0;m:field2;;
i:tree2_596;pos:-232.3534,102.0103,3346.411;rot:0,73.10784,0;m:tree2;;
i:tree7_597;pos:-280.2401,128.0602,3039.973;rot:0,93.00757,0;m:tree7;;
i:field2_598;pos:-154.1281,55.90059,2998.702;rot:0,26.85753,0;m:field2;;
i:windmill1_599;pos:-810.8596,75.29989,2667.417;rot:0,276.2057,0;m:windmill1;;
i:boulder1_600;pos:-69.68275,94.80361,1100.938;rot:0,290.4436,0;m:boulder1;;
i:cylinder_601;pos:33.12833,58.36583,749.7318;rot:0,51.48765,0;m:cylinder;t:wood1;;
i:capsule_602;pos:33.17487,56.71822,742.0851;rot:0,357.225,0;m:capsule;t:bark1;;
i:capsule_603;pos:40.96799,57.18979,749.472;rot:0,272.723,0;m:capsule;t:bark1;;
i:capsule_604;pos:32.46198,56.71743,757.1749;rot:0,177.2222,0;m:capsule;t:bark1;;
i:capsule_605;pos:25.2916,55.42148,749.5633;rot:0,104.2203,0;m:capsule;t:bark1;;
i:cylinder_606;pos:32.0762,58.93807,778.93;rot:0,110.4667,0;m:cylinder;t:wood1;;
i:capsule_607;pos:32.43921,55.50239,770.2657;rot:0,49.21436,0;m:capsule;t:bark1;;
i:capsule_608;pos:32.88721,53.15568,787.9615;rot:0,168.213,0;m:capsule;t:bark1;;
i:capsule_609;pos:24.34925,51.87358,779.0743;rot:0,88.46252,0;m:capsule;t:bark1;;
i:capsule_610;pos:41.57001,56.26014,778.0485;rot:0,304.4593,0;m:capsule;t:bark1;;
i:arc90_611;pos:28.91496,64.0356,749.5236;rot:359.033,90.78709,86.74512;m:arc90;t:bark1;;
i:arc90_612;pos:37.06326,62.53286,751.4509;rot:11.82984,265.5453,89.91224;m:arc90;t:bark1;;
i:arc90_613;pos:33.88865,63.70032,745.3102;rot:5.109053,0.7102991,91.38125;m:arc90;t:bark1;;
i:arc90_614;pos:31.89972,64.26889,753.9648;rot:3.92227,174.1521,88.53453;m:arc90;t:bark1;;
i:arc90_615;pos:28.5828,63.62961,778.4853;rot:6.584047,98.40722,92.71322;m:arc90;t:bark1;;
i:arc90_616;pos:30.34014,62.54868,772.731;rot:23.87164,10.60848,98.5968;m:arc90;t:bark1;;
i:arc90_617;pos:37.08394,63.59479,777.7616;rot:15.13296,280.8419,86.71928;m:arc90;t:bark1;;
i:arc90_618;pos:33.49755,64.04597,784.3436;rot:6.694999,178.4008,91.7883;m:arc90;t:bark1;;
i:cuboid_619;pos:33.06043,62.61041,749.7344;rot:0,91.62341,0;m:cuboid;t:wood1;;
i:cuboid_620;pos:32.15269,63.02051,778.8954;rot:0,104.4733,0;m:cuboid;t:wood1;;
i:plane_621;pos:40.54217,92.73996,778.4703;rot:0,30.42212,0;m:plane;scl:0,1,9;t:wood1;clr:0,14,0,255;;
i:plane_622;pos:34.78985,95.39983,766.517;rot:359.8,181.1654,350.8;m:plane;scl:5,1,6;t:brick1;til:2,2;clr:176,113,81,255;;
i:tower1_623;pos:18.23993,37.96419,736.4915;rot:0,85.12002,0;m:tower1;t:brick4;clr:84,69,11,255;;
i:cuboid_624;pos:40.94567,89.58277,767.8531;rot:0.07603237,180.1792,352.3954;m:cuboid;scl:5,1,6;t:brick1;til:2,2;clr:84,69,11,255;;
i:tower1_625;pos:19.31872,37.14624,801.2945;rot:0,107.1205,0;m:tower1;t:brick4;clr:84,69,11,255;;
i:plane_627;pos:38.89472,65.80969,767.5101;rot:0,179.161,0;m:plane;scl:5,1,8;t:grass4;clr:52,43,11,255;;
i:cuboid_628;pos:78.34155,63.29762,766.5067;rot:0,177.5411,0;m:cuboid;scl:1,1,2;t:wood1;;
i:leaf1_629;pos:49.08813,66.48245,813.7302;rot:0,159.4839,0;m:leaf1;;
i:leaf2_630;pos:56.37939,75.39442,806.4669;rot:0,124.1325,0;m:leaf2;;
i:tree5_632;pos:-944.8795,238.4358,543.104;rot:0,220.9576,0;m:tree5;;
i:tree2_633;pos:-1097.239,310.1364,679.5405;rot:0,255.207,0;m:tree2;;
i:tree5_634;pos:-874.8054,222.18,758.4647;rot:0,359.0049,0;m:tree5;;
i:tree2_635;pos:-1131.694,372.6322,872.421;rot:0,343.8036,0;m:tree2;;
i:tree5_636;pos:-911.0129,267.5966,912.2555;rot:0,319.8532,0;m:tree5;;
i:field1_637;pos:-899.4789,223.2056,895.1299;rot:332.4,255.7509,4.817029E-06;m:field1;;
i:field1_638;pos:-856.4717,209.114,778.1124;rot:321.6,235.7007,8.715384E-06;m:field1;;
i:tree5_639;pos:-974.5439,279.4025,802.322;rot:0,232.4504,0;m:tree5;;
i:tree7_640;pos:-982.6625,273.3291,951.2382;rot:353.0598,255.2712,354.7662;m:tree7;;
i:tree3_641;pos:-1109.35,343.5008,1022.009;rot:0,255.9489,0;m:tree3;;
i:tree4_642;pos:-1036.323,288.9003,1108.514;rot:0,255.9489,0;m:tree4;;
i:boulder2_643;pos:56.72258,67.86494,1039.058;rot:0,67.94469,0;m:boulder2;;
i:house5_645;pos:-270.6514,84.77896,844.5052;rot:0,268.9314,0;m:house5;scl:1,1,2;;
i:house7_646;pos:-232.8673,82.23309,908.4084;rot:0,182.9297,0;m:house7;scl:1,2,1;;
i:house12_647;pos:-231.1991,66.36983,718.7765;rot:0,175.1275,0;m:house12;scl:2,1,1;;
i:canal1_648;pos:-306.8174,65.77052,686.954;rot:0,90.32747,0;m:canal1;;
i:house5_649;pos:-290.2343,84.48045,749.1249;rot:0,176.1272,0;m:house5;;
i:tower2_651;pos:241.8637,29.49434,970.859;rot:0,0.2714987,0;m:tower2;;
i:house5_652;pos:260.246,81.29523,897.5636;rot:0,359.8715,0;m:house5;;
i:tower1_653;pos:256.8005,100.0231,824.1558;rot:80.20326,311.3448,308.3315;m:tower1;;
i:house7_654;pos:257.6593,84.41447,789.8842;rot:0,273.5635,0;m:house7;;
i:cuboid_655;pos:-0.9481804,59.91926,906.6585;rot:0,181.9978,0;m:cuboid;scl:3,1,15;t:stone1;;
i:castle1_656;pos:-1004.563,260.8111,1044.754;rot:0.3999988,332.2599,349.6;m:castle1;;
i:windmill1_657;pos:-1052.516,284.2936,982.2518;rot:352.8321,328.66,342.6811;m:windmill1;;
i:house2_658;pos:1071.239,59.11808,1374.419;rot:0,316.0862,0;m:house2;;
i:tower2_659;pos:999.9508,30.1706,1491.171;rot:0,28.43565,0;m:tower2;;
i:village1_660;pos:995.9376,57.97152,1230.602;rot:0,250.0358,0;m:village1;;
i:house7_661;pos:-23.14057,102.7057,49.11612;rot:0,87.61884,0;m:house7;scl:2,2,2;;
i:house5_662;pos:116.2988,83.45068,524.8766;rot:0,179.2664,0;m:house5;;
i:house12_664;pos:20.51866,68.34328,357.0552;rot:0,90.11234,0;m:house12;;
i:house5_667;pos:-137.5626,85.51879,306.8205;rot:0,51.56153,0;m:house5;;
i:tower2_668;pos:-85.47634,54.91893,320.5139;rot:0,355.1565,0;m:tower2;;
i:house12_669;pos:81.39577,67.75897,336.7694;rot:0,16.67653,0;m:house12;;
i:tower4_670;pos:44.543,121.3952,19.10795;rot:0,356.1531,0;m:tower4;;
i:house5_673;pos:167.9676,84.88338,388.9147;rot:0,111.4947,0;m:house5;;
i:house8_678;pos:214.8143,90.1021,290.0223;rot:0,40.07506,0;m:house8;;
i:house5_679;pos:258.0806,83.54585,351.0756;rot:0,33.42504,0;m:house5;;
i:house5_681;pos:262.1613,88.96083,143.2155;rot:0,83.57494,0;m:house5;;
i:boulder3_683;pos:56.21862,72.21256,896.5249;rot:0,128.4424,0;m:boulder3;;
i:boulder1_684;pos:186.9657,151.0786,773.7902;rot:0,108.6907,0;m:boulder1;;
i:tower2_685;pos:-255.4483,62.1819,770.106;rot:0,175.7171,0;m:tower2;;
