i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:-7.494504,49.88862,4.807927;rot:0,180,0;m:cuboid;scl:135,10,135;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2;pos:-7.628267,139.7679,4.740594;rot:0,180,0;m:cuboid;scl:135,10,135;t:stone8;;
i:spawnhuman_3;pos:-10.00364,484.882,-9.938233;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:-10.00503,484.0516,-9.949316;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:house5_1174;pos:-977.2369,316.058,-956.4469;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1175;pos:-883.3904,316.058,-956.4451;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1176;pos:-845.8268,316.058,-956.4854;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1177;pos:-808.1913,316.058,-956.4836;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1178;pos:-732.5695,316.058,-956.5229;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1179;pos:-695.0765,316.058,-956.5222;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1180;pos:-657.7574,316.058,-956.5662;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1181;pos:-558.6973,316.058,-956.6413;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1182;pos:-521.2465,316.058,-956.7188;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1183;pos:-483.4752,316.058,-956.7598;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1184;pos:-423.8113,316.058,-956.8401;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1185;pos:-386.1471,316.058,-956.8771;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1186;pos:-348.7248,316.058,-956.9945;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1187;pos:-255.5129,316.058,-957.0741;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1188;pos:-217.9051,316.058,-957.1902;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1189;pos:-180.1482,316.058,-957.2686;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1190;pos:-121.3311,316.058,-957.3447;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1191;pos:-83.59197,316.058,-957.3816;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1192;pos:-45.88734,316.058,-957.3824;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1193;pos:44.89868,316.058,-958.5374;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1194;pos:82.7429,316.058,-958.5512;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1195;pos:120.6594,316.058,-958.5876;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1196;pos:184.8108,316.058,-958.583;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1197;pos:222.5114,316.058,-958.6624;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1198;pos:260.0667,316.058,-958.7389;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1199;pos:347.1545,316.058,-959.6547;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1200;pos:384.9368,316.058,-959.6669;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1201;pos:422.6176,316.058,-959.7844;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1202;pos:493.3831,316.058,-959.8202;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1203;pos:531.0413,316.058,-959.8945;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1204;pos:568.941,316.058,-960.0126;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1205;pos:661.8564,316.058,-960.8901;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1206;pos:699.4769,316.058,-961.0056;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1207;pos:736.9969,316.058,-961.0823;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1208;pos:809.7686,316.058,-961.0817;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1209;pos:847.3201,316.058,-961.117;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1210;pos:884.899,316.058,-961.1158;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1211;pos:981.0558,316.058,-961.3151;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1212;pos:1018.714,316.058,-961.3906;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1213;pos:1056.015,316.058,-961.4684;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1214;pos:1136.776,316.058,-961.5449;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1215;pos:1174.266,316.058,-961.6606;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1216;pos:1211.969,316.058,-961.6595;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1217;pos:-1200.696,316.058,-633.8557;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1218;pos:-1163.463,316.058,-633.8604;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1219;pos:-1126.171,316.058,-633.9398;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1220;pos:-1088.671,316.058,-634.0612;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1221;pos:-1051.421,316.058,-634.1801;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1222;pos:-1014.121,316.058,-634.2195;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1223;pos:-976.9398,316.058,-634.2599;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1224;pos:-882.7526,316.058,-634.3017;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1225;pos:-844.9226,316.058,-634.4194;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1226;pos:-807.1578,316.058,-634.5806;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1227;pos:-726.4918,316.058,-634.7394;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1228;pos:-688.7607,316.058,-634.8978;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1229;pos:-651.2085,316.058,-634.8989;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1230;pos:-559.4946,316.058,-633.4205;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1231;pos:-522.3118,316.058,-633.4976;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1232;pos:-485.1613,316.058,-633.5782;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1233;pos:-422.1593,316.058,-633.6573;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1234;pos:-385.2584,316.058,-633.6961;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1235;pos:-347.9445,316.058,-633.695;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1236;pos:-256.9324,316.058,-633.6946;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1237;pos:-219.2681,316.058,-633.7705;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1238;pos:-182.0844,316.058,-633.8096;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1239;pos:-120.6431,316.058,-633.967;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1240;pos:-82.94975,316.058,-634.1237;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1241;pos:-45.21708,316.058,-634.1612;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1242;pos:45.49186,316.058,-634.1987;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1243;pos:83.07333,316.058,-634.3145;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1244;pos:120.6913,316.058,-634.4315;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1245;pos:183.6072,316.058,-634.3087;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1246;pos:221.1918,316.058,-634.3841;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1247;pos:258.8088,316.058,-634.421;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1248;pos:349.604,316.058,-634.4565;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1249;pos:387.5057,316.058,-634.4932;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1250;pos:425.2845,316.058,-634.6106;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1251;pos:491.7298,316.058,-634.808;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1252;pos:529.4994,316.058,-634.8829;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1253;pos:566.9166,316.058,-635.0022;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1254;pos:659.8719,316.058,-635.1982;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1255;pos:697.5189,316.058,-635.2763;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1256;pos:735.3612,316.058,-635.3934;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1257;pos:805.9066,316.058,-635.5121;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1258;pos:843.249,316.058,-635.548;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1259;pos:880.8239,316.058,-635.5464;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1260;pos:980.255,316.058,-634.9854;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1261;pos:1017.788,316.058,-635.0209;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1262;pos:1055.415,316.058,-635.02;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1263;pos:1133.621,316.058,-632.1403;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1264;pos:1171.561,316.058,-632.174;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1265;pos:1209.387,316.058,-632.1724;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1266;pos:-1192.056,316.058,-330.8142;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1267;pos:-1154.963,316.058,-330.9695;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1268;pos:-1117.445,316.058,-331.0068;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1269;pos:-1079.505,316.058,-330.8846;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1270;pos:-1042.221,316.058,-330.9214;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1271;pos:-1004.929,316.058,-330.9988;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1272;pos:-967.7897,316.058,-331.0369;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1273;pos:-877.4413,316.058,-330.9926;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1274;pos:-840.5352,316.058,-331.1499;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1275;pos:-803.1163,316.058,-331.307;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1276;pos:-732.4417,316.058,-331.4227;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1277;pos:-694.9366,316.058,-331.4216;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1278;pos:-657.3246,316.058,-331.4991;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1279;pos:658.201,316.058,-330.9127;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1280;pos:695.9348,316.058,-330.9498;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1281;pos:733.5954,316.058,-330.9483;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1282;pos:815.0947,316.058,-330.9046;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1283;pos:852.573,316.058,-330.9036;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1284;pos:890.0935,316.058,-330.9022;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1285;pos:982.7278,316.058,-330.9386;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1286;pos:1020.131,316.058,-330.9763;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1287;pos:1057.335,316.058,-330.975;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1288;pos:1134.629,316.058,-331.0113;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1289;pos:1172.179,316.058,-331.0503;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1290;pos:1209.415,316.058,-331.1288;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1291;pos:-1187.354,316.058,-26.97911;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1292;pos:-1150.298,316.058,-26.98479;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1293;pos:-1113.269,316.058,-27.06319;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1294;pos:-1075.547,316.058,-27.18169;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1295;pos:-1038.015,316.058,-27.26003;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1296;pos:-999.9902,316.058,-27.41855;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1297;pos:-962.8571,316.058,-27.45698;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1298;pos:-882.5627,316.058,-27.69371;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1299;pos:-845.1487,316.058,-27.69201;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1300;pos:-807.5135,316.058,-27.77048;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1301;pos:-727.366,316.058,-27.84671;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1302;pos:-689.9999,316.058,-27.88525;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1303;pos:-652.4893,316.058,-27.9637;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1304;pos:657.6439,316.058,-27.90992;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1305;pos:695.2634,316.058,-28.02798;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1306;pos:732.7577,316.058,-28.02642;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1307;pos:815.2611,316.058,-28.06296;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1308;pos:852.9622,316.058,-28.10126;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1309;pos:890.6172,316.058,-28.21976;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1310;pos:982.2675,316.058,-28.33601;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1311;pos:1019.475,316.058,-28.33451;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1312;pos:1056.997,316.058,-28.33298;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1313;pos:1133.562,316.058,-28.32978;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1314;pos:1170.593,316.058,-28.36822;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1315;pos:1207.826,316.058,-28.44665;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1316;pos:-1187.303,316.058,279.3216;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1317;pos:-1150.586,316.058,279.2266;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1318;pos:-1113.384,316.058,279.1486;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1319;pos:-1075.826,316.058,279.1111;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1320;pos:-1038.123,316.058,279.0735;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1321;pos:-1000.482,316.058,279.1963;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1322;pos:-962.9825,316.058,279.1585;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1323;pos:-879.5018,316.058,278.363;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1324;pos:-842.0193,316.058,278.2462;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1325;pos:-804.2656,316.058,278.1683;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1326;pos:-726.7607,316.058,278.0907;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1327;pos:-689.0668,316.058,278.056;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1328;pos:-651.4367,316.058,278.0184;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1329;pos:659.0698,316.058,276.8043;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1330;pos:696.9586,316.058,276.7547;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1331;pos:734.8541,316.058,276.6762;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1332;pos:809.1052,316.058,276.5181;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1333;pos:846.814,316.058,276.4416;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1334;pos:884.5832,316.058,276.3629;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1335;pos:978.1432,316.058,276.287;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1336;pos:1015.351,316.058,276.2491;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1337;pos:1052.687,316.058,276.2105;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1338;pos:1137.221,316.058,276.214;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1339;pos:1174.967,316.058,276.2159;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1340;pos:1212.579,316.058,276.1371;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1341;pos:-1199.467,316.058,580.5768;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1342;pos:-1162.124,316.058,580.4568;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1343;pos:-1125.209,316.058,580.4154;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1344;pos:-1087.383,316.058,580.2979;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1345;pos:-1049.821,316.058,580.2565;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1346;pos:-1012.362,316.058,580.1371;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1347;pos:-974.9713,316.058,580.1377;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1348;pos:-881.9884,316.058,580.0965;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1349;pos:-844.5785,316.058,580.0955;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1350;pos:-807.0856,316.058,579.9371;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1351;pos:-726.7114,316.058,579.901;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1352;pos:-689.1772,316.058,579.9007;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1353;pos:-651.605,316.058,579.8227;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1354;pos:657.8407,316.058,581.194;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1355;pos:695.305,316.058,581.1955;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1356;pos:732.9188,316.058,581.0776;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1357;pos:809.2772,316.058,581.041;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1358;pos:846.9417,316.058,581.005;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1359;pos:884.5455,316.058,580.9673;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1360;pos:979.8488,316.058,580.9301;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1361;pos:1017.587,316.058,580.8536;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1362;pos:1055.281,316.058,580.8148;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1363;pos:1136.772,316.058,582.8553;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1364;pos:1174.297,316.058,582.8206;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1365;pos:1211.672,316.058,582.784;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
