i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1328;pos:394.0683,43.27859,125.4981;rot:0,273.2062,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1329;pos:431.4528,61.10226,27.25739;rot:0,271.6127,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1330;pos:460.711,41.84173,51.05254;rot:0,183.6517,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1331;pos:374.8084,33.31144,174.0763;rot:0,274.9309,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1332;pos:376.4926,33.27146,197.2618;rot:0,274.7309,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1333;pos:488.4524,48.22808,25.65445;rot:0,270.6944,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1334;pos:554.6046,27.88256,47.7189;rot:0,180.1326,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1335;pos:507.4207,28.5752,78.0889;rot:0,181.5287,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1336;pos:540.6569,26.80114,125.3098;rot:0,163.3528,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1337;pos:437.3711,29.85975,125.6802;rot:0,274.6228,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1338;pos:445.9404,24.1124,169.6937;rot:0,184.6211,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1339;pos:496.6393,27.69054,193.2162;rot:0,273.5519,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1340;pos:464.3901,25.32158,150.4013;rot:0,274.4489,0;m:cuboid;scl:5,2,10;t:stone1;;
i:house5_1342;pos:319.6073,85.03516,118.4889;rot:0,178.7038,0;m:house5;;
i:house5_1343;pos:318.16,76.39658,187.0257;rot:0,179.7538,0;m:house5;;
i:house5_1346;pos:332.3526,64.83469,291.5596;rot:0,91.89766,0;m:house5;;
i:house5_1347;pos:331.3409,57.67495,391.0982;rot:0,90.49734,0;m:house5;;
i:house5_1348;pos:-122.3495,142.9569,-13.83109;rot:0,272.2422,0;m:house5;;
i:cuboid_1398;pos:496.2368,32.60741,340.4315;rot:0,325.5777,0;m:cuboid;scl:5,1,20;t:stone1;;
i:cuboid_1406;pos:177.3353,75.16558,-85.20874;rot:0,56.00317,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1407;pos:213.3006,73.07633,-48.36304;rot:0,40.63462,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1408;pos:157.5526,88.45347,-66.51813;rot:0,51.41287,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1409;pos:74.35952,86.03031,-110.5415;rot:0,71.16468,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1410;pos:106.852,105.9186,-48.67645;rot:0,52.64625,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1411;pos:51.37385,104.486,-106.0796;rot:0,58.45904,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1412;pos:27.43528,74.95179,-145.2804;rot:0,90.07242,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1413;pos:-112.1333,75.90536,-216.0745;rot:0,179.825,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1414;pos:-108.2061,86.86121,-186.2035;rot:0,179.8231,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1415;pos:-116.9087,95.94812,-153.6899;rot:0,359.3687,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1416;pos:-112.29,102.6339,-129.1801;rot:0,359.2534,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1417;pos:-86.43422,114.3259,-138.1381;rot:0,270.0638,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1418;pos:-71.38846,94.47567,-154.3228;rot:0,269.0618,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1419;pos:-17.38106,92.63182,-135.4313;rot:0,265.5596,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1420;pos:-19.61444,111.7756,-132.2499;rot:0,259.1752,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1421;pos:-26.06235,115.1214,-109.4511;rot:0,269.5537,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1422;pos:35.71135,114.4056,-86.79499;rot:0,216.0988,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1423;pos:55.00621,72.49907,-99.6331;rot:0,179.1127,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1424;pos:81.79995,119.0659,-45.70486;rot:0,270.7498,0;m:cuboid;scl:5,2,10;t:stone1;;
i:pillar1_1425;pos:-159.3123,134.956,-90.75239;rot:0,1.953424,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:house5_1429;pos:-131.2823,143.6615,-62.05066;rot:0,89.78407,0;m:house5;;
i:pillar1_1430;pos:-116.6462,81.89192,248.9157;rot:0,173.0506,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:house5_1431;pos:-90.02135,100.2201,-162.3619;rot:0,89.31012,0;m:house5;;
i:house5_1432;pos:-14.5819,99.82555,-160.0688;rot:0,87.50979,0;m:house5;;
i:house5_1433;pos:126.2773,100.6008,-128.4291;rot:0,64.90832,0;m:house5;;
i:house5_1434;pos:185.8162,99.92403,-91.80907;rot:0,50.80656,0;m:house5;;
i:cuboid_1443;pos:63.99448,52.35178,-323.8356;rot:0,0.3447216,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1444;pos:145.5054,67.48914,-272.955;rot:0,335.5308,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1445;pos:233.6624,67.57558,-232.0657;rot:0,334.9624,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1446;pos:129.8466,50.82717,-433.7662;rot:0,356.4098,0;m:cuboid;scl:5,3,6;t:stone1;til:30,1;;
i:cuboid_1447;pos:62.25779,40.20528,-463.1089;rot:0,359.4999,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1448;pos:171.1161,44.66413,-512.3464;rot:0,268.5797,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1449;pos:234.1469,50.61346,-385.9994;rot:0,339.8044,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1450;pos:343.6925,70.90927,-143.6938;rot:0,306.9101,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1451;pos:394.3595,61.85525,-96.70512;rot:0,272.8158,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1452;pos:526.0835,22.38485,-147.0955;rot:0,0.754184,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1453;pos:295.3012,70.7931,-203.6098;rot:0,320.5069,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1454;pos:334.6377,38.89495,-386.0447;rot:0,335.9146,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1455;pos:391.6772,41.78782,-318.0818;rot:0,326.4687,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1456;pos:330.1768,36.31778,-508.5643;rot:0,270.1736,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1457;pos:447.774,37.13636,-192.4229;rot:0,297.9294,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1458;pos:440.4739,32.54391,-272.0784;rot:0,315.7457,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1459;pos:526.4415,21.42565,-299.5692;rot:0,359.3259,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1460;pos:448.1045,30.70473,-455.8463;rot:0,359.2397,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1461;pos:498.5271,27.53314,-411.4072;rot:0,325.4617,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1462;pos:534.5503,33.77767,-413.9946;rot:0,358.6049,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1463;pos:527.0455,44.6672,-509.744;rot:0,90.60444,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1464;pos:38.71902,69.66498,-240.9203;rot:0,92.03932,0;m:cuboid;scl:5,3,5;t:stone1;;
i:house5_1472;pos:399.5401,91.19678,-68.84741;rot:0,272.3107,0;m:house5;;
i:house5_1491;pos:58.76449,83.79127,-312.8526;rot:0,349.8306,0;m:house5;;
i:house5_1509;pos:58.13001,99.17404,-236.5635;rot:0,263.2554,0;m:house5;;
i:house5_1541;pos:189.1918,89.43456,263.3155;rot:0,91.5719,0;m:house5;;
i:house5_1569;pos:523.1435,65.5787,-352.9374;rot:0,90.82647,0;m:house5;;
i:cuboid_1572;pos:481.4412,39.85684,-582.8934;rot:348.6243,90.46659,359.2505;m:cuboid;scl:5,1,20;t:stone1;;
i:cuboid_1573;pos:477.9144,55.35524,-400.2793;rot:359.971,88.61466,7.879948;m:cuboid;scl:6,1,20;t:stone1;;
i:tower1_1585;pos:-570.279,50.45926,-318.7743;rot:0,91.72642,0;m:tower1;scl:1,0.1,1.2;;
i:tower1_1588;pos:-570.4153,49.40007,-256.9262;rot:0,90.41654,0;m:tower1;scl:1,0.1,1.2;;
i:house5_1590;pos:-636.8329,44.8638,-290.9245;rot:0,359.6006,0;m:house5;;
i:house5_1593;pos:-569.2646,44.63136,-66.53749;rot:0,180.5534,0;m:house5;scl:0.5,1,1;;
i:capsule_1595;pos:-585.1574,32.52226,3.39579;rot:0,272.1664,0;m:capsule;t:wood2;;
i:house5_1596;pos:-630.5251,45.08367,5.532788;rot:0,1.375918,0;m:house5;scl:0.5,1,1;;
i:tower1_1597;pos:-582.2848,-10.12312,3.163092;rot:0,272.1685,0;m:tower1;;
i:house5_1598;pos:-570.0689,45.06003,76.74962;rot:0,181.5698,0;m:house5;scl:0.5,1,1;;
i:house5_1604;pos:-641.6138,45.61743,-138.6355;rot:0,0.2850894,0;m:house5;;
i:house5_1605;pos:-569.9164,44.26135,-141.1162;rot:0,180.2793,0;m:house5;scl:0.5,1,1;;
i:house5_1606;pos:-138.0842,33.98051,515.079;rot:0,313.0803,0;m:house5;scl:0.3,0.3,0.3;;
i:cuboid_1607;pos:109.3054,24.86288,571.2576;rot:0,112.5364,0;m:cuboid;scl:6,1,2;t:stone1;;
i:cuboid_1608;pos:116.5888,25.0372,426.3345;rot:0,146.3017,0;m:cuboid;scl:8,1,8;t:stone1;;
i:tree3_1609;pos:122.4633,53.60629,518.4244;rot:0,170.5304,0;m:tree3;scl:0.3,0.3,0.3;;
i:cuboid_1610;pos:78.63931,24.86808,483.1132;rot:0,145.7829,0;m:cuboid;scl:8,1,8;t:stone1;;
i:cuboid_1611;pos:372.9375,32.17197,480.5917;rot:0,313.0254,0;m:cuboid;scl:5,1,20;t:stone1;;
i:cuboid_1612;pos:162.0671,24.88337,548.4023;rot:0,113.6464,0;m:cuboid;scl:6,1,10;t:stone1;;
i:tree2_1616;pos:-150.0044,42.81973,492.1273;rot:0,259.7794,0;m:tree2;scl:0.2,0.2,0.2;;
i:tree3_1617;pos:-86.67869,47.67794,477.6322;rot:0,210.9178,0;m:tree3;scl:0.2,0.2,0.2;;
i:field2_1618;pos:-126.6612,29.11699,487.6961;rot:0,235.1855,0;m:field2;scl:0.2,0.2,0.2;;
i:spawnhuman_1619;pos:-38.25794,135.7592,-23.15285;rot:0,177.7017,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_1622;pos:368.2245,98.53885,-389.8292;rot:0,3.452515,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_1623;pos:-9.36993,257.9657,-625.7065;rot:0,179.5066,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_1624;pos:-231.1832,258.2573,641.6523;rot:0,159.4096,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:cuboid_1625;pos:-136.2705,52.18974,213.3858;rot:0,181.6628,0;m:cuboid;scl:6,6,6;t:stone1;;
i:cuboid_1626;pos:274.8675,50.13688,255.0826;rot:353.12,181.2928,-0.005373848;m:cuboid;scl:5,1,50;t:stone1;til:15,1;;
i:cuboid_1627;pos:266.0256,80.69122,-22.06875;rot:0,271.7274,0;m:cuboid;scl:6,1,6;t:stone1;til:15,1;;
i:cuboid_1628;pos:251.2084,80.65597,-77.53599;rot:0,214.2879,0;m:cuboid;scl:6,1,8;t:stone1;til:15,1;;
i:cuboid_1629;pos:203.4623,80.40502,-128.6325;rot:0,224.2909,0;m:cuboid;scl:6,1,8;t:stone1;til:15,1;;
i:cuboid_1630;pos:151.1855,80.45329,-166.5334;rot:0,232.8975,0;m:cuboid;scl:6,1,8;t:stone1;til:15,1;;
i:cuboid_1631;pos:82.00792,80.75795,-190.6319;rot:0,258.8012,0;m:cuboid;scl:6,1,8;t:stone1;til:15,1;;
i:cuboid_1632;pos:5.351053,80.75613,-197.3863;rot:0,268.5759,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1633;pos:-69.5361,80.17746,-198.1299;rot:0,269.0843,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1634;pos:-68.08299,80.08591,-255.4446;rot:0,180.0912,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1635;pos:-88.6496,80.61392,-297.191;rot:0,270.1871,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1636;pos:-96.14516,80.70219,-283.86;rot:0,270.4521,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1637;pos:-96.15367,80.11354,-297.3374;rot:0,90.32608,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1638;pos:79.51414,130.3627,-23.58911;rot:0,270.266,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1639;pos:99.27848,130.3728,36.41985;rot:0,0.5182042,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1640;pos:105.593,130.3188,69.25286;rot:0,1.269477,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1641;pos:86.08836,130.3269,35.62835;rot:0,179.3558,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1642;pos:46.50155,129.9564,62.86793;rot:0,270.148,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1643;pos:46.31673,130.2323,67.13575;rot:0,270.4527,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1644;pos:-32.97512,130.1867,64.19004;rot:0,269.9075,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1645;pos:1.692806,130.2361,76.33766;rot:0,270.7791,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1646;pos:-43.97909,130.0961,75.3868;rot:0,270.2734,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1647;pos:-46.09268,130.1071,63.9791;rot:0,271.1744,0;m:cuboid;scl:4,1,8;t:stone1;til:15,1;;
i:cuboid_1648;pos:20.11373,117.872,141.9688;rot:344.64,180.6812,2.075156E-08;m:cuboid;scl:6,1,10;t:stone1;til:15,1;;
i:cuboid_1649;pos:-24.18363,130.0988,-108.0674;rot:0,89.10545,0;m:cuboid;scl:5,1,10;t:stone1;til:15,1;;
i:cuboid_1650;pos:-127.8236,130.2028,-107.7161;rot:0,91.49368,0;m:cuboid;scl:5,1,11;t:stone1;til:15,1;;
i:cuboid_1651;pos:-159.1742,-141.4566,-244.8727;rot:338.4,0.7797135,1.434776E-08;m:cuboid;scl:5,1,35;t:stone1;til:15,1;;
i:cuboid_1652;pos:-2.902595,22.53077,-467.3974;rot:348.2554,359.3071,0.1001965;m:cuboid;scl:6,6,15;t:stone1;;
i:cuboid_1653;pos:467.9495,56.57541,-23.76242;rot:352.0001,271.8152,359.955;m:cuboid;scl:5,1,35;t:stone1;til:15,1;;
i:cuboid_1654;pos:471.1777,29.64986,242.4313;rot:353.12,271.9572,357.9003;m:cuboid;scl:5,1,35;t:stone1;til:15,1;;
i:tower2_1664;pos:-6.222651,60.61857,-135.6591;rot:0,90.7178,0;m:tower2;;
i:tower2_1665;pos:249.2058,31.35437,-77.98911;rot:358.7603,116.8057,359.2848;m:tower2;;
i:tower2_1666;pos:94.54282,74.74043,78.97516;rot:0,91.16549,0;m:tower2;;
i:tower2_1667;pos:-52.73669,71.85761,33.94364;rot:0,272.4633,0;m:tower2;;
i:tower2_1668;pos:-225.8366,41.51919,-172.6669;rot:0,92.71281,0;m:tower2;;
i:tower2_1669;pos:40.74281,-24.91948,388.1961;rot:0,180.7124,0;m:tower2;;
i:tower2_1670;pos:304.7243,-14.69012,248.0939;rot:0,182.2116,0;m:tower2;;
i:tower2_1671;pos:182.9847,19.56526,164.2637;rot:0,178.2107,0;m:tower2;;
i:tower2_1672;pos:-259.5512,-2.503152,249.6974;rot:0,358.5587,0;m:tower2;;
i:tower2_1673;pos:469.6543,-3.99994,-335.4775;rot:0,179.4562,0;m:tower2;;
i:tower2_1674;pos:98.56083,-5.085503,-434.4838;rot:0,356.6538,0;m:tower2;;
i:tower2_1675;pos:-148.5012,12.83161,-322.512;rot:0,90.40298,0;m:tower2;;
i:tower4_1676;pos:-550.2471,33.78574,-550.7042;rot:0,0.04954581,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1677;pos:-478.9406,34.90934,-550.014;rot:0,359.8479,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1678;pos:-406.4185,34.6956,-550.4348;rot:0,0.2476764,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1680;pos:-484.1648,37.87125,-215.3119;rot:0,359.9422,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1681;pos:-480.5465,38.09861,112.9364;rot:0,0.6401836,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1682;pos:-480.9839,37.15251,313.9804;rot:0,359.9876,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1683;pos:-405.6431,37.37052,312.8655;rot:0,359.4873,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1684;pos:-406.0136,37.99651,112.9705;rot:0,1.186789,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1685;pos:-549.92,37.96097,115.0949;rot:0,1.836786,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1686;pos:-549.8522,38.12224,-216.9283;rot:0,0.6860974,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1687;pos:-409.1491,38.01707,-213.3181;rot:0,359.5345,0;m:tower4;scl:0.5,0.5,0.5;;
i:tower4_1688;pos:-550.0385,37.35561,311.959;rot:0,0.4302692,0;m:tower4;scl:0.5,0.5,0.5;;
i:cuboid_1692;pos:-26.0149,24.31754,586.6134;rot:0,273.9043,0;m:cuboid;scl:1,1,5;t:grass1;;
i:cuboid_1693;pos:11.70507,24.35876,598.5438;rot:0,217.4121,0;m:cuboid;scl:1,1,5;t:grass1;;
i:cuboid_1695;pos:-15.494,65.89873,23.76911;rot:0,269.7964,0;m:cuboid;scl:0.1,5,2;t:stone1;;
i:cuboid_1696;pos:-18.00547,65.51604,12.54016;rot:0,269.506,0;m:cuboid;scl:0.1,5,2;t:stone1;;
i:cuboid_1697;pos:-26.32893,86.15087,-31.78241;rot:0,89.44152,0;m:cuboid;scl:2,1,6;t:stone1;;
i:cuboid_1698;pos:-16.58384,86.04264,-16.99558;rot:0,179.5963,0;m:cuboid;scl:2,1,6;t:stone1;;
i:cuboid_1699;pos:-19.89208,86.03643,2.800489;rot:0,270.2674,0;m:cuboid;scl:2,1,6;t:stone1;;
i:cuboid_1700;pos:-30.52927,86.00519,22.59724;rot:0,180.2272,0;m:cuboid;scl:2,1,6;t:stone1;;
i:cuboid_1701;pos:-24.27387,86.03923,55.27118;rot:0,89.69917,0;m:cuboid;scl:2,1,5;t:stone1;;
i:cuboid_1702;pos:-39.65237,86.06897,24.48667;rot:0,180.5783,0;m:cuboid;scl:2,1,5;t:stone1;;
i:cuboid_1703;pos:-12.80841,85.96387,35.73637;rot:0,89.81772,0;m:cuboid;scl:2.5,1,2;t:stone1;;
i:cuboid_1704;pos:-50.6108,103.6691,37.24829;rot:0,359.6662,0;m:cuboid;scl:0.2,3,9;t:stone1;;
i:cuboid_1705;pos:-35.49846,102.4601,66.13576;rot:0,269.8039,0;m:cuboid;scl:0.2,3,9;t:stone1;;
i:cuboid_1706;pos:11.06018,90.35487,55.73045;rot:0,0.8953552,0;m:cuboid;scl:0.2,3,9;t:stone1;;
i:cuboid_1707;pos:3.442095,103.545,-7.694573;rot:0,269.323,0;m:cuboid;scl:0.2,3,2;t:stone1;;
i:cuboid_1708;pos:-39.88041,102.2724,-7.749097;rot:0,270.9426,0;m:cuboid;scl:0.2,3,2;t:stone1;;
i:cuboid_1709;pos:-31.55764,104.1945,-7.864036;rot:0,270.4026,0;m:cuboid;scl:0.2,3,1;t:stone1;;
i:cuboid_1710;pos:-12.79435,101.7643,-40.50296;rot:0,89.25158,0;m:cuboid;scl:0.2,3,3;t:stone1;;
i:cuboid_1711;pos:-27.091,105.3916,-31.79898;rot:0,359.12,0;m:cuboid;scl:0.2,3,5;t:stone1;;
i:cuboid_1712;pos:-5.788649,97.84377,-14.29892;rot:0,179.8667,0;m:cuboid;scl:0.2,3,1.5;t:stone1;;
i:cuboid_1713;pos:0.7478147,98.01276,-20.63316;rot:0,89.74471,0;m:cuboid;scl:1,3,1.5;t:stone1;;
i:cuboid_1714;pos:-36.00674,120.1835,5.016907;rot:0,359.9427,0;m:cuboid;scl:8,3,8;t:stone1;;
i:cuboid_1715;pos:-13.68064,16.54263,20.51493;rot:67.78171,233.2052,181.7943;m:cuboid;scl:0.01,0.8,0.01;t:stone6;;
i:cuboid_1716;pos:1.766068,120.2473,31.95974;rot:0,180.8903,0;m:cuboid;scl:2,3,8;t:stone1;;
i:cuboid_1717;pos:-10.23573,65.86543,18.15566;rot:0,89.89471,0;m:cuboid;scl:2,5,0.1;t:stone1;;
i:cuboid_1718;pos:-21.06976,65.98621,17.29817;rot:0,270.0647,0;m:cuboid;scl:2,5,0.1;t:stone1;;
i:cuboid_1719;pos:-32.24234,93.1953,13.77497;rot:0,205.0247,0;m:cuboid;scl:0.5,0.5,0.5;t:wood2;;
i:cuboid_1720;pos:-10.28892,93.26104,49.45847;rot:0,326.4737,0;m:cuboid;scl:0.5,0.5,0.5;t:wood2;;
i:cuboid_1721;pos:-4.986526,92.22936,15.24477;rot:0,2.203672,0;m:cuboid;scl:0.3,0.3,0.3;t:wood2;;
i:cuboid_1722;pos:-29.25539,92.18707,35.68611;rot:0,331.4533,0;m:cuboid;scl:0.3,0.3,0.3;t:wood2;;
i:cuboid_1723;pos:-20.07076,60.12057,22.76607;rot:0,269.9285,0;m:cuboid;scl:0.1,10,0.1;t:stone1;;
i:cuboid_1724;pos:-11.11486,60.09009,13.41663;rot:0,2.92101,0;m:cuboid;scl:0.1,10,0.1;t:stone1;;
i:cuboid_1725;pos:-11.26681,60.05318,22.76383;rot:0,0.9231935,0;m:cuboid;scl:0.1,10,0.1;t:stone1;;
i:cuboid_1726;pos:-20.04769,60.13012,13.39048;rot:0,2.92101,0;m:cuboid;scl:0.1,10,0.1;t:stone1;;
i:cuboid_1727;pos:-15.90553,10.59273,18.06912;rot:0,90.57625,0;m:cuboid;scl:0.9,0.1,0.9;t:stone2;;
i:cuboid_1728;pos:-15.72446,11.07639,13.58495;rot:0,0.5672237,0;m:cuboid;scl:0.9,0.2,0.01;t:wood2;;
i:cuboid_1729;pos:-11.35923,11.10279,17.98581;rot:0,270.6666,0;m:cuboid;scl:1,0.2,0.01;t:wood2;;
i:cuboid_1730;pos:-15.99678,11.07395,22.5988;rot:0,180.0582,0;m:cuboid;scl:0.9,0.2,0.01;t:wood2;;
i:cuboid_1731;pos:-20.42018,11.07806,18.09531;rot:0,90.44791,0;m:cuboid;scl:0.9,0.2,0.01;t:wood2;;
i:cylinder_1732;pos:-15.97019,18.88434,18.23154;rot:0,358.5987,0;m:cylinder;scl:0.2,0.2,0.2;t:stone4;til:3,3;;
i:cuboid_1733;pos:-18.12457,16.51437,20.51325;rot:63.68013,140.1756,0.532003;m:cuboid;scl:0.01,0.8,0.01;t:stone6;;
i:cuboid_1734;pos:-13.30727,16.3316,15.47976;rot:59.58961,266.7137,315.4702;m:cuboid;scl:0.01,0.8,0.01;t:stone6;;
i:cuboid_1735;pos:-18.53494,16.33431,15.41835;rot:65.45732,41.88491,0.1341222;m:cuboid;scl:0.01,0.8,0.01;t:stone6;;
i:cylinder_1736;pos:-15.98932,93.94241,18.25338;rot:0,0.3399805,0;m:cylinder;scl:0.01,8,0.01;t:stone6;;
i:cuboid_1737;pos:-15.99597,14.82303,18.28099;rot:0,359.5801,0;m:cuboid;scl:0.1,0.2,0.1;t:stone7;;
i:tower1_1752;pos:52.03692,178.8673,12.29933;rot:0,269.4404,0;m:tower1;scl:5,0.5,0.1;;
i:tower1_1753;pos:46.89449,189.7992,-6.945692;rot:0,270.0294,0;m:tower1;scl:0.1,0.3,5;;
i:tower1_1754;pos:43.77795,194.8926,27.55649;rot:0,269.4782,0;m:tower1;scl:0.1,0.2,5;;
i:tower1_1755;pos:34.11017,149.6238,27.79816;rot:270.6697,149.3045,119.7054;m:tower1;scl:0.1,0.34,5;;
i:tower1_1756;pos:49.05062,179.0684,27.49227;rot:0,269.4929,0;m:tower1;scl:0.1,0.1,0.3;;
i:tower1_1757;pos:22.12626,179.0678,27.12117;rot:0,272.3329,0;m:tower1;scl:0.1,0.1,0.3;;
i:tower1_1758;pos:28.09019,179.0277,27.20819;rot:0,269.3329,0;m:tower1;scl:0.1,0.1,0.3;;
i:tower1_1759;pos:33.46839,179.0279,27.41249;rot:0,268.7729,0;m:tower1;scl:0.1,0.1,0.3;;
i:tower1_1760;pos:39.0147,178.7477,27.28693;rot:-5.336085E-08,269.3329,359;m:tower1;scl:0.1,0.1,0.3;;
i:tower1_1761;pos:44.01454,179.0681,27.38459;rot:0,270.7329,0;m:tower1;scl:0.1,0.1,0.3;;
i:cuboid_1762;pos:33.45837,193.3849,10.96824;rot:0,0.0811786,0;m:cuboid;scl:3,0.1,3.3;t:wood1;til:5,5;;
i:cuboid_1763;pos:36.19838,174.8074,12.18972;rot:0,179.0025,0;m:cuboid;scl:3.5,0.1,3;t:wood1;;
i:cuboid_1764;pos:36.75187,179.2782,16.8671;rot:0,358.8824,0;m:cuboid;scl:3,1,0.05;t:wood3;;
i:cuboid_1765;pos:105.9647,60.24581,-133.2574;rot:0,61.24918,0;m:cuboid;scl:5,5,8;t:stone1;;
i:house5_1766;pos:-259.043,68.19978,261.7094;rot:0,87.96594,0;m:house5;;
i:house5_1772;pos:-138.5778,112.077,124.2247;rot:0,180.6125,0;m:house5;;
i:house5_1774;pos:-240.6944,67.5305,174.999;rot:0,271.4795,0;m:house5;;
i:house5_1782;pos:-239.4826,98.02785,-125.3999;rot:0,1.686915,0;m:house5;;
i:tower2_1783;pos:-19.12045,26.44344,-569.9409;rot:0,89.6824,0;m:tower2;scl:2,0.3,2;;
i:house5_1784;pos:229.5355,85.85305,82.38942;rot:0,2.018831,0;m:house5;;
i:tower2_1785;pos:210.1144,105.069,-136.9072;rot:0,309.3304,0;m:tower2;scl:4,0.3,4;;
