i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:252.2763,1262.19,540.8406;rot:0,293,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:cuboid_1;pos:223.7063,1258.191,470.0487;rot:0,293,0;m:cuboid;scl:4,4,4;mat:transparent;clr:255,255,0,175;c:trigger;c:finish;;
i:cuboid_2;pos:177.6811,1264.191,489.5853;rot:0,293,0;m:cuboid;scl:3,10,14;mat:transparent;clr:0,255,0,175;c:trigger;c:checkpoint;;
i:cuboid_3;pos:223.7063,1258.191,470.0487;rot:0,293,0;m:cuboid;scl:2,10,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_4;pos:281.7175,1264.539,615.1783;rot:0,293,0;m:cuboid;scl:5,5,5;mat:transparent;clr:0,0,255,175;c:trigger;c:start;;
i:tube_339;pos:687.0781,1140.519,13.6583;rot:356.4687,205.1264,46.02724;m:tube;scl:5.25,15.80739,5.25;clr:0,0,0,255;;
i:tube_340;pos:659.5499,1293.568,-563.8874;rot:320.9851,165.0111,46.4583;m:tube;scl:5.25,16.43661,5.25;clr:0,0,0,255;;
i:tube_341;pos:462.0936,1067.928,-669.1052;rot:350.1957,191.7653,34.85355;m:tube;scl:5.25,16.43661,5.25;clr:0,0,0,255;;
i:tube_342;pos:363.9243,890.5505,-53.58732;rot:324.2813,161.941,60.35081;m:tube;scl:5.25,16.43661,5.25;clr:0,0,0,255;;
i:tube_343;pos:612.8909,1069.507,29.86132;rot:347.3091,195.1447,47.09095;m:tube;scl:5.25,16.43661,5.25;clr:0,0,0,255;;
i:tube_344;pos:-369.5255,1800.761,-233.6591;rot:24.99639,225.8158,44.99836;m:tube;scl:5.25,77.54499,5.25;clr:0,0,0,255;;
i:tube_345;pos:420.3531,478.5686,-153.6397;rot:294.532,20.67727,161.3256;m:tube;scl:5.25,53.67667,5.25;clr:0,0,0,255;;
i:tube_346;pos:-468.1959,1430.723,308.5031;rot:351.5207,88.22128,294.9861;m:tube;scl:5.25,50.43002,5.25;clr:0,0,0,255;;
i:tube_347;pos:956.5712,827.7559,916.1218;rot:309.9474,117.5264,266.4576;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_348;pos:938.7817,823.1216,883.9666;rot:312.3824,136.731,251.9381;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_349;pos:961.4908,827.8923,927.4699;rot:309.8738,110.8582,271.5748;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_350;pos:975.4101,821.403,974.3223;rot:313.2564,85.43774,290.7405;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_351;pos:977.3531,818.067,986.0738;rot:314.9149,79.76595,294.8165;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_352;pos:965.8572,827.3202,939.0288;rot:310.1814,104.2209,276.6595;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_353;pos:979.3069,809.4556,1009.164;rot:318.9906,69.4567,301.8682;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_354;pos:951.1258,826.9115,905.0477;rot:310.4,124.1236,261.4144;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_355;pos:969.6461,826.0425,950.7341;rot:310.8614,97.71654,281.6063;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_356;pos:972.8363,824.0664,962.5205;rot:311.8953,91.43445,286.3224;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_357;pos:978.6544,814.0771,997.7095;rot:316.8369,74.44013,298.5264;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_358;pos:945.1849,825.3639,894.3094;rot:311.2189,130.5517,256.5468;m:tube;scl:5.25,1.906212,5.25;clr:0,0,0,255;;
i:tube_359;pos:508.5531,1244.354,1184.576;rot:316.5524,75.16708,118.0277;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_360;pos:507.2656,1248.384,1172.887;rot:315.2851,78.65589,115.6;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_361;pos:500.8743,1257.87,1137.422;rot:312.1861,90.00072,107.3871;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_362;pos:503.4215,1255.15,1149.281;rot:313.093,86.07639,110.2747;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_363;pos:497.918,1260.138,1125.562;rot:311.418,94.05054,104.3677;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_364;pos:509.4131,1239.905,1196.152;rot:317.9203,71.82832,120.2952;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_365;pos:494.5598,1261.95,1113.731;rot:310.7956,98.21629,101.2282;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_366;pos:509.8437,1235.048,1207.587;rot:319.3818,68.63378,122.4061;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_367;pos:505.5537,1251.986,1161.113;rot:314.129,82.29324,113.0144;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_368;pos:486.6707,1264.186,1090.267;rot:310.0164,106.7991,94.68727;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_369;pos:482.1589,1264.606,1078.692;rot:309.8687,111.1677,91.33722;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_370;pos:490.8077,1263.3,1101.957;rot:310.3265,102.4743,97.99267;m:tube;scl:5.25,1.91499,5.25;clr:0,0,0,255;;
i:tube_371;pos:-169.1598,1293.888,-525.2547;rot:37.79099,243.2512,54.18909;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_372;pos:-169.2831,1282.894,-501.9709;rot:318.6139,70.2703,301.3324;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_373;pos:-168.5717,1278.113,-490.0331;rot:316.9879,74.06178,298.7847;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_374;pos:-169.4794,1288.158,-513.7241;rot:39.6415,246.6697,56.32784;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_375;pos:-167.3473,1273.828,-477.9487;rot:315.4929,78.05271,296.0236;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_376;pos:-165.614,1270.056,-465.7567;rot:314.1443,82.24066,293.0521;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_377;pos:-144.9491,1258.716,-392.5412;rot:309.8744,110.8254,271.5999;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_378;pos:-163.3773,1266.806,-453.4961;rot:312.9564,86.6246,289.8738;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_379;pos:-160.6444,1264.091,-441.2062;rot:311.9425,91.19422,286.5011;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_380;pos:-153.7265,1260.295,-416.6962;rot:310.4908,100.804,279.2646;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_381;pos:-149.5637,1259.226,-404.5548;rot:310.0745,105.783,275.4653;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_382;pos:-157.424,1261.918,-428.9265;rot:311.1169,95.92887,282.9557;m:tube;scl:5.25,1.984259,5.25;clr:0,0,0,255;;
i:tube_383;pos:775.0909,854.3017,1396.981;rot:329.8244,186.129,312.1566;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_384;pos:529.6768,1161.406,1319.092;rot:25.48942,133.637,314.7682;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_385;pos:603.0209,1037.806,1410.606;rot:3.14389,154.4622,320.0721;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_386;pos:513.951,1210.736,1250.514;rot:35.46524,120.5983,308.1086;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_387;pos:833.7808,810.5095,1352.021;rot:320.5287,200.5204,303.8821;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_388;pos:886.4007,780.977,1290.845;rot:313.4967,218.7103,291.4003;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_389;pos:560.0569,1102.423,1373.696;rot:14.54578,144.5802,318.5415;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_390;pos:959.7447,771.6326,1137.337;rot:311.0791,263.8198,257.2337;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_391;pos:655.6409,971.9591,1427.307;rot:351.6509,164.1276,319.63;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_392;pos:975.4706,792.4575,1055.468;rot:316.3273,284.245,242.3775;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_393;pos:929.3646,767.7169,1217.62;rot:310.0308,240.7131,274.8913;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_394;pos:714.3307,909.3691,1422.659;rot:340.406,174.3777,317.137;m:tube;scl:5.25,13.34709,5.25;clr:0,0,0,255;;
i:tube_395;pos:184.6332,1261.191,377.9983;rot:309.8565,113.3574,269.6564;m:tube;scl:5.25,222.133,5.25;clr:0,0,0,255;;
i:tube_396;pos:658.9368,704.9921,479.1284;rot:313.0554,139.5938,69.83442;m:tube;scl:5.25,133.6515,5.25;clr:0,0,0,255;;
i:tube_397;pos:297.7752,697.5319,-355.4973;rot:320.1444,292.9097,56.59684;m:tube;scl:5.25,33.6,5.25;clr:0,0,0,255;;
i:tube_398;pos:-168.8711,1441.148,-840.3722;rot:320.1444,292.9097,56.59684;m:tube;scl:5.25,100.8,5.25;clr:0,0,0,255;;
i:tube_399;pos:319.6578,589.3796,-79.74402;rot:311.3978,94.16994,284.2779;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_400;pos:300.2296,640.7721,-235.9266;rot:38.71656,244.9161,55.2201;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_401;pos:302.3676,614.5896,-174.7193;rot:316.4504,75.43169,297.8455;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_402;pos:382.9417,587.8675,73.24126;rot:311.0791,129.6388,257.2342;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_403;pos:400.0722,593.7187,101.2275;rot:312.3017,136.3615,252.2111;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_404;pos:312.0547,595.8219,-111.5498;rot:312.7344,87.54459,289.1993;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_405;pos:352.8746,582.2841,14.07005;rot:309.8835,115.4598,268.0427;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_406;pos:300.3468,626.7924,-205.6698;rot:318.7474,69.97917,301.5246;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_407;pos:329.0382,584.9589,-48.06778;rot:310.46,101.0994,279.0397;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_408;pos:367.1748,584.0475,44.12537;rot:310.2644,122.6371,262.5475;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_409;pos:306.2787,604.2436,-143.2774;rot:314.4323,81.28838,293.7337;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_410;pos:340.1347,582.5886,-16.72814;rot:309.9495,108.2371,273.5853;m:tube;scl:5.25,5.137101,5.25;clr:0,0,0,255;;
i:tube_411;pos:475.3814,1676.826,-1401.694;rot:31.38748,233.8267,228.8484;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_412;pos:491.8876,1740.715,-1499.935;rot:34.33538,238.1829,231.2323;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_413;pos:484.4753,1709.432,-1450.243;rot:32.88719,235.9616,229.9926;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_414;pos:497.6057,1770.623,-1550.686;rot:35.71028,240.5112,232.5816;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_415;pos:503.9243,1826.114,-1655.025;rot:37.74107,245.9096,235.878;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_416;pos:438.1767,1571.626,-1263.71;rot:26.65565,227.8525,225.9275;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_417;pos:501.6202,1799.105,-1602.412;rot:36.95329,242.9969,234.0736;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_418;pos:422.5369,1534.296,-1220.527;rot:25.0184,225.9817,225.1074;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_419;pos:386.5536,1456.614,-1138.818;rot:21.67265,222.3899,223.6749;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_420;pos:452.2126,1607.865,-1308.349;rot:28.26598,229.7794,226.8212;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_421;pos:405.3195,1495.938,-1178.873;rot:23.35613,224.1627,224.3579;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_422;pos:464.6211,1642.951,-1354.369;rot:29.84399,231.7695,227.7939;m:tube;scl:5.25,8.536294,5.25;clr:0,0,0,255;;
i:tube_423;pos:183.6326,1021.987,-686.8449;rot:31.4615,233.6273,48.70357;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_424;pos:163.19,901.8823,-477.6502;rot:320.1201,67.13818,303.3724;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_425;pos:192.5964,1049.909,-725.5125;rot:29.61704,231.2413,47.4908;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_426;pos:166.4424,945.7911,-564.1172;rot:36.69707,241.3859,53.06021;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_427;pos:163.9904,923.1116,-521.2829;rot:38.32361,244.1988,54.77329;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_428;pos:244.0415,1172.464,-866.6033;rot:21.87073,222.4882,43.67423;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_429;pos:215.2554,1109.151,-798.9426;rot:25.80943,226.7217,45.38702;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_430;pos:170.5403,969.8679,-606.0535;rot:35.00709,238.6915,51.48158;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_431;pos:176.2748,995.2863,-646.9944;rot:33.25995,236.108,50.0317;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_432;pos:203.1455,1078.986,-762.9073;rot:27.73161,228.942,46.38729;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_433;pos:164.0432,882.1524,-433.3203;rot:318.641,70.2109,301.3715;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_434;pos:228.8979,1140.335,-833.5347;rot:23.85436,224.5727,44.48423;m:tube;scl:5.25,7.000016,5.25;clr:0,0,0,255;;
i:tube_435;pos:317.7037,1319.473,-1006.963;rot:20.86905,221.468,223.3026;m:tube;scl:5.25,51.05136,5.25;clr:0,0,0,255;;
i:cuboid_436;pos:232.4171,1271.099,489.5267;rot:0,115.6431,0;m:cuboid;scl:1,10,10;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
