i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_2;pos:93.92388,2275.067,-48652.93;rot:0,-0.002979381,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_3;pos:-13964.88,2362.414,-531.688;rot:0,88.94998,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_4;pos:9694.482,42050.11,5063.59;rot:0,3.174615,0;m:cuboid;scl:20000,10,20000;;
i:cuboid_5;pos:8536.699,2332.699,48652.93;rot:0,180.7429,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_6;pos:98656.41,2339.034,12205.49;rot:0,88.7573,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_7;pos:-230.9507,9419.2,-7475;rot:0,270,0;m:cuboid;scl:4,1,4;;
i:spawnhuman_8;pos:-230.9507,9429.2,-7475;rot:0,270,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_9;pos:-230.9507,9429.2,-7475;rot:0,270,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:cuboid_10;pos:-465.9507,9429.2,-7433.75;rot:0,100.8877,0;m:cuboid;scl:5.75,10,2;mat:transparent;clr:0,0,255,175;c:trigger;c:start;;
i:cuboid_1485;pos:660.3026,7554.365,-1522.51;rot:22.50009,270,90;m:cuboid;scl:2.277655,600,11.6;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1486;pos:660.3026,7554.365,-1522.51;rot:44.99997,270,90;m:cuboid;scl:2.277655,600,11.6;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1487;pos:660.3026,7554.365,-1522.51;rot:67.49996,270,90;m:cuboid;scl:2.277655,600,11.6;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:plane_1488;pos:714.3496,7576.752,-1522.51;rot:0,180,247.4999;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1489;pos:718.8026,7554.365,-1522.51;rot:0,180,270;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1490;pos:714.3496,7531.979,-1522.51;rot:0,180,292.5001;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1491;pos:701.6684,7513,-1522.51;rot:0,180,315.0001;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1492;pos:682.6896,7500.318,-1522.51;rot:0,180,337.5;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1493;pos:660.3026,7495.865,-1522.51;rot:0,180,0;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1494;pos:637.9156,7500.318,-1522.51;rot:0,180,22.49996;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1495;pos:618.9369,7513,-1522.51;rot:0,180,44.99995;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1496;pos:606.2557,7531.979,-1522.51;rot:0,180,67.49995;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1497;pos:601.8026,7554.365,-1522.51;rot:0,180,90;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:plane_1498;pos:606.2557,7576.752,-1522.51;rot:0,180,112.5001;m:plane;scl:2.29729,1,600;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1499;pos:742.3026,7554.365,-1522.51;rot:0,270,90;m:cuboid;scl:3.809181,640,3;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1500;pos:736.0607,7522.985,-1522.51;rot:337.4999,270,90;m:cuboid;scl:3.809181,640,3;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1501;pos:718.2854,7496.383,-1522.51;rot:315,270,90;m:cuboid;scl:3.809181,640,3;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1502;pos:691.6827,7478.607,-1522.51;rot:292.5,270,90;m:cuboid;scl:3.809181,640,3;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1503;pos:660.3026,7472.365,-1535.01;rot:270,0,0;m:cuboid;scl:3.809181,662.5,3;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1504;pos:628.9226,7478.607,-1522.51;rot:292.5,90,270;m:cuboid;scl:3.809181,640,3;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1505;pos:602.3199,7496.383,-1522.51;rot:315,90,270;m:cuboid;scl:3.809181,640,3;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1506;pos:584.5445,7522.985,-1522.51;rot:337.4999,90,270;m:cuboid;scl:3.809181,640,3;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1507;pos:578.3026,7554.365,-1522.51;rot:0,90,270;m:cuboid;scl:3.809181,640,3;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_1508;pos:691.7024,7478.142,-2872.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1509;pos:660.3224,7471.9,-2822.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1510;pos:628.9423,7478.142,-2772.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1511;pos:602.3396,7495.917,-2722.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1512;pos:584.5643,7522.52,-2672.322;rot:0,180,247.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1513;pos:578.3224,7553.9,-2622.322;rot:0,180,270;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1514;pos:584.5643,7585.28,-2572.322;rot:0,180,292.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1515;pos:742.3224,7553.9,-2872.322;rot:0,180,90;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1516;pos:736.0805,7522.52,-2822.322;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1517;pos:718.3051,7495.917,-2772.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1518;pos:691.7024,7478.142,-2722.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1519;pos:660.3224,7471.9,-2672.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1520;pos:628.9423,7478.142,-2622.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1521;pos:602.3396,7495.917,-2572.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1522;pos:691.7024,7478.142,-3172.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1523;pos:660.3224,7471.9,-3222.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1524;pos:628.9423,7478.142,-3272.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1525;pos:718.3051,7495.917,-3022.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1526;pos:628.9423,7478.142,-3472.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,35;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1527;pos:742.3224,7553.9,-3172.322;rot:0,180,90;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1528;pos:736.0805,7522.52,-3222.322;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1529;pos:718.3051,7495.917,-3272.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1530;pos:736.0805,7585.28,-3022.322;rot:0,180,67.50001;m:cuboid;scl:2.666427,3.5,25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1531;pos:691.7024,7478.142,-3472.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,35;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1532;pos:742.3224,7553.9,-3822.322;rot:0,180,90;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1533;pos:736.0805,7522.52,-3772.322;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1534;pos:718.3051,7495.917,-3722.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1535;pos:691.7024,7478.142,-3672.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1536;pos:628.9423,7478.142,-3672.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1537;pos:602.3396,7495.917,-3722.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1538;pos:584.5643,7522.52,-3772.322;rot:0,180,247.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1539;pos:578.3224,7553.9,-3822.322;rot:0,180,270;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1540;pos:660.3224,7471.9,-3872.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1541;pos:691.7024,7478.142,-3822.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1542;pos:660.3224,7471.9,-3772.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1543;pos:628.9423,7478.142,-3822.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1544;pos:736.0805,7522.52,-3872.322;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1545;pos:718.3051,7495.917,-3922.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1546;pos:691.7024,7478.142,-3972.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1547;pos:628.9423,7478.142,-3972.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1548;pos:602.3396,7495.917,-3922.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1549;pos:584.5643,7522.52,-3872.322;rot:0,180,247.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1550;pos:691.7024,7478.142,-4072.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,15;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1551;pos:628.9423,7478.142,-4072.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,15;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1552;pos:718.3051,7495.917,-4172.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1553;pos:691.7024,7478.142,-4372.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1554;pos:660.3224,7471.9,-4272.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1555;pos:628.9423,7478.142,-4372.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1556;pos:602.3396,7495.917,-4172.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1557;pos:691.7024,7478.142,-2272.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1558;pos:660.3224,7471.9,-2322.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1559;pos:628.9423,7478.142,-2372.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1560;pos:602.3396,7495.917,-2422.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1561;pos:584.5643,7522.52,-2472.322;rot:0,180,247.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1562;pos:578.3224,7553.9,-2522.322;rot:0,180,270;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1563;pos:742.3224,7553.9,-2272.322;rot:0,180,90;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1564;pos:736.0805,7522.52,-2322.322;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1565;pos:718.3051,7495.917,-2372.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1566;pos:691.7024,7478.142,-2422.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1567;pos:660.3224,7471.9,-2472.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1568;pos:628.9423,7478.142,-2522.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1569;pos:660.3224,7471.9,-2222.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1570;pos:628.9423,7478.142,-2172.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1571;pos:602.3396,7495.917,-2122.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1572;pos:584.5643,7522.52,-2072.322;rot:0,180,247.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1573;pos:578.3224,7553.9,-2022.322;rot:0,180,270;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1574;pos:736.0805,7522.52,-2222.322;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1575;pos:718.3051,7495.917,-2172.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1576;pos:691.7024,7478.142,-2122.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1577;pos:660.3224,7471.9,-2072.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1578;pos:628.9423,7478.142,-2022.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1579;pos:660.3224,7471.9,-1822.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1580;pos:628.9423,7478.142,-1872.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1581;pos:602.3396,7495.917,-1922.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1582;pos:584.5643,7522.52,-1972.322;rot:0,180,247.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1583;pos:736.0805,7522.52,-1822.322;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1584;pos:718.3051,7495.917,-1872.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1585;pos:691.7024,7478.142,-1922.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1586;pos:660.3224,7471.9,-1972.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1587;pos:628.9423,7478.142,-1772.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1588;pos:602.3396,7495.917,-1722.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1589;pos:584.5643,7522.52,-1672.322;rot:0,180,247.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1590;pos:718.3051,7495.917,-1772.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1591;pos:691.7024,7478.142,-1722.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1592;pos:660.3224,7471.9,-1672.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1593;pos:628.9423,7478.142,-1572.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1594;pos:602.3396,7495.917,-1622.322;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1595;pos:718.3051,7495.917,-1572.322;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1596;pos:691.7024,7478.142,-1622.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1597;pos:628.9423,7478.142,-1522.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1598;pos:691.7024,7478.142,-1522.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1599;pos:628.9423,7478.142,-1322.322;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,45;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1600;pos:691.7024,7478.142,-1322.322;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,45;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1601;pos:718.3051,7495.917,-822.3224;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1602;pos:691.7024,7478.142,-922.3224;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1603;pos:660.3224,7471.9,-1022.322;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1604;pos:628.9423,7478.142,-922.3224;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1605;pos:602.3396,7495.917,-822.3224;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1606;pos:660.3224,7471.9,-822.3224;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1607;pos:736.0805,7522.52,-722.3224;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1608;pos:691.7024,7478.142,-722.3224;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1609;pos:628.9423,7478.142,-722.3224;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1610;pos:584.5643,7522.52,-722.3224;rot:0,180,247.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1611;pos:742.3224,7553.9,-622.3224;rot:0,180,90;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1612;pos:718.3051,7495.917,-622.3224;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1613;pos:660.3224,7471.9,-622.3224;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1614;pos:602.3396,7495.917,-622.3224;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1615;pos:578.3224,7553.9,-622.3224;rot:0,180,270;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1616;pos:736.0805,7522.52,-522.3224;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1617;pos:691.7024,7478.142,-522.3224;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1618;pos:628.9423,7478.142,-522.3224;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1619;pos:584.5643,7522.52,-522.3224;rot:0,180,247.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1620;pos:718.3051,7495.917,-422.3224;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1621;pos:691.7024,7478.142,-322.3224;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1622;pos:660.3224,7471.9,-222.3224;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1623;pos:628.9423,7478.142,-322.3224;rot:0,180,202.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1624;pos:602.3396,7495.917,-422.3224;rot:0,180,225;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1625;pos:660.3224,7471.9,-422.3224;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1626;pos:742.3224,7553.9,-272.3224;rot:0,180,90;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1627;pos:736.0805,7522.52,-222.3224;rot:0,180,112.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1628;pos:718.3051,7495.917,-172.3224;rot:0,180,135;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1629;pos:691.7024,7478.142,-122.3224;rot:0,180,157.5;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1630;pos:660.3224,7471.9,-22.32237;rot:0,180,180;m:cuboid;scl:2.666427,3.5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
