i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_0;pos:1022.705,-39.98119,57.96888;rot:0,89.88646,0;m:cuboid;scl:200,30,200;clr:255,162,40,255;;
i:cuboid_388;pos:-462.6545,72.31561,-611.3104;rot:0,190.3217,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
i:cuboid_389;pos:-582.6086,72.38724,-570.5231;rot:0,210.7793,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
i:cuboid_390;pos:-558.1761,72.28304,-582.6732;rot:0,203.129,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
i:cuboid_391;pos:-632.4855,73.48349,-482.6906;rot:0,268.3957,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
i:cuboid_392;pos:-604.8629,74.34608,-374.7047;rot:0,306.3526,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
i:cuboid_393;pos:-619.3066,73.86562,-404.4565;rot:0,290.4922,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
i:cuboid_394;pos:-461.8867,313.308,-623.1249;rot:0,190.4095,0;m:cuboid;scl:6,35,4;clr:255,144,31,255;;
i:cuboid_395;pos:-594.0233,313.2482,-577.0643;rot:0,213.4584,0;m:cuboid;scl:6,35,4;clr:255,144,31,255;;
i:cuboid_396;pos:-647.4047,313.4501,-498.0397;rot:0,257.2475,0;m:cuboid;scl:6,35,4;clr:255,144,31,255;;
i:cylinder_397;pos:-181.3899,-102.2867,-563.5268;rot:0,173.1083,0;m:cylinder;scl:20,30,5;clr:255,139,34,255;;
i:cuboid_398;pos:-104.5309,275.6405,-617.2112;rot:0,212.3748,0;m:cuboid;scl:5,25,10;clr:255,139,34,255;;
i:cylinder_399;pos:-198.1111,238.2578,-634.045;rot:0,264.8156,0;m:cylinder;scl:10,25,30;clr:255,139,34,255;;
i:cuboid_400;pos:-428.3036,275.6607,-657.3661;rot:0,181.4097,0;m:cuboid;scl:10,25,10;clr:255,139,34,255;;
i:cuboid_401;pos:-409.6116,275.7723,-658.4828;rot:0,176.5892,0;m:cuboid;scl:10,25,10;clr:255,139,34,255;;
i:cuboid_402;pos:-506.4987,338.3341,-644.2104;rot:0,192.6025,0;m:cuboid;scl:10,30,10;clr:255,139,34,255;;
i:cuboid_403;pos:-584.8762,338.3096,-615.9851;rot:0,206.5809,0;m:cuboid;scl:10,30,10;clr:255,139,34,255;;
i:cuboid_404;pos:-628.7841,247.6318,-590.2302;rot:0,234.9408,0;m:cuboid;scl:10,30,10;clr:255,139,34,255;;
i:cuboid_405;pos:-18.6843,-39.96658,-1041.183;rot:0,179.9865,0;m:cuboid;scl:200,30,200;clr:255,162,40,255;;
i:cuboid_406;pos:-1041.452,-39.9378,25.59451;rot:0,270.1348,0;m:cuboid;scl:200,30,200;clr:255,162,40,255;;
i:cuboid_407;pos:120.4123,-39.92247,1020.166;rot:0,0.3319874,0;m:cuboid;scl:200,30,200;clr:255,162,40,255;;
i:cuboid_408;pos:-8.448569,33.14101,-38.6081;rot:0,179.9128,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_409;pos:22.26347,33.25324,-8.086908;rot:0,90.1323,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_410;pos:-8.291682,33.02054,22.61839;rot:0,0.02182034,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_411;pos:-39.0029,33.04976,-7.960234;rot:0,270.2207,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_412;pos:-8.448569,164.9392,-38.6081;rot:0,179.9128,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_413;pos:22.3195,164.931,-7.909152;rot:0,90.09231,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_414;pos:-8.291682,98.98019,22.61839;rot:0,0.02182034,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_415;pos:-39.0029,165.0086,-7.960234;rot:0,270.2207,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_416;pos:-8.448569,99.0608,-38.6081;rot:0,179.9128,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_417;pos:22.21487,99.17294,-7.914931;rot:0,90.13232,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_418;pos:-8.291682,164.9801,22.61839;rot:0,0.02182034,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_419;pos:-39.0029,99.0495,-7.960234;rot:0,270.2207,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_420;pos:22.32092,293.2897,-8.007395;rot:0,270.1332,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_421;pos:-8.252659,293.2765,22.55904;rot:0,180.0138,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_422;pos:-38.98843,227.3188,-8.211117;rot:0,90.19855,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_423;pos:-8.40159,293.3142,-38.65536;rot:0,359.7648,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_424;pos:22.32092,227.3674,-8.007395;rot:0,270.1332,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_425;pos:-8.252659,227.3947,22.55904;rot:0,180.0138,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_426;pos:-38.98843,293.2004,-8.211117;rot:0,90.19855,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_427;pos:-8.40159,227.3122,-38.65536;rot:0,359.7648,0;m:cuboid;scl:6.6,6.6,0.5;t:stone1;;
i:cuboid_428;pos:19.8546,325.1691,22.53284;rot:0,180.0125,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_429;pos:22.36716,325.2007,19.9908;rot:0,270.18,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_430;pos:-38.87424,325.1443,20.02935;rot:0,270.1723,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_431;pos:-36.2868,325.1602,22.54472;rot:0,180.0004,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_432;pos:-8.101424,325.2032,22.5467;rot:0,179.9161,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_433;pos:5.497178,325.1544,22.53972;rot:0,180.0957,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_434;pos:-22.0051,325.1885,22.54403;rot:0,179.9047,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_435;pos:-28.01612,321.3116,22.55308;rot:0,180.0463,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_436;pos:-0.7747492,321.2981,22.54778;rot:0,180.0396,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_437;pos:22.23905,325.2041,-35.88806;rot:0,270.0862,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_438;pos:19.71784,325.1916,-38.53285;rot:0,359.6927,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_439;pos:-36.50336,325.2214,-38.74027;rot:0,359.775,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_440;pos:-39.07506,325.2003,-36.2101;rot:0,90.09473,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_441;pos:-38.96808,325.2145,-8.304349;rot:0,90.23422,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_442;pos:22.31312,325.1624,-7.804556;rot:0,270.1455,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_443;pos:22.33524,325.1926,6.289724;rot:0,270.121,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_444;pos:22.28603,325.234,-21.83817;rot:0,270.1665,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_445;pos:-38.92257,325.1682,6.161445;rot:0,90.36441,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_446;pos:-39.03168,325.1816,-21.97598;rot:0,90.2139,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_447;pos:-8.386746,325.1887,-38.64514;rot:0,359.7925,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_448;pos:-22.18565,325.2534,-38.68878;rot:0,359.8001,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_449;pos:5.264147,325.2497,-38.589;rot:0,359.7814,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_450;pos:22.35924,321.3228,12.78668;rot:0,270.0322,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_451;pos:22.32871,321.2973,-0.7485795;rot:0,270.1189,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_452;pos:12.68338,321.3378,-38.55902;rot:0,359.7114,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_453;pos:-1.412362,321.354,-38.62207;rot:0,359.7156,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_454;pos:-15.03751,321.3475,-38.66467;rot:0,359.8619,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_455;pos:-38.9459,321.2103,0.03063181;rot:0,90.05843,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_456;pos:-38.89237,321.2022,12.86171;rot:0,90.17841,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_457;pos:-6.55432,-4.675913,-26.58721;rot:0,270.3517,0;m:cuboid;scl:2,1,2;t:stone6;clr:255,185,40,255;;
i:cuboid_458;pos:13.13904,321.2815,22.55158;rot:0,180.0222,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_459;pos:-14.99774,321.3143,22.55881;rot:0,180.0215,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_460;pos:22.29501,321.3133,-14.81369;rot:-0.00078195,270.2275,359.84;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_461;pos:22.26259,321.3099,-29.51917;rot:0,270.1277,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_462;pos:-39.03093,321.219,-28.56678;rot:0,90.17968,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_463;pos:-29.84604,321.319,-38.73462;rot:0,359.74,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_464;pos:-6.478526,-4.675915,-6.600984;rot:0,270.4317,0;m:cuboid;scl:2,1,2;t:stone6;clr:255,185,40,255;;
i:cuboid_465;pos:-26.38588,-4.675915,13.4983;rot:0,270.1917,0;m:cuboid;scl:2,1,2;t:stone6;clr:255,185,40,255;;
i:cuboid_466;pos:13.44485,-4.675915,-26.67208;rot:0,270.1917,0;m:cuboid;scl:2,1,2;t:stone6;clr:255,185,40,255;;
i:cuboid_467;pos:-6.377013,-4.675912,13.41238;rot:0,270.3517,0;m:cuboid;scl:2,1,2;t:stone6;clr:255,185,40,255;;
i:cuboid_468;pos:13.51863,-4.715915,-6.748005;rot:0,270.3917,0;m:cuboid;scl:2,1,2;t:stone6;clr:255,185,40,255;;
i:cuboid_469;pos:13.64579,-4.675914,13.23479;rot:0,270.4717,0;m:cuboid;scl:2,1,2;t:stone6;clr:255,185,40,255;;
i:cuboid_470;pos:-26.45754,-4.675915,-6.484197;rot:0,270.2717,0;m:cuboid;scl:2,1,2;t:stone6;clr:255,185,40,255;;
i:cuboid_471;pos:-26.50711,-4.675915,-26.46857;rot:0,270.4717,0;m:cuboid;scl:2,1,2;t:stone6;clr:255,185,40,255;;
i:pyramid_472;pos:-41.26049,129.5473,25.11979;rot:359.5331,136.561,359.8137;m:pyramid;scl:0.8,4,0.8;t:stone1;;
i:pyramid_473;pos:24.52959,128.9365,-41.24571;rot:359.5203,312.4327,359.5719;m:pyramid;scl:0.8,4,0.8;t:stone1;;
i:cuboid_474;pos:-29.35792,321.5029,12.8552;rot:0,0.2799245,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_475;pos:-8.127571,131.7503,24.71457;rot:0.1717816,270.0738,7.91854;m:cuboid;scl:1,6.6,6.6;t:stone1;;
i:cuboid_476;pos:24.14902,131.4695,-8.022169;rot:0.2457775,0.1097416,7.310263;m:cuboid;scl:1,6.6,6.6;t:stone1;;
i:pyramid_477;pos:24.51223,129.2226,25.08893;rot:359.6906,226.8252,0.3952082;m:pyramid;scl:0.8,4,0.8;t:stone1;;
i:cuboid_478;pos:-14.36608,321.4752,12.74217;rot:0,0.4728466,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_479;pos:-41.13049,131.8379,-7.849619;rot:0.03494468,180.182,7.918002;m:cuboid;scl:1,6.6,6.6;t:stone1;;
i:cuboid_480;pos:-38.98202,321.2395,-15.29142;rot:0,270.2445,0;m:cuboid;scl:1,1,0.5;t:stone1;;
i:cuboid_481;pos:-8.171617,131.9775,-40.84079;rot:0.0310193,89.91118,7.998103;m:cuboid;scl:1,6.6,6.6;t:stone1;;
i:cuboid_482;pos:0.5649844,321.4628,12.68466;rot:0,0.4499514,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_483;pos:15.57584,321.4742,12.52177;rot:0,0.6393803,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_484;pos:12.3221,321.4847,-2.360997;rot:0,0.4087489,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_485;pos:-2.663233,321.4904,-2.279144;rot:0,0.2178243,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_486;pos:-17.65244,321.4898,-2.193841;rot:0,0.3884366,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_487;pos:-32.59779,321.4785,-2.078815;rot:0,0.5137972,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_488;pos:-29.67151,321.4737,-17.05396;rot:0,0.2759521,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_489;pos:-14.67914,321.5046,-15.44936;rot:0,0.3483942,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_490;pos:0.3278044,321.4856,-17.25711;rot:0,0.449053,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_491;pos:15.28477,321.4666,-17.37663;rot:0,0.6019315,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_492;pos:-29.66751,321.461,-32.01206;rot:0,0.1468594,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_493;pos:12.26971,321.5167,-32.33011;rot:0,0.5634421,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_494;pos:-2.677191,321.4554,-30.56648;rot:0,0.3885255,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_495;pos:-15.21324,321.449,-33.79155;rot:0,180.3353,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:spawntitan_496;pos:165.8261,1199.189,633.1564;rot:0,252.6107,0;m:spawntitan;l:26;c:spawner, f:2, t:2;;
i:pyramid_497;pos:-41.4695,131.3592,-41.00367;rot:0.2041421,46.02313,0.1401759;m:pyramid;scl:0.8,4,0.8;t:stone1;;
i:cuboid_499;pos:-29.29601,162.1106,12.83936;rot:0,0.3621768,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_500;pos:-14.3793,162.1479,12.75507;rot:0,0.04843734,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_501;pos:0.588365,162.147,12.69766;rot:0,0.3156033,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_502;pos:15.58313,162.1311,12.57146;rot:0,0.6723512,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_503;pos:-29.45575,162.112,-2.089152;rot:0,0.4748118,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_504;pos:12.52853,162.1159,-2.186126;rot:0,0.4429062,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_505;pos:12.3853,162.1075,-17.14533;rot:0,0.5452663,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_506;pos:12.30515,162.0953,-32.01932;rot:0,0.3366257,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_507;pos:-29.58833,162.1285,-17.04372;rot:0,0.1604713,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_508;pos:-29.64449,162.1257,-31.97913;rot:0,0.09358528,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_509;pos:-14.68256,162.11,-29.54828;rot:0,180.1939,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_510;pos:-0.6144464,162.123,-29.59134;rot:0,179.6332,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cylinder_512;pos:126.6708,127.7838,-279.0004;rot:26.15956,126.1388,359.48;m:cylinder;scl:0.1,2,0.1;t:bark1;;
i:cylinder_513;pos:128.8782,128.3149,-284.8247;rot:28.40001,19.50523,3.397047E-06;m:cylinder;scl:0.1,2,0.1;t:bark1;;
i:cylinder_514;pos:133.3015,127.3802,-279.635;rot:23.76,260.5005,6.529879E-05;m:cylinder;scl:0.1,2,0.1;t:bark1;;
i:cylinder_515;pos:-35.77588,333.7659,19.54846;rot:0,124.6967,0;m:cylinder;scl:0.1,1,0.1;t:bark1;;
i:cylinder_516;pos:-35.75652,353.6934,19.54357;rot:0,65.19379,0;m:cylinder;scl:0.1,1,0.1;t:bark1;;
i:cuboid_517;pos:-31.61791,358.4768,18.16504;rot:0,137.1598,0;m:cuboid;scl:0.03,1,0.3;clr:255,0,0,255;;
i:cuboid_518;pos:-30.23279,358.4655,16.8593;rot:0,300.4662,0;m:cuboid;scl:0.03,1,0.1;clr:255,0,0,255;;
i:cuboid_519;pos:-34.94981,358.4963,19.55093;rot:0,80.83983,0;m:cuboid;scl:0.03,1,0.1;clr:255,0,0,255;;
i:cuboid_520;pos:-33.98222,358.4827,19.60731;rot:0,92.26975,0;m:cuboid;scl:0.03,1,0.1;clr:255,0,0,255;;
i:cuboid_521;pos:-33.06017,358.4816,19.42215;rot:0,110.7679,0;m:cuboid;scl:0.03,1,0.1;clr:255,0,0,255;;
i:cuboid_522;pos:-29.36866,358.4433,16.50669;rot:0,106.2747,0;m:cuboid;scl:0.03,1,0.1;clr:255,0,0,255;;
i:cuboid_523;pos:-28.42581,358.4315,16.35825;rot:0,90.65424,0;m:cuboid;scl:0.03,1,0.1;clr:255,0,0,255;;
i:cuboid_524;pos:130.2842,143.1556,-280.7273;rot:0,205.366,0;m:cuboid;scl:0.6,0.05,0.6;t:bark1;;
i:cuboid_525;pos:12.29073,90.50797,-28.55172;rot:0,179.7913,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_526;pos:-2.679833,90.49308,-28.58253;rot:0,179.9778,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_527;pos:-17.68911,90.49936,-28.56658;rot:0,180.1463,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_528;pos:-32.68788,90.53316,-28.52617;rot:0,180.2162,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_529;pos:12.23497,90.47044,-13.58645;rot:0,179.9052,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_530;pos:12.20379,90.4375,1.383025;rot:0,179.7961,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_531;pos:-29.60789,90.4999,-13.57902;rot:0,180.2343,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_532;pos:-29.5922,90.48563,1.374252;rot:0,180.285,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_533;pos:-29.49313,90.48415,16.33735;rot:0,180.3204,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_534;pos:12.18995,90.4189,15.59208;rot:0,359.707,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_535;pos:-2.303079,90.41634,13.01724;rot:359.96,359.5093,9.119288E-11;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_536;pos:-17.19629,90.41237,12.96026;rot:0,0.03326263,0;m:cuboid;scl:1.5,0.5,1.5;t:stone1;;
i:cuboid_545;pos:-26.46717,301.6543,-6.252995;rot:0,270.1761,0;m:cuboid;scl:2,0.5,2;t:stone3;til:3,3;;
i:cuboid_546;pos:-26.56762,301.6246,-26.24415;rot:0,180.2326,0;m:cuboid;scl:2,0.5,2;t:stone3;til:3,3;;
i:cuboid_547;pos:-26.40047,301.6526,13.74981;rot:0,270.0907,0;m:cuboid;scl:2,0.5,2;t:stone3;til:3,3;;
