i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:tower2_1;pos:486.0919,-12.29923,245.3208;m:tower2;;
i:cuboid_3;pos:486.0919,44.70077,268.0708;m:cuboid;scl:1.53,9.4,1.53;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_4;pos:486.0919,92.80077,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_5;pos:486.0919,106.5658,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_6;pos:486.0919,119.9908,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_7;pos:480.4219,106.4008,262.3958;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_8;pos:491.7619,106.4008,262.3958;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_9;pos:480.4219,106.4008,273.7498;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_10;pos:491.7619,106.4008,273.7498;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_11;pos:486.0919,93.76077,268.0708;m:cuboid;scl:1.511,0.1,1.511;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_12;pos:486.0919,106.5208,268.0708;m:cuboid;scl:1.516,0.303,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_13;pos:486.0919,119.0408,268.0708;m:cuboid;scl:1.516,0.1,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:pyramid_14;pos:486.0919,133.2708,268.0708;m:pyramid;scl:0.37,0.272,0.37;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_15;pos:486.0919,141.2008,268.0708;m:cuboid;scl:0.0715,1.222,0.0715;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1371;pos:-86.791,93.58688,-439.5439;rot:29.61616,164.1042,60.04707;m:prism;scl:0.1383926,0.003,0.1209064;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1372;pos:-86.78977,95.11723,-439.5569;rot:332.7067,162.9258,123.8154;m:prism;scl:0.1290654,0.003,0.1190553;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1373;pos:-86.78014,95.13416,-446.8943;rot:358.2702,0.9846943,240.3443;m:prism;scl:0.1098577,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1374;pos:-86.53365,95.56732,-447.6738;rot:1.729833,180.9847,119.6559;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1375;pos:-86.76939,95.15306,-454.7932;rot:331.0588,18.33992,235.5879;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1376;pos:-71.23145,93.58264,-455.114;rot:31.42691,287.1222,300.5757;m:prism;scl:0.1306434,0.003,0.1237274;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1377;pos:-78.33613,93.09556,-454.8793;rot:358.1117,90.91017,64.25969;m:prism;scl:0.1119991,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1378;pos:-79.14082,93.6054,-455.125;rot:1.888104,270.9101,295.7403;m:prism;scl:0.1159537,0.003,1.813361;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1379;pos:-86.46829,93.58689,-455.1161;rot:29.61634,74.10421,60.04715;m:prism;scl:0.138394,0.003,0.1209072;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1380;pos:-86.45529,95.11723,-455.1148;rot:332.7065,72.92569,123.8154;m:prism;scl:0.1290664,0.003,0.119055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1381;pos:-79.11793,95.13416,-455.1052;rot:358.2701,270.9847,240.3443;m:prism;scl:0.1098582,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1382;pos:-78.33839,95.56733,-454.8587;rot:1.729853,90.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1383;pos:-71.21902,95.15307,-455.0945;rot:331.0587,288.3398,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1384;pos:-86.45573,93.58263,-439.2233;rot:31.4267,107.1223,300.576;m:prism;scl:0.130642,0.003,0.1237265;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1385;pos:-79.35103,93.09556,-439.4579;rot:358.1118,270.9102,64.25943;m:prism;scl:0.111998,0.003,1.750972;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1386;pos:-78.54634,93.60538,-439.2123;rot:1.887938,90.91005,295.7406;m:prism;scl:0.1159527,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1387;pos:-71.21886,93.5869,-439.2212;rot:29.61633,254.104,60.04681;m:prism;scl:0.1383926,0.003,0.1209064;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1388;pos:-79.1186,95.11723,-439.2225;rot:358.2703,269.0155,119.6553;m:prism;scl:0.1098577,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1389;pos:-86.46738,95.13413,-439.2321;rot:332.7065,107.0742,236.185;m:prism;scl:0.1290654,0.003,0.1190553;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1390;pos:-71.23106,95.13743,-439.2339;rot:331.0585,251.6602,124.4117;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1391;pos:-78.33774,95.58363,-439.4879;rot:1.73001,89.01531,240.3445;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1392;pos:-70.8982,93.58263,-439.5565;rot:31.42677,197.1221,300.5757;m:prism;scl:0.130642,0.003,0.1237265;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1393;pos:-71.13289,93.09556,-446.6612;rot:358.1118,0.9101807,64.25964;m:prism;scl:0.111998,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1394;pos:-70.88725,93.60539,-447.4659;rot:1.888127,180.9101,295.7401;m:prism;scl:0.1159537,0.003,1.813361;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1395;pos:-70.89616,93.58689,-454.7934;rot:29.61638,344.1043,60.04735;m:prism;scl:0.138394,0.003,0.1209072;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1396;pos:-70.89739,95.11723,-446.8936;rot:358.2703,359.0154,119.6556;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1397;pos:-70.90701,95.13414,-439.5449;rot:332.7065,197.0743,236.1847;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1398;pos:-70.9089,95.13745,-454.7812;rot:331.0588,341.6602,124.412;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1399;pos:-71.16278,95.58363,-447.6745;rot:1.729809,179.0154,240.3442;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1400;pos:-71.22061,107.296,-455.0862;rot:36.02834,290.5129,302.4601;m:prism;scl:0.1099169,0.003,0.1302178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1401;pos:-73.05717,106.8368,-454.8649;rot:353.2543,93.26708,64.08238;m:prism;scl:0.0999239,0.003,0.4342967;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1402;pos:-70.92603,107.296,-439.5457;rot:36.0281,200.5127,302.46;m:prism;scl:0.1099159,0.003,0.130218;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1403;pos:-71.14728,106.8368,-441.3822;rot:353.2543,3.267071,64.08232;m:prism;scl:0.0999232,0.003,0.4342968;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tower2_1405;pos:-452.2958,-12.77614,-117.1661;m:tower2;;
i:cuboid_1407;pos:-452.2958,44.22386,-94.4161;m:cuboid;scl:1.53,9.4,1.53;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1408;pos:-452.2958,92.32386,-94.4161;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1409;pos:-452.2958,106.0889,-94.4161;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1410;pos:-452.2958,119.5139,-94.4161;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1411;pos:-457.9658,105.9239,-100.0911;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1412;pos:-446.6258,105.9239,-100.0911;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1413;pos:-457.9658,105.9239,-88.7371;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1414;pos:-446.6258,105.9239,-88.7371;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1415;pos:-452.2958,93.28386,-94.4161;m:cuboid;scl:1.511,0.1,1.511;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1416;pos:-452.2958,106.0439,-94.4161;m:cuboid;scl:1.516,0.303,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1417;pos:-452.2958,118.5639,-94.4161;m:cuboid;scl:1.516,0.1,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:pyramid_1418;pos:-452.2958,132.7939,-94.4161;m:pyramid;scl:0.37,0.272,0.37;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1419;pos:-452.2958,140.7239,-94.4161;m:cuboid;scl:0.0715,1.222,0.0715;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1421;pos:-458.8855,123.085,-99.81959;rot:65.77731,269.9999,179.9999;m:prism;scl:0.4274937,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1422;pos:-457.7083,125.7016,-98.71873;rot:4.471269E-05,1.526709E-05,245.7773;m:prism;scl:1.040509,0.003,0.2462379;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1423;pos:-457.7846,125.5319,-95.18649;rot:-4.471269E-05,180,114.2227;m:prism;scl:1.040509,0.003,0.6292721;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1424;pos:-458.8855,123.085,-92.17812;rot:65.77731,269.9999,179.9999;m:prism;scl:1.090924,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1425;pos:-455.9892,129.5226,-95.22102;rot:41.29479,203.2765,123.0986;m:prism;scl:0.4810883,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1426;pos:-455.9649,129.5767,-93.45202;rot:39.00649,338.6293,238.1306;m:prism;scl:0.458882,0.003,0.2771809;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1427;pos:-456.9827,127.3145,-90.96979;rot:320.9935,158.6293,121.8694;m:prism;scl:0.458882,0.003,0.592406;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1428;pos:-458.1355,124.7519,-89.73603;rot:41.29479,203.2765,123.0986;m:prism;scl:1.027071,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1429;pos:-446.8859,123.085,-100.9962;rot:65.77729,180.0001,180;m:prism;scl:0.4274945,0.003,0.6001648;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1430;pos:-447.9868,125.7016,-99.81904;rot:-8.537737E-06,270,245.7773;m:prism;scl:1.040509,0.003,0.2462383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1431;pos:-451.519,125.5319,-99.89538;rot:8.537737E-06,90.00003,114.2227;m:prism;scl:1.040509,0.003,0.6292723;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1432;pos:-454.5274,123.085,-100.9962;rot:65.77729,180.0001,180;m:prism;scl:1.090925,0.003,0.6001648;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1433;pos:-451.4845,129.5227,-98.09997;rot:41.29483,113.2765,123.0986;m:prism;scl:0.4810879,0.003,0.2643594;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1434;pos:-453.2535,129.5767,-98.07563;rot:39.00645,248.6293,238.1306;m:prism;scl:0.458881,0.003,0.2771807;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1435;pos:-455.7357,127.3145,-99.09341;rot:320.9936,68.6293,121.8694;m:prism;scl:0.458881,0.003,0.5924063;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1436;pos:-456.9695,124.752,-100.2463;rot:41.29483,113.2765,123.0986;m:prism;scl:1.027071,0.003,0.2643594;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1437;pos:-457.7088,123.085,-87.82004;rot:65.77739,-6.207314E-05,180;m:prism;scl:0.4274942,0.003,0.6001649;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1438;pos:-456.608,125.7016,-88.99723;rot:2.732076E-05,89.99999,245.7774;m:prism;scl:1.040509,0.003,0.2462381;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1439;pos:-453.0757,125.5319,-88.92089;rot:-2.732076E-05,270,114.2226;m:prism;scl:1.040509,0.003,0.629273;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1440;pos:-450.0674,123.085,-87.82004;rot:65.77739,-6.207314E-05,180;m:prism;scl:1.090926,0.003,0.6001649;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1441;pos:-453.1103,129.5226,-90.71629;rot:41.29486,293.2765,123.0985;m:prism;scl:0.481089,0.003,0.2643596;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1442;pos:-451.3413,129.5767,-90.74062;rot:39.00648,68.62935,238.1307;m:prism;scl:0.4588813,0.003,0.2771813;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1443;pos:-448.859,127.3145,-89.72285;rot:320.9935,248.6293,121.8693;m:prism;scl:0.4588813,0.003,0.5924062;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1444;pos:-447.6253,124.7519,-88.56999;rot:41.29486,293.2765,123.0985;m:prism;scl:1.027071,0.003,0.2643596;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1445;pos:-445.7093,123.085,-88.99669;rot:65.77733,90.00012,180.0001;m:prism;scl:0.4274937,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1446;pos:-446.8865,125.7016,-90.09753;rot:-4.413481E-05,180,245.7773;m:prism;scl:1.040509,0.003,0.2462379;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1447;pos:-446.8102,125.5319,-93.62978;rot:4.413481E-05,2.604543E-05,114.2227;m:prism;scl:1.040509,0.003,0.6292721;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1448;pos:-445.7093,123.085,-96.63815;rot:65.77733,90.00012,180.0001;m:prism;scl:1.090924,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1449;pos:-448.6055,129.5226,-93.59525;rot:41.29487,23.27661,123.0986;m:prism;scl:0.4810883,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1450;pos:-448.6299,129.5767,-95.36424;rot:39.00641,158.6293,238.1306;m:prism;scl:0.458882,0.003,0.2771809;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1451;pos:-447.6121,127.3145,-97.84648;rot:320.9936,338.6294,121.8694;m:prism;scl:0.458882,0.003,0.592406;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1452;pos:-446.4592,124.752,-99.08024;rot:41.29487,23.27661,123.0986;m:prism;scl:1.027071,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1454;pos:-460.2148,105.244,-100.1628;rot:8.630058,4.193569,296.042;m:prism;scl:0.0845643,0.003,0.5107852;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1455;pos:-459.977,104.7504,-92.89199;rot:358.1118,180.9102,64.25954;m:prism;scl:0.0842497,0.003,1.313228;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1456;pos:-460.2537,105.3247,-94.1109;rot:1.888596,0.9103411,295.7401;m:prism;scl:0.1159542,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1457;pos:-460.2448,105.3062,-86.78343;rot:29.61617,164.1045,60.04755;m:prism;scl:0.1383948,0.003,0.1209069;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1458;pos:-460.2436,106.8366,-86.79643;rot:332.7065,162.9258,123.8153;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1459;pos:-460.2339,106.8535,-94.1338;rot:358.2702,0.9846441,240.3444;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1460;pos:-460.2149,105.2442,-102.0311;rot:36.02826,20.513,302.4604;m:prism;scl:0.1099169,0.003,0.1302178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1461;pos:-459.9937,104.785,-100.1945;rot:353.2543,183.267,64.08209;m:prism;scl:0.0999239,0.003,0.4342967;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1462;pos:-459.9875,107.2867,-94.91333;rot:1.729882,180.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1463;pos:-460.2232,106.8724,-102.0327;rot:331.0587,18.33985,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1464;pos:-444.341,105.3247,-88.65681;rot:6.745991,183.2672,295.9178;m:prism;scl:0.1168688,0.003,0.5086787;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1465;pos:-444.35,105.3062,-96.13442;rot:2.487847,358.8005,64.24882;m:prism;scl:0.1160133,0.003,1.376483;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1466;pos:-444.3512,106.8366,-94.13313;rot:358.2701,359.0154,119.6556;m:prism;scl:0.1098573,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1467;pos:-444.3608,106.8535,-86.78432;rot:332.7069,197.074,236.1849;m:prism;scl:0.1290645,0.003,0.1190556;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1468;pos:-444.5797,104.8293,-96.67875;rot:357.5118,178.8004,295.7512;m:prism;scl:0.1106712,0.003,1.312581;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1469;pos:-444.3635,105.2782,-102.0344;rot:31.99957,342.4786,59.2145;m:prism;scl:0.128144,0.003,0.124589;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1470;pos:-444.3627,106.8568,-102.0207;rot:331.0587,341.6603,124.4117;m:prism;scl:0.1218263,0.003,0.1215501;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1471;pos:-444.6166,107.303,-94.91399;rot:1.72964,179.0155,240.3445;m:prism;scl:0.1058574,0.003,1.741992;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1472;pos:-446.5461,105.3247,-102.3645;rot:6.745773,273.2669,295.9192;m:prism;scl:0.1168659,0.003,0.5086777;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1473;pos:-454.0237,105.3062,-102.3556;rot:2.487729,88.8001,64.24738;m:prism;scl:0.1160104,0.003,1.376483;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1474;pos:-454.5676,104.8289,-102.1258;rot:357.5165,268.8007,295.7269;m:prism;scl:0.110823,0.003,1.312497;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1475;pos:-459.923,105.2776,-102.342;rot:32.00536,72.49097,59.24232;m:prism;scl:0.1283195,0.003,0.1247611;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1476;pos:-459.9091,106.8366,-102.3543;rot:332.7065,72.92591,123.8151;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1477;pos:-452.5717,106.8535,-102.3447;rot:358.2701,270.9847,240.3445;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1478;pos:-451.7922,107.2867,-102.0982;rot:1.72986,90.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1479;pos:-444.6728,106.8724,-102.3339;rot:331.0587,288.3398,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1480;pos:-459.9086,105.3247,-86.4518;rot:29.6164,105.8959,299.9529;m:prism;scl:0.1383948,0.003,0.1209069;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1481;pos:-452.5939,105.3062,-86.46072;rot:1.888264,269.0898,64.25969;m:prism;scl:0.1159542,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1482;pos:-451.7906,104.8328,-86.68884;rot:358.1118,89.08987,295.7403;m:prism;scl:0.1119991,0.003,1.750972;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1483;pos:-444.6718,105.2849,-86.47099;rot:31.42684,252.8779,59.42428;m:prism;scl:0.1306434,0.003,0.1237274;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1484;pos:-444.6849,106.8568,-86.47346;rot:331.0585,251.6603,124.4115;m:prism;scl:0.1218268,0.003,0.1215513;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1485;pos:-451.7915,107.303,-86.72734;rot:1.729867,89.01533,240.3447;m:prism;scl:0.105858,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1486;pos:-452.5724,106.8366,-86.46196;rot:358.2704,269.0155,119.6555;m:prism;scl:0.1098567,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1487;pos:-459.9212,106.8535,-86.47157;rot:332.7065,107.0742,236.1849;m:prism;scl:0.129064,0.003,0.1190545;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1488;pos:-459.9333,118.7786,-86.45689;rot:28.01432,106.7276,302.6136;m:prism;scl:0.1232368,0.003,0.1117346;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1489;pos:-452.595,118.7623,-86.46571;rot:1.659802,269.1018,61.57425;m:prism;scl:0.104404,0.003,1.811875;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1490;pos:-451.7885,118.3467,-86.69054;rot:358.3402,89.1018,298.4252;m:prism;scl:0.1009402,0.003,1.751193;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1491;pos:-444.6492,118.7452,-86.47496;rot:29.59882,252.1034,56.8235;m:prism;scl:0.1167959,0.003,0.1139986;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1492;pos:-452.5924,120.2347,-86.45815;rot:358.419,269.0926,119.8591;m:prism;scl:0.1008354,0.003,1.811114;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1493;pos:-459.9513,120.2501,-86.46703;rot:332.8264,107.1307,235.984;m:prism;scl:0.1183719,0.003,0.1094178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1494;pos:-444.6539,120.2516,-86.4679;rot:331.3204,251.7077,124.5596;m:prism;scl:0.1122831,0.003,0.111517;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1495;pos:-451.7877,120.6609,-86.7027;rot:1.580746,89.09275,240.1415;m:prism;scl:0.0974732,0.003,1.750136;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
