i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_1;pos:410,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_2;pos:400,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_3;pos:390,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:380,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_5;pos:370,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_6;pos:360,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_7;pos:350,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:cuboid_8;pos:380,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_9;pos:370,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_10;pos:360,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_11;pos:350,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_12;pos:390,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_13;pos:400,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_14;pos:410,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_15;pos:0,120,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_16;pos:0,120,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_17;pos:-3500,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_18;pos:5300,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_19;pos:0,200,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_20;pos:0,200,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_21;pos:-3500,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_22;pos:5300,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_23;pos:0,280,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_24;pos:0,280,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_25;pos:-3500,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_26;pos:5300,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_27;pos:0,360,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_28;pos:0,360,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_29;pos:-3500,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_30;pos:5300,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_31;pos:380,160,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_32;pos:380,400,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:255,255,0,175;l:0;c:trigger;c:finish;;
i:cuboid_33;pos:300,160,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_34;pos:300,240,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_35;pos:300,320,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_36;pos:300,400,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_329;pos:387.2,178.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.08,0.14;clr:255,127,0,255;;
i:cuboid_330;pos:387.2,180.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.16,0.14;clr:255,127,0,255;;
i:cuboid_331;pos:388.4,178.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.08,0.14;clr:255,127,0,255;;
i:cuboid_332;pos:388.4,180.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.16,0.14;clr:255,127,0,255;;
i:cuboid_333;pos:389.6,178.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.08,0.14;clr:255,127,0,255;;
i:cuboid_334;pos:389.6,180.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.16,0.14;clr:255,127,0,255;;
i:cuboid_335;pos:390.8,178.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.08,0.14;clr:255,127,0,255;;
i:cuboid_336;pos:390.8,180.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.16,0.14;clr:255,127,0,255;;
i:cuboid_337;pos:392,178.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.08,0.14;clr:255,127,0,255;;
i:cuboid_338;pos:392,180.8,79.6;rot:0,180,0;m:cuboid;scl:0.08,0.16,0.14;clr:255,127,0,255;;
i:cuboid_339;pos:380,360,80;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cylinder_340;pos:340,400,80;rot:0,180,0;m:cylinder;scl:0.8,4,0.8;t:metal1;til:1,5;clr:255,255,255,255;;
i:cylinder_341;pos:420,400,80;rot:0,180,0;m:cylinder;scl:0.8,4,0.8;t:metal1;til:1,5;clr:255,255,255,255;;
i:cuboid_342;pos:380,428,80;rot:0,180,0;m:cuboid;scl:8,2.4,0.08;t:metal2;til:2,0.6;clr:255,255,255,255;;
i:cuboid_343;pos:380,428,80;rot:0,180,0;m:cuboid;scl:6.8,1.6,0.1;t:metal1;til:10,3;clr:255,255,255,255;;
i:cuboid_344;pos:380,428,80;rot:0,180,0;m:cuboid;scl:6.6,1.4,0.12;t:ice1;til:2,0.6;clr:255,255,255,255;;
i:cuboid_345;pos:380,428,80;rot:0,180,0;m:cuboid;scl:6.4,1.2,0.14;clr:0,0,0,255;;
i:cuboid_346;pos:364,428,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.96,0.14;clr:255,0,0,255;;
i:cuboid_347;pos:366,432,79.6;rot:0,180,0;m:cuboid;scl:0.56,0.16,0.14;clr:255,0,0,255;;
i:cuboid_348;pos:366,428,79.6;rot:0,180,0;m:cuboid;scl:0.56,0.16,0.14;clr:255,0,0,255;;
i:cuboid_349;pos:370.4,428,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.96,0.14;clr:255,127,0,255;;
i:cuboid_350;pos:372.8,428,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.96,0.14;clr:255,255,0,255;;
i:cuboid_351;pos:376.8,428,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.96,0.14;clr:255,255,0,255;;
i:cuboid_352;pos:374.8,432,79.6;rot:0,180,0;m:cuboid;scl:0.56,0.16,0.14;clr:255,255,0,255;;
i:cuboid_353;pos:379.2,428,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.96,0.14;clr:255,255,255,255;;
i:cuboid_354;pos:381.6,430,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.48,0.14;clr:0,255,0,255;;
i:cuboid_355;pos:385.6,426,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.48,0.14;clr:0,255,0,255;;
i:cuboid_356;pos:383.6,432,79.6;rot:0,180,0;m:cuboid;scl:0.56,0.16,0.14;clr:0,255,0,255;;
i:cuboid_357;pos:383.6,428,79.6;rot:0,180,0;m:cuboid;scl:0.56,0.16,0.14;clr:0,255,0,255;;
i:cuboid_358;pos:383.6,424,79.6;rot:0,180,0;m:cuboid;scl:0.56,0.16,0.14;clr:0,255,0,255;;
i:cuboid_359;pos:388,428,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.96,0.14;clr:0,255,255,255;;
i:cuboid_360;pos:392,428,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.96,0.14;clr:0,255,255,255;;
i:cuboid_361;pos:390,428,79.6;rot:0,180,0;m:cuboid;scl:0.56,0.16,0.14;clr:0,255,255,255;;
i:cuboid_362;pos:394.4,424,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.16,0.14;clr:0,0,255,255;;
i:cuboid_363;pos:394.4,429.6,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.64,0.14;clr:0,0,255,255;;
i:cuboid_364;pos:396.8,424,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.16,0.14;clr:255,0,255,255;;
i:cuboid_365;pos:396.8,429.6,79.6;rot:0,180,0;m:cuboid;scl:0.16,0.64,0.14;clr:255,0,255,255;;
i:cuboid_366;pos:380,200,72;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_367;pos:380,200,64;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_368;pos:380,200,56;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_369;pos:380,200,48;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_370;pos:380,200,40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_371;pos:380,200,20;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_372;pos:380,200,0;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_373;pos:380,200,-40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_374;pos:380,200,-80;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_375;pos:380,120,72;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_376;pos:380,120,64;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_377;pos:380,120,56;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_378;pos:380,120,48;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_379;pos:380,120,40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_380;pos:380,120,20;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_381;pos:380,120,0;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_382;pos:380,120,-40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_383;pos:380,120,-80;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_384;pos:380,280,72;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_385;pos:380,280,64;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_386;pos:380,280,56;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_387;pos:380,280,48;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_388;pos:380,280,40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_389;pos:380,280,20;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_390;pos:380,280,0;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_391;pos:380,280,-40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_392;pos:380,280,-80;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_393;pos:380,360,72;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_394;pos:380,360,64;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_395;pos:380,360,56;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_396;pos:380,360,48;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_397;pos:380,360,40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_398;pos:380,360,20;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_399;pos:380,360,0;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_400;pos:380,360,-40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_401;pos:380,360,-80;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_402;pos:380,440,72;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_403;pos:380,440,64;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_404;pos:380,440,56;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_405;pos:380,440,48;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_406;pos:380,440,40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_407;pos:380,440,20;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_408;pos:380,440,0;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_409;pos:380,440,-40;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_410;pos:380,440,-80;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_411;pos:380,360,-280;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_412;pos:380,360,-360;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_413;pos:380,360,-200;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_414;pos:380,360.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_415;pos:380,360.2,-296;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_416;pos:380,360.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_417;pos:378,360.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_418;pos:374,360.2,-296;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_419;pos:376,360.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_420;pos:372,360.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_421;pos:368,360.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_422;pos:366,360.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_423;pos:368,360.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_424;pos:386,360.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_425;pos:384,360.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_426;pos:386,360.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_427;pos:391.2,360.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_428;pos:390,360.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_429;pos:394,360.2,-301.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_430;pos:394,360.2,-290.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_431;pos:392.8,360.2,-297.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_432;pos:392.8,360.2,-294.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_433;pos:380,360.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_434;pos:378,360.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_435;pos:374,360.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_436;pos:376,360.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_437;pos:376,360.2,-324;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_438;pos:382,360.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_439;pos:386,360.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_440;pos:384,360.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_441;pos:368,360.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_442;pos:372,360.2,-312;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.96;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_443;pos:370,360.2,-316;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_444;pos:370,360.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_445;pos:390,360.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_446;pos:390,360.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_447;pos:376,360.08,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_448;pos:378,360.16,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_449;pos:380,360.24,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_450;pos:382,360.32,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_451;pos:384,360.4,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_452;pos:386,360.48,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_453;pos:388,360.56,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_454;pos:390,360.64,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_455;pos:380,360.08,-232;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_456;pos:380,360.16,-236;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_457;pos:380,360.24,-240;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_458;pos:380,360.32,-244;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_459;pos:380,360.4,-248;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_460;pos:380,360.48,-252;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_461;pos:380,360.56,-256;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_462;pos:380,360.64,-260;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_463;pos:1360,280,-440;rot:0,180,0;m:cuboid;scl:12,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_464;pos:1380,280,-520;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_465;pos:1380,280.2,-448;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_466;pos:1380,280.2,-456;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_467;pos:1380,280.2,-464;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_468;pos:1378,280.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_469;pos:1374,280.2,-456;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_470;pos:1376,280.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_471;pos:1372,280.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_472;pos:1368,280.2,-448;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_473;pos:1366,280.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_474;pos:1368,280.2,-464;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_475;pos:1386,280.2,-448;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_476;pos:1384,280.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_477;pos:1386,280.2,-464;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
