i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:cuboid_0;pos:250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_1;pos:277.637,0,156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_2;pos:304.4342,0,149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_3;pos:329.5775,0,137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_4;pos:352.3029,0,121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_5;pos:371.9197,0,102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_6;pos:387.8322,0,79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_7;pos:399.5568,0,54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_8;pos:406.7371,0,27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_9;pos:409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_10;pos:250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_11;pos:277.637,0,-156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_12;pos:304.4342,0,-149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_13;pos:329.5775,0,-137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_14;pos:352.3029,0,-121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_15;pos:371.9197,0,-102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_16;pos:387.8322,0,-79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_17;pos:399.5568,0,-54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_18;pos:406.7371,0,-27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_19;pos:409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_20;pos:-250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_21;pos:-277.637,0,156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_22;pos:-304.4342,0,149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_23;pos:-329.5775,0,137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_24;pos:-352.3029,0,121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_25;pos:-371.9197,0,102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_26;pos:-387.8322,0,79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_27;pos:-399.5568,0,54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_28;pos:-406.7371,0,27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_29;pos:-409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_30;pos:-250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_31;pos:-277.637,0,-156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_32;pos:-304.4342,0,-149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_33;pos:-329.5775,0,-137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_34;pos:-352.3029,0,-121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_35;pos:-371.9197,0,-102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_36;pos:-387.8322,0,-79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_37;pos:-399.5568,0,-54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_38;pos:-406.7371,0,-27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_39;pos:-409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_40;pos:0,0,159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cuboid_41;pos:0,0,-159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cuboid_1037;pos:-500,7,-303;rot:0,180,0;m:cuboid;scl:0.1,0.3,7.5;clr:102,76,76,255;;
i:cuboid_1038;pos:-500,8,-304;rot:0,180,0;m:cuboid;scl:0.1,0.3,7.3;clr:102,76,76,255;;
i:cuboid_1039;pos:-500,9,-305;rot:0,180,0;m:cuboid;scl:0.1,0.3,7.1;clr:102,76,76,255;;
i:cuboid_1040;pos:-500,10,-306;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.9;clr:102,76,76,255;;
i:cuboid_1041;pos:-500,11,-307;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.7;clr:102,76,76,255;;
i:cuboid_1042;pos:-500,12,-308;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.5;clr:102,76,76,255;;
i:cuboid_1043;pos:-500,13,-309;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.3;clr:102,76,76,255;;
i:cuboid_1044;pos:-500,14,-310;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.1;clr:102,76,76,255;;
i:cuboid_1045;pos:-500,15,-311;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.9;clr:102,76,76,255;;
i:cuboid_1046;pos:-500,16,-312;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.7;clr:102,76,76,255;;
i:cuboid_1047;pos:-500,17,-313;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.5;clr:102,76,76,255;;
i:cuboid_1048;pos:-500,18,-314;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.3;clr:102,76,76,255;;
i:cuboid_1049;pos:-500,19,-315;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.1;clr:102,76,76,255;;
i:cuboid_1050;pos:-500,20,-316;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.9;clr:102,76,76,255;;
i:cuboid_1051;pos:-500,21,-317;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.7;clr:102,76,76,255;;
i:cuboid_1052;pos:-500,22,-318;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.5;clr:102,76,76,255;;
i:cuboid_1053;pos:-500,23,-319;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.3;clr:102,76,76,255;;
i:cuboid_1054;pos:-500,24,-320;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.1;clr:102,76,76,255;;
i:cuboid_1055;pos:-500,25,-321;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.9;clr:102,76,76,255;;
i:cuboid_1056;pos:-500,26,-322;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.7;clr:102,76,76,255;;
i:cuboid_1057;pos:-500,27,-323;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.5;clr:102,76,76,255;;
i:cuboid_1058;pos:-500,28,-324;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.3;clr:102,76,76,255;;
i:cuboid_1059;pos:-500,29,-325;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.1;clr:102,76,76,255;;
i:cuboid_1060;pos:-500,30,-326;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.9;clr:102,76,76,255;;
i:cuboid_1061;pos:-500,31,-327;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.7;clr:102,76,76,255;;
i:cuboid_1062;pos:-500,32,-328;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.5;clr:102,76,76,255;;
i:cuboid_1063;pos:-500,33,-329;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.3;clr:102,76,76,255;;
i:cuboid_1064;pos:-300,6,-300;rot:0,180,0;m:cuboid;scl:0.1,0.3,8.1;clr:102,76,76,255;;
i:cuboid_1065;pos:-300,7,-303;rot:0,180,0;m:cuboid;scl:0.1,0.3,7.5;clr:102,76,76,255;;
i:cuboid_1066;pos:-300,8,-304;rot:0,180,0;m:cuboid;scl:0.1,0.3,7.3;clr:102,76,76,255;;
i:cuboid_1067;pos:-300,9,-305;rot:0,180,0;m:cuboid;scl:0.1,0.3,7.1;clr:102,76,76,255;;
i:cuboid_1068;pos:-300,10,-306;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.9;clr:102,76,76,255;;
i:cuboid_1069;pos:-300,11,-307;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.7;clr:102,76,76,255;;
i:cuboid_1070;pos:-300,12,-308;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.5;clr:102,76,76,255;;
i:cuboid_1071;pos:-300,13,-309;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.3;clr:102,76,76,255;;
i:cuboid_1072;pos:-300,14,-310;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.1;clr:102,76,76,255;;
i:cuboid_1073;pos:-300,15,-311;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.9;clr:102,76,76,255;;
i:cuboid_1074;pos:-300,16,-312;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.7;clr:102,76,76,255;;
i:cuboid_1075;pos:-300,17,-313;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.5;clr:102,76,76,255;;
i:cuboid_1076;pos:-300,18,-314;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.3;clr:102,76,76,255;;
i:cuboid_1077;pos:-300,19,-315;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.1;clr:102,76,76,255;;
i:cuboid_1078;pos:-300,20,-316;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.9;clr:102,76,76,255;;
i:cuboid_1079;pos:-300,21,-317;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.7;clr:102,76,76,255;;
i:cuboid_1080;pos:-300,22,-318;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.5;clr:102,76,76,255;;
i:cuboid_1081;pos:-300,23,-319;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.3;clr:102,76,76,255;;
i:cuboid_1082;pos:-300,24,-320;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.1;clr:102,76,76,255;;
i:cuboid_1083;pos:-300,25,-321;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.9;clr:102,76,76,255;;
i:cuboid_1084;pos:-300,26,-322;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.7;clr:102,76,76,255;;
i:cuboid_1085;pos:-300,27,-323;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.5;clr:102,76,76,255;;
i:cuboid_1086;pos:-300,28,-324;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.3;clr:102,76,76,255;;
i:cuboid_1087;pos:-300,29,-325;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.1;clr:102,76,76,255;;
i:cuboid_1088;pos:-300,30,-326;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.9;clr:102,76,76,255;;
i:cuboid_1089;pos:-300,31,-327;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.7;clr:102,76,76,255;;
i:cuboid_1090;pos:-300,32,-328;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.5;clr:102,76,76,255;;
i:cuboid_1091;pos:-300,33,-329;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.3;clr:102,76,76,255;;
i:cuboid_1092;pos:-100,6,-300;rot:0,180,0;m:cuboid;scl:0.1,0.3,8.1;clr:102,76,76,255;;
i:cuboid_1093;pos:-100,7,-303;rot:0,180,0;m:cuboid;scl:0.1,0.3,7.5;clr:102,76,76,255;;
i:cuboid_1094;pos:-100,8,-304;rot:0,180,0;m:cuboid;scl:0.1,0.3,7.3;clr:102,76,76,255;;
i:cuboid_1095;pos:-100,9,-305;rot:0,180,0;m:cuboid;scl:0.1,0.3,7.1;clr:102,76,76,255;;
i:cuboid_1096;pos:-100,10,-306;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.9;clr:102,76,76,255;;
i:cuboid_1097;pos:-100,11,-307;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.7;clr:102,76,76,255;;
i:cuboid_1098;pos:-100,12,-308;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.5;clr:102,76,76,255;;
i:cuboid_1099;pos:-100,13,-309;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.3;clr:102,76,76,255;;
i:cuboid_1100;pos:-100,14,-310;rot:0,180,0;m:cuboid;scl:0.1,0.3,6.1;clr:102,76,76,255;;
i:cuboid_1101;pos:-100,15,-311;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.9;clr:102,76,76,255;;
i:cuboid_1102;pos:-100,16,-312;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.7;clr:102,76,76,255;;
i:cuboid_1103;pos:-100,17,-313;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.5;clr:102,76,76,255;;
i:cuboid_1104;pos:-100,18,-314;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.3;clr:102,76,76,255;;
i:cuboid_1105;pos:-100,19,-315;rot:0,180,0;m:cuboid;scl:0.1,0.3,5.1;clr:102,76,76,255;;
i:cuboid_1106;pos:-100,20,-316;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.9;clr:102,76,76,255;;
i:cuboid_1107;pos:-100,21,-317;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.7;clr:102,76,76,255;;
i:cuboid_1108;pos:-100,22,-318;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.5;clr:102,76,76,255;;
i:cuboid_1109;pos:-100,23,-319;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.3;clr:102,76,76,255;;
i:cuboid_1110;pos:-100,24,-320;rot:0,180,0;m:cuboid;scl:0.1,0.3,4.1;clr:102,76,76,255;;
i:cuboid_1111;pos:-100,25,-321;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.9;clr:102,76,76,255;;
i:cuboid_1112;pos:-100,26,-322;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.7;clr:102,76,76,255;;
i:cuboid_1113;pos:-100,27,-323;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.5;clr:102,76,76,255;;
i:cuboid_1114;pos:-100,28,-324;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.3;clr:102,76,76,255;;
i:cuboid_1115;pos:-100,29,-325;rot:0,180,0;m:cuboid;scl:0.1,0.3,3.1;clr:102,76,76,255;;
i:cuboid_1116;pos:-100,30,-326;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.9;clr:102,76,76,255;;
i:cuboid_1117;pos:-100,31,-327;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.7;clr:102,76,76,255;;
i:cuboid_1118;pos:-100,32,-328;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.5;clr:102,76,76,255;;
i:cuboid_1119;pos:-100,33,-329;rot:0,180,0;m:cuboid;scl:0.1,0.3,2.3;clr:102,76,76,255;;
i:cylinder_1120;pos:495,2,-335;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1121;pos:495,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1122;pos:-495,2,-335;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1123;pos:-495,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1124;pos:495,2.5,-335;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1125;pos:495,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1126;pos:-495,2.5,-335;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1127;pos:-495,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1128;pos:-450,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1129;pos:-450,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1130;pos:-350,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1131;pos:-350,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1132;pos:-250,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1133;pos:-250,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1134;pos:-150,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1135;pos:-150,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1136;pos:-50,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1137;pos:-50,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1138;pos:450,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1139;pos:450,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1140;pos:350,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1141;pos:350,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1142;pos:250,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1143;pos:250,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1144;pos:150,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1145;pos:150,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cylinder_1146;pos:50,2,-265;rot:0,180,0;m:cylinder;scl:0.4,0.4,0.4;t:metal4;;
i:cylinder_1147;pos:50,2.5,-265;rot:0,180,0;m:cylinder;scl:0.41,0.15,0.41;t:metal2;;
i:cuboid_1148;pos:0,7,-303;rot:0,180,0;m:cuboid;scl:99.9,0.21,7.39;t:earth1;til:10,0.74;;
i:cuboid_1149;pos:0,8,-304;rot:0,180,0;m:cuboid;scl:99.9,0.21,7.19;t:earth1;til:10,0.72;;
i:cuboid_1150;pos:0,9,-305;rot:0,180,0;m:cuboid;scl:99.9,0.21,6.99;t:earth1;til:10,0.7;;
i:cuboid_1151;pos:0,10,-306;rot:0,180,0;m:cuboid;scl:99.9,0.21,6.79;t:earth1;til:10,0.68;;
i:cuboid_1152;pos:0,11,-307;rot:0,180,0;m:cuboid;scl:99.9,0.21,6.59;t:earth1;til:10,0.66;;
i:cuboid_1153;pos:0,12,-308;rot:0,180,0;m:cuboid;scl:99.9,0.21,6.39;t:earth1;til:10,0.64;;
i:cuboid_1154;pos:0,13,-309;rot:0,180,0;m:cuboid;scl:99.9,0.21,6.19;t:earth1;til:10,0.62;;
i:cuboid_1155;pos:0,14,-310;rot:0,180,0;m:cuboid;scl:99.9,0.21,5.99;t:earth1;til:10,0.6;;
i:cuboid_1156;pos:0,15,-311;rot:0,180,0;m:cuboid;scl:99.9,0.21,5.79;t:earth1;til:10,0.58;;
i:cuboid_1157;pos:0,16,-312;rot:0,180,0;m:cuboid;scl:99.9,0.21,5.59;t:earth1;til:10,0.56;;
i:cuboid_1158;pos:0,17,-313;rot:0,180,0;m:cuboid;scl:99.9,0.21,5.39;t:earth1;til:10,0.54;;
i:cuboid_1159;pos:0,18,-314;rot:0,180,0;m:cuboid;scl:99.9,0.21,5.19;t:earth1;til:10,0.52;;
i:cuboid_1160;pos:0,19,-315;rot:0,180,0;m:cuboid;scl:99.9,0.21,4.99;t:earth1;til:10,0.5;;
i:cuboid_1161;pos:0,20,-316;rot:0,180,0;m:cuboid;scl:99.9,0.21,4.79;t:earth1;til:10,0.48;;
i:cuboid_1162;pos:0,21,-317;rot:0,180,0;m:cuboid;scl:99.9,0.21,4.59;t:earth1;til:10,0.46;;
i:cuboid_1163;pos:0,22,-318;rot:0,180,0;m:cuboid;scl:99.9,0.21,4.39;t:earth1;til:10,0.44;;
i:cuboid_1164;pos:0,23,-319;rot:0,180,0;m:cuboid;scl:99.9,0.21,4.19;t:earth1;til:10,0.42;;
i:cuboid_1165;pos:0,24,-320;rot:0,180,0;m:cuboid;scl:99.9,0.21,3.99;t:earth1;til:10,0.4;;
i:cuboid_1166;pos:0,25,-321;rot:0,180,0;m:cuboid;scl:99.9,0.21,3.79;t:earth1;til:10,0.38;;
i:cuboid_1167;pos:0,26,-322;rot:0,180,0;m:cuboid;scl:99.9,0.21,3.59;t:earth1;til:10,0.36;;
i:cuboid_1168;pos:0,27,-323;rot:0,180,0;m:cuboid;scl:99.9,0.21,3.39;t:earth1;til:10,0.34;;
i:cuboid_1169;pos:0,28,-324;rot:0,180,0;m:cuboid;scl:99.9,0.21,3.19;t:earth1;til:10,0.32;;
i:cuboid_1170;pos:0,29,-325;rot:0,180,0;m:cuboid;scl:99.9,0.21,2.99;t:earth1;til:10,0.3;;
i:cuboid_1171;pos:0,30,-326;rot:0,180,0;m:cuboid;scl:99.9,0.21,2.79;t:earth1;til:10,0.28;;
i:cuboid_1172;pos:0,31,-327;rot:0,180,0;m:cuboid;scl:99.9,0.21,2.59;t:earth1;til:10,0.26;;
i:cuboid_1173;pos:0,32,-328;rot:0,180,0;m:cuboid;scl:99.9,0.21,2.39;t:earth1;til:10,0.24;;
i:cuboid_1174;pos:0,33,-329;rot:0,180,0;m:cuboid;scl:99.9,0.21,2.19;t:earth1;til:10,0.22;;
i:cuboid_1175;pos:0,7,-303;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1176;pos:0,8,-304;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.22;t:rock1;til:10,0.8;;
i:cuboid_1177;pos:0,9,-305;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1178;pos:0,10,-306;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.82;t:rock1;til:10,0.8;;
i:cuboid_1179;pos:0,11,-307;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1180;pos:0,12,-308;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.42;t:rock1;til:10,0.8;;
i:cuboid_1181;pos:0,13,-309;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1182;pos:0,14,-310;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.02;t:rock1;til:10,0.8;;
i:cuboid_1183;pos:0,15,-311;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1184;pos:0,16,-312;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.62;t:rock1;til:10,0.8;;
i:cuboid_1185;pos:0,17,-313;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1186;pos:0,18,-314;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.22;t:rock1;til:10,0.8;;
i:cuboid_1187;pos:0,19,-315;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1188;pos:0,20,-316;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.82;t:rock1;til:10,0.8;;
i:cuboid_1189;pos:0,21,-317;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1190;pos:0,22,-318;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.42;t:rock1;til:10,0.8;;
i:cuboid_1191;pos:0,23,-319;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1192;pos:0,24,-320;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.02;t:rock1;til:10,0.8;;
i:cuboid_1193;pos:0,25,-321;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1194;pos:0,26,-322;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.62;t:rock1;til:10,0.8;;
i:cuboid_1195;pos:0,27,-323;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1196;pos:0,28,-324;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.22;t:rock1;til:10,0.8;;
i:cuboid_1197;pos:0,29,-325;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
