i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:0,23,-4000;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:2, t:1;;
i:spawnhuman_1;pos:0,23,-4000;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawntitan_3;pos:99999,2,99999;rot:0,180,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:cuboid_85;pos:0,-30,0;rot:0,180,0;m:cuboid;scl:900,3,900;mat:transparent;;
i:cuboid_448;pos:840,50,670;rot:0,90,0;m:cuboid;scl:10.1,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_449;pos:813.192,50,624.1229;rot:0,20,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_450;pos:750,50,653.5898;rot:0,30,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_451;pos:692.8849,50,693.5822;rot:0,40,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_452;pos:643.5822,50,742.8849;rot:0,50,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_453;pos:603.5898,50,800;rot:0,60,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_454;pos:574.1229,50,863.192;rot:0,70,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_455;pos:556.0769,50,930.5407;rot:0,80,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_456;pos:550,50,1030;rot:0,180,0;m:cuboid;scl:18.5,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_457;pos:574.1229,50,1136.808;rot:0,110,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_458;pos:603.5898,50,1200;rot:0,120,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_459;pos:643.5822,50,1257.115;rot:0,130,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_460;pos:692.8849,50,1306.418;rot:0,140,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_461;pos:750,50,1346.41;rot:0,150,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_462;pos:813.192,50,1375.877;rot:0,160,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_463;pos:880.5407,50,1393.923;rot:0,170,0;m:cuboid;scl:7.3,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_464;pos:915,50,1350;rot:0,90,0;m:cuboid;scl:9.1,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_465;pos:1002.094,50,1295.442;rot:0,190,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_466;pos:1052.606,50,1281.908;rot:0,200,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_467;pos:1100,50,1259.808;rot:0,210,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_468;pos:1142.836,50,1229.813;rot:0,220,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_469;pos:1179.813,50,1192.836;rot:0,230,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_470;pos:1209.808,50,1150;rot:0,240,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_471;pos:1231.908,50,1102.606;rot:0,250,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_472;pos:1245.442,50,1052.094;rot:0,260,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_473;pos:1250,50,990;rot:0,270,0;m:cuboid;scl:8.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_474;pos:1186.354,50,915;rot:0,180,0;m:cuboid;scl:10.1,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_475;pos:1231.908,50,897.394;rot:0,290,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_476;pos:1209.808,50,850;rot:0,300,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_477;pos:1179.813,50,807.1637;rot:0,310,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_478;pos:1142.836,50,770.1866;rot:0,320,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_479;pos:1100,50,740.1924;rot:0,330,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_480;pos:1052.606,50,718.0922;rot:0,340,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_481;pos:1002.094,50,704.5577;rot:0,350,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_482;pos:950,50,700;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_483;pos:897.9055,50,704.5577;rot:0,10,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_484;pos:847.394,50,718.0922;rot:0,20,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_485;pos:840,50,775;rot:0,90,0;m:cuboid;scl:12.1,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_486;pos:757.1637,50,770.1866;rot:0,40,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_487;pos:720.1866,50,807.1637;rot:0,50,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_488;pos:690.1924,50,850;rot:0,60,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_489;pos:668.0922,50,897.394;rot:0,70,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_490;pos:654.5577,50,947.9055;rot:0,80,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_491;pos:650,50,1000;rot:0,90,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_492;pos:654.5577,50,1052.094;rot:0,99.99999,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_493;pos:668.0922,50,1102.606;rot:0,110,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_494;pos:690.1924,50,1150;rot:0,120,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_495;pos:720.1866,50,1192.836;rot:0,130,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_496;pos:757.1637,50,1229.813;rot:0,140,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_497;pos:800,50,1259.808;rot:0,150,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_498;pos:847.394,50,1281.908;rot:0,160,0;m:cuboid;scl:5.6,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_499;pos:915,50,1295.442;rot:0,90,0;m:cuboid;scl:3.1,7.55,3;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_500;pos:950,50,1200;rot:0,180,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_501;pos:984.7296,50,1196.962;rot:0,190,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_502;pos:1018.404,50,1187.938;rot:0,200,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_503;pos:1050,50,1173.205;rot:0,210,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_504;pos:1078.557,50,1153.209;rot:0,220,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_505;pos:1103.209,50,1128.557;rot:0,230,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_506;pos:1123.205,50,1100;rot:0,240,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_507;pos:1137.938,50,1068.404;rot:0,250,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_508;pos:1146.962,50,1034.73;rot:0,260,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_509;pos:1150,50,1000;rot:0,270,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_510;pos:1146.962,50,965.2704;rot:0,280,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_511;pos:1137.938,50,931.5959;rot:0,290,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_512;pos:1123.205,50,900;rot:0,300,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_513;pos:1103.209,50,871.4425;rot:0,310,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_514;pos:1078.557,50,846.7911;rot:0,320,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_515;pos:1050,50,826.7949;rot:0,330,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_516;pos:1018.404,50,812.0615;rot:0,340,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_517;pos:984.7296,50,803.0385;rot:0,350,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_518;pos:950,50,800;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_519;pos:915.2704,50,803.0385;rot:0,10,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_520;pos:881.5959,50,812.0615;rot:0,20,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_521;pos:850,50,826.7949;rot:0,30,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_522;pos:821.4425,50,846.7911;rot:0,40,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_523;pos:796.7911,50,871.4425;rot:0,50,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_524;pos:776.7949,50,900;rot:0,60,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_525;pos:762.0615,50,931.5959;rot:0,70,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_526;pos:753.0385,50,965.2704;rot:0,80,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_527;pos:750,50,1000;rot:0,90,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_528;pos:753.0385,50,1034.73;rot:0,99.99999,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_529;pos:762.0615,50,1068.404;rot:0,110,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_530;pos:776.7949,50,1100;rot:0,120,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_531;pos:796.7911,50,1128.557;rot:0,130,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_532;pos:821.4425,50,1153.209;rot:0,140,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_533;pos:850,50,1173.205;rot:0,150,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_534;pos:881.5959,50,1187.938;rot:0,160,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_535;pos:915.2704,50,1196.962;rot:0,170,0;m:cuboid;scl:3.9,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_536;pos:1300,50,957;rot:0,180,0;m:cuboid;scl:9.1,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_537;pos:915,50,1250;rot:0,90,0;m:cuboid;scl:9.1,7.55,2.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_538;pos:1020,50,350;rot:0,180,0;m:cuboid;scl:1.1,7.55,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_539;pos:880,50,350;rot:0,180,0;m:cuboid;scl:1.1,7.55,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_540;pos:1020,50,450;rot:0,180,0;m:cuboid;scl:1.1,7.55,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_541;pos:880,50,450;rot:0,180,0;m:cuboid;scl:1.1,7.55,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_542;pos:545,250,-2700;rot:0,180,0;m:cuboid;scl:1,33,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_543;pos:650,190,-2700;rot:0,180,0;m:cuboid;scl:1.5,35,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_544;pos:750,250,-2700;rot:0,180,0;m:cuboid;scl:1,33,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_545;pos:850,190,-2700;rot:0,180,0;m:cuboid;scl:1.5,35,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_546;pos:905,50,-2075;rot:0,180,0;m:cuboid;scl:1,7.5,115;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_547;pos:995,50,-2075;rot:0,180,0;m:cuboid;scl:1,7.5,115;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_548;pos:995,220,-2700;rot:0,180,0;m:cuboid;scl:1,40,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_549;pos:1005,300,-1425;rot:0,180,0;m:cuboid;scl:1,60,15;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_550;pos:895,300,-1425;rot:0,180,0;m:cuboid;scl:1,60,15;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_551;pos:950,250,-1350;rot:0,180,0;m:cuboid;scl:10,50,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_552;pos:950,350,-1500;rot:0,180,0;m:cuboid;scl:10,50,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_553;pos:950,90,-2075;rot:0,180,0;m:cuboid;scl:10,1,115;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_554;pos:1005,400,-575;rot:0,180,0;m:cuboid;scl:1,77,155;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_555;pos:895,400,-575;rot:0,180,0;m:cuboid;scl:1,77,155;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_556;pos:950,790,-645;rot:0,180,0;m:cuboid;scl:10,1,170;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_557;pos:1005,690,-1425;rot:0,180,0;m:cuboid;scl:1,19,15;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_558;pos:895,690,-1425;rot:0,180,0;m:cuboid;scl:1,19,15;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_559;pos:950,690,-1500;rot:0,180,0;m:cuboid;scl:10,19,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_560;pos:950,125,200;rot:0,180,0;m:cuboid;scl:10,25,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_561;pos:950,575,200;rot:0,180,0;m:cuboid;scl:10,42,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_562;pos:895,310,250;rot:0,180,0;m:cuboid;scl:2,12,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_563;pos:1005,310,250;rot:0,180,0;m:cuboid;scl:2,12,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_564;pos:895,187.5,250;rot:0,180,0;m:cuboid;scl:2,12.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_565;pos:1005,187.5,250;rot:0,180,0;m:cuboid;scl:2,12.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_566;pos:895,65,250;rot:0,180,0;m:cuboid;scl:2,12,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_567;pos:1005,65,250;rot:0,180,0;m:cuboid;scl:2,12,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_568;pos:895,310,350;rot:0,180,0;m:cuboid;scl:2,12,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_569;pos:1005,310,350;rot:0,180,0;m:cuboid;scl:2,12,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_570;pos:895,187.5,350;rot:0,180,0;m:cuboid;scl:2,12.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_571;pos:1005,187.5,350;rot:0,180,0;m:cuboid;scl:2,12.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_572;pos:895,65,350;rot:0,180,0;m:cuboid;scl:2,12,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_573;pos:1005,65,350;rot:0,180,0;m:cuboid;scl:2,12,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_574;pos:950,225,395;rot:0,180,0;m:cuboid;scl:10,30,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_575;pos:950,200,325;rot:0,180,0;m:cuboid;scl:10,1,15;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_576;pos:950,150,250;rot:0,180,0;m:cuboid;scl:10,1.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_577;pos:950,100,325;rot:0,180,0;m:cuboid;scl:10,1,15;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_578;pos:950,365,300;rot:0,180,0;m:cuboid;scl:10,1,20;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_579;pos:950,220,-2745;rot:0,180,0;m:cuboid;scl:10,40,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_580;pos:0,90,-3700;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_581;pos:0,90,-3600;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_582;pos:-50,90,-3500;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_583;pos:0,90,-3400;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_584;pos:50,90,-3300;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_585;pos:0,90,-3200;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_586;pos:0,90,-2900;rot:0,180,0;m:cuboid;scl:10,1,50;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_587;pos:100,15,-2700;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_588;pos:200,25,-2700;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_589;pos:300,35,-2700;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_590;pos:400,25,-2700;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_591;pos:500,15,-2700;rot:0,180,0;m:cuboid;scl:10,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_592;pos:300,90,-2700;rot:0,180,0;m:cuboid;scl:50,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_593;pos:725,215,-2745;rot:0,180,0;m:cuboid;scl:35,40,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_594;pos:725,215,-2655;rot:0,180,0;m:cuboid;scl:35,40,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_595;pos:950,255,-2655;rot:0,180,0;m:cuboid;scl:10,32.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_596;pos:775,420,-2700;rot:0,180,0;m:cuboid;scl:45,1,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_597;pos:25,50,-3500;rot:0,180,0;m:cuboid;scl:2,7.5,2;t:crystal2;til:5,5;;
i:cuboid_598;pos:-25,50,-3300;rot:0,180,0;m:cuboid;scl:2,7.5,2;t:crystal2;til:5,5;;
i:cuboid_599;pos:0,50,-3700;rot:0,180,0;m:cuboid;scl:1,7.5,1;t:crystal2;til:5,5;;
i:cuboid_600;pos:0,50,-3970;rot:0,180,0;m:cuboid;scl:1,7.5,1;t:crystal2;til:5,5;;
i:cuboid_601;pos:0,50,-3750;rot:0,180,0;m:cuboid;scl:10,7.5,1;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_602;pos:50,50,-3800;rot:0,180,0;m:cuboid;scl:1,7.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_603;pos:-50,50,-3800;rot:0,180,0;m:cuboid;scl:1,7.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_604;pos:50,50,-3900;rot:0,180,0;m:cuboid;scl:1,7.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_605;pos:-50,50,-3900;rot:0,180,0;m:cuboid;scl:1,7.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_606;pos:50,50,-4000;rot:0,180,0;m:cuboid;scl:1,7.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_607;pos:-50,50,-4000;rot:0,180,0;m:cuboid;scl:1,7.5,10;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
