i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:0,-24.29533,0;m:cuboid;scl:1100,5,1100;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_2;pos:0,-24.66419,0;m:cuboid;scl:1100,5,1100;t:earth2;til:600,600;clr:66,165,243,255;;
i:leaf3_5772;pos:3567.205,78.5974,-620.2225;rot:0,67.2012,0;m:leaf3;scl:4,4,4;mat:transparent;clr:255,199,0,200;;
i:leaf3_5773;pos:3567.205,78.5974,-620.2225;rot:0,67.2012,0;m:leaf3;scl:6,6,6;mat:transparent;clr:255,199,0,200;;
i:field2_5774;pos:2750.559,-0.8213382,-485.2004;rot:0,189.1839,0;m:field2;scl:0.1,0.5,0.1;clr:104,60,0,255;;
i:field2_5775;pos:2749.811,-0.3286968,-485.4847;rot:0,188.4335,0;m:field2;scl:0.1,0.5,0.1;clr:104,60,0,255;;
i:tree2_5776;pos:1667.128,43.06427,-94.02314;rot:0,273.1793,0;m:tree2;scl:0.1,0.1,0.1;;
i:boulder1_5777;pos:1502.265,-1.070468,699.6044;rot:0,159.7837,0;m:boulder1;scl:3,0.5,3;t:earth2;til:100,100;clr:107,139,173,255;;
i:cuboid_5778;pos:-8.151147,1.741653,-121.6742;rot:0,269.1342,0;m:cuboid;scl:1,0.05,2;t:empty;til:0.25,0.5;clr:165,165,170,255;;
i:prism_5779;pos:-22.03658,1.541646,-121.8106;rot:0,89.17429,0;m:prism;scl:1,0.05,1;t:empty;til:0.25,0.25;clr:165,165,170,255;;
i:cuboid_5780;pos:-7.946857,2.581642,-126.6049;rot:0,359.0942,0;m:cuboid;scl:2,0.25,0.025;t:empty;til:1,0.1;clr:165,165,170,255;;
i:cuboid_5781;pos:-8.129107,2.581645,-116.8339;rot:0,359.1342,0;m:cuboid;scl:2,0.25,0.025;t:empty;til:1,0.1;clr:165,165,170,255;;
i:cuboid_5782;pos:-22.25546,2.581645,-124.3724;rot:0,28.61424,0;m:cuboid;scl:1,0.25,0.025;t:empty;til:0.5,0.1;clr:165,165,170,255;;
i:cuboid_5783;pos:-22.3608,2.581649,-119.5161;rot:0,328.8542,0;m:cuboid;scl:1,0.25,0.025;t:empty;til:0.5,0.1;clr:165,165,170,255;;
i:cuboid_5784;pos:1.857286,2.581645,-121.5698;rot:0,358.9343,0;m:cuboid;scl:0.025,0.25,1;t:empty;til:0.5,0.1;clr:165,165,170,255;;
i:cuboid_5785;pos:-8.097357,2.493808,-121.7311;rot:0,269.0966,0;m:cuboid;scl:1,0.15,2;t:empty;til:0.25,0.5;clr:165,165,170,255;;
i:prism_5786;pos:-21.79574,2.593416,-121.8613;rot:0,88.72192,0;m:prism;scl:1,0.15,1;t:empty;til:0.25,0.25;clr:165,165,170,255;;
i:cuboid_5787;pos:-8.059906,-4.198654,-121.6828;rot:0,359.1219,0;m:cuboid;scl:2,0.1,1;t:metal4;til:0.4,0.2;clr:165,165,170,255;;
i:cuboid_5789;pos:1.802141,5.507335,-121.5182;rot:0,268.9047,0;m:cuboid;scl:0.97,0.5,0.025;t:empty;til:0.355,0.18;clr:165,165,170,255;;
i:cuboid_5790;pos:-13.04142,5.59668,-118.2412;rot:0,89.37074,0;m:cuboid;scl:0.25,0.5,0.025;t:empty;til:0.125,0.18;clr:165,165,170,255;;
i:cuboid_5791;pos:-12.88789,5.59668,-125.438;rot:0,89.37074,0;m:cuboid;scl:0.25,0.5,0.025;t:empty;til:0.125,0.18;clr:165,165,170,255;;
i:cylinder_5793;pos:-17.02427,5.664376,-117.2965;rot:0,92.61511,0;m:cylinder;scl:0.05,0.3,0.05;t:empty;til:0.125,0.018;clr:72,81,75,255;;
i:cylinder_5794;pos:-16.9562,5.501517,-126.5595;rot:0,46.86456,0;m:cylinder;scl:0.05,0.3,0.05;t:empty;til:0.125,0.018;clr:72,81,75,255;;
i:cuboid_5795;pos:-6.216494,3.112757,-118.5668;rot:0,269.2604,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5796;pos:1.145368,3.11276,-123.0412;rot:0,268.9804,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5797;pos:-11.21788,3.152756,-118.5829;rot:0,269.2604,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5798;pos:-11.11817,3.112758,-124.947;rot:0,268.9804,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5799;pos:-8.702806,3.112757,-118.578;rot:0,269.2604,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5800;pos:-3.586236,3.112759,-124.9683;rot:0,268.9804,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5801;pos:-3.708309,3.112757,-118.5573;rot:0,269.2604,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5802;pos:-6.103712,3.112758,-124.9346;rot:0,268.9804,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5803;pos:1.09929,3.11276,-120.0467;rot:0,269.2604,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5804;pos:-1.109556,3.112759,-124.9222;rot:0,268.9804,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5805;pos:-1.197085,3.112757,-118.5079;rot:0,269.2604,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5806;pos:-8.600793,3.112758,-124.9408;rot:0,268.9804,0;m:cuboid;scl:0.3,0.1,0.12;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5807;pos:-10.71799,3.945053,-118.5901;rot:0,269.2444,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5808;pos:-0.612464,3.945053,-124.9111;rot:0,269.0444,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5809;pos:-0.6739968,3.945053,-118.5021;rot:0,269.2444,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5810;pos:1.634692,3.945053,-123.0311;rot:0,268.8844,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5811;pos:1.578482,3.945053,-120.038;rot:0,269.2444,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5812;pos:-3.072165,3.945052,-124.972;rot:0,268.8844,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5813;pos:-8.200117,3.945053,-118.5639;rot:0,269.2444,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5814;pos:-8.063581,3.945053,-124.8952;rot:0,268.8844,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5815;pos:-3.179407,3.945053,-118.5239;rot:0,269.2444,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5816;pos:-5.557184,3.945053,-124.9133;rot:0,268.8844,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5817;pos:-5.710133,3.945053,-118.5791;rot:0,269.2444,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5818;pos:-10.59036,3.945053,-124.9576;rot:0,268.8844,0;m:cuboid;scl:0.3,0.15,0.02;t:stone9;til:0.01,0.01;clr:40,72,136,255;;
i:cuboid_5819;pos:-12.24172,1.595374,-111.3079;rot:0,0.01910641,0;m:cuboid;scl:1.5,0.05,0.5;t:wood1;til:0.75,0.2;;
i:cuboid_5820;pos:-9.430512,2.492899,-107.1421;rot:338.4,359.7169,-1.434777E-08;m:cuboid;scl:0.35,0.04,0.5;t:wood1;til:0.15,0.2;;
i:cuboid_5821;pos:-15.08704,2.647465,-114.8394;rot:334,179.0062,1.335811E-07;m:cuboid;scl:0.35,0.04,0.5;t:wood1;til:0.15,0.2;;
i:cuboid_5822;pos:-14.99979,3.030097,-119.3646;rot:343.8,358.7936,5.556722E-08;m:cuboid;scl:0.35,0.04,0.5;t:wood1;til:0.15,0.2;;
i:cuboid_5823;pos:-19.25548,-0.661851,-109.2969;rot:0,90.22215,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.08,0.3;;
i:cuboid_5824;pos:-19.24653,-0.701851,-113.3203;rot:0,89.82214,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.08,0.3;;
i:cuboid_5825;pos:-5.25568,-0.7305732,-109.3137;rot:0,269.3216,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.08,0.3;;
i:cuboid_5826;pos:-5.234596,-0.7305732,-113.3548;rot:0,269.3216,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.08,0.3;;
i:cuboid_5828;pos:-5.491252,7.26412,-126.4999;rot:0,359.1184,0;m:cuboid;scl:1.5,0.16,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5829;pos:-5.491253,3.904122,-126.4999;rot:0,359.1184,0;m:cuboid;scl:1.5,0.16,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5830;pos:-11.89232,5.544121,-126.6124;rot:0,359.7184,0;m:cuboid;scl:0.21,0.5,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5831;pos:-7.612246,5.42412,-126.5384;rot:0,358.7584,0;m:cuboid;scl:0.21,0.5,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5832;pos:-3.330265,5.424121,-126.4621;rot:0,359.1584,0;m:cuboid;scl:0.21,0.5,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5833;pos:0.9517152,5.54412,-126.3859;rot:0,-0.001561882,0;m:cuboid;scl:0.21,0.5,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5834;pos:-12.12604,5.457417,-117.0275;rot:0,179.1183,0;m:cuboid;scl:0.21,0.5,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5835;pos:-7.841978,5.577416,-116.9859;rot:0,179.1183,0;m:cuboid;scl:0.21,0.5,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5836;pos:-3.55659,5.457418,-116.906;rot:0,179.3583,0;m:cuboid;scl:0.21,0.5,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5837;pos:0.7687733,5.457416,-116.8276;rot:0,179.0783,0;m:cuboid;scl:0.21,0.5,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5838;pos:-5.679294,3.857419,-116.9466;rot:0,179.0783,0;m:cuboid;scl:1.5,0.17,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5839;pos:-5.67291,7.377416,-116.9472;rot:0,179.0383,0;m:cuboid;scl:1.5,0.17,0.025;t:empty;til:0.35,0.15;clr:165,165,170,255;;
i:cuboid_5840;pos:-5.471889,5.648427,-126.5008;rot:0,359.0847,0;m:cuboid;scl:1.35,0.2,0.02;mat:transparent;clr:84,144,197,200;;
i:cuboid_5841;pos:-5.978149,5.5331,-116.9427;rot:0,179.1948,0;m:cuboid;scl:1.35,0.2,0.02;mat:transparent;clr:84,144,197,200;;
i:cuboid_5842;pos:4.401534,50.14041,6.563988;rot:0,220.1274,0;m:cuboid;scl:1.75,4.75,0.1;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_5843;pos:1.701575,7.348889,-118.5704;rot:0,90.2492,0;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5844;pos:1.70088,7.468889,-118.7304;rot:1.707547E-06,90.24919,33.2;m:cuboid;scl:0.01,0.05,0.02;clr:0,2,0,255;;
i:cuboid_5845;pos:1.699836,7.468889,-118.9704;rot:-3.415095E-06,90.24918,325;m:cuboid;scl:0.01,0.05,0.02;clr:0,2,0,255;;
i:cuboid_5846;pos:1.69914,7.348889,-119.1304;rot:0,90.2492,0;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5847;pos:1.697574,7.348889,-119.4904;rot:2.561321E-06,88.84918,338.4;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5848;pos:1.73601,7.348889,-119.7305;rot:-4.268868E-06,90.24918,21.6;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5849;pos:1.736706,7.22889,-119.5706;rot:0.05865597,88.8504,272.3993;m:cuboid;scl:0.01,0.035,0.02;clr:0,2,0,255;;
i:cuboid_5850;pos:1.73427,7.348889,-120.1305;rot:0,90.2492,0;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5851;pos:1.732357,7.468889,-120.5706;rot:0,90.2492,0;m:cuboid;scl:0.01,0.045,0.02;clr:0,2,0,255;;
i:cuboid_5852;pos:1.766443,7.348889,-121.8107;rot:0,90.2492,0;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5853;pos:1.733227,7.668889,-120.3705;rot:0,90.2492,0;m:cuboid;scl:0.05,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5854;pos:1.733226,7.268889,-120.3705;rot:0,90.2492,0;m:cuboid;scl:0.05,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5855;pos:1.765573,7.508889,-122.0107;rot:5.122642E-06,90.24918,42.19999;m:cuboid;scl:0.01,0.05,0.02;clr:0,2,0,255;;
i:cuboid_5856;pos:1.764355,7.508889,-122.2907;rot:0,90.24918,321.4;m:cuboid;scl:0.01,0.05,0.02;clr:0,2,0,255;;
i:cuboid_5857;pos:1.763485,7.348889,-122.4907;rot:0,90.2492,0;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5858;pos:1.801399,7.348889,-122.8508;rot:0.5184876,90.03757,337.799;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5859;pos:1.800181,7.308889,-123.1308;rot:7.683963E-06,90.24918,24.2;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5860;pos:1.800877,7.228889,-122.9708;rot:0,90.2492,0;m:cuboid;scl:0.035,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5861;pos:1.798442,7.308889,-123.5308;rot:0,90.2492,0;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5862;pos:1.794788,7.308889,-124.3708;rot:0,90.2492,0;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5863;pos:1.833398,7.308889,-124.571;rot:0,89.4492,0;m:cuboid;scl:0.035,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5864;pos:1.833398,7.628889,-124.571;rot:0,89.24919,0;m:cuboid;scl:0.045,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5865;pos:1.833398,6.988889,-124.571;rot:0,89.24919,0;m:cuboid;scl:0.045,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5866;pos:1.797572,7.628889,-123.7308;rot:0,90.2492,0;m:cuboid;scl:0.045,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5867;pos:1.797572,6.988889,-123.7308;rot:0,90.2492,0;m:cuboid;scl:0.045,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5868;pos:1.796528,7.548889,-123.9708;rot:8.537737E-06,90.24917,27.59999;m:cuboid;scl:0.01,0.025,0.02;clr:0,2,0,255;;
i:cuboid_5869;pos:1.796528,7.068889,-123.9708;rot:-8.537737E-06,90.24917,332.4;m:cuboid;scl:0.01,0.025,0.02;clr:0,2,0,255;;
i:cuboid_5870;pos:1.796354,7.308889,-124.0108;rot:0,90.2492,0;m:cuboid;scl:0.01,0.025,0.02;clr:0,2,0,255;;
i:cuboid_5871;pos:1.732009,6.42889,-120.6505;rot:0,90.2492,0;m:cuboid;scl:0.01,0.075,0.02;clr:0,2,0,255;;
i:cuboid_5872;pos:1.731138,6.748889,-120.8505;rot:0,90.2492,0;m:cuboid;scl:0.035,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5873;pos:1.731139,6.10889,-120.8505;rot:0,90.2492,0;m:cuboid;scl:0.035,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5874;pos:1.730095,6.708889,-121.0905;rot:359.5774,89.34284,329.4034;m:cuboid;scl:0.025,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5875;pos:1.730095,6.14889,-121.0905;rot:-1.707547E-06,89.0492,39.2;m:cuboid;scl:0.025,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5876;pos:1.731139,6.42889,-120.8505;rot:0,88.84917,0;m:cuboid;scl:0.05,0.01,0.02;clr:0,2,0,255;;
i:cuboid_5877;pos:1.729921,6.30889,-121.1305;rot:359.9439,88.80473,22.39631;m:cuboid;scl:0.01,0.025,0.02;clr:0,2,0,255;;
i:cuboid_5878;pos:1.729921,6.54889,-121.1305;rot:0,90.24918,328.8;m:cuboid;scl:0.01,0.025,0.02;clr:0,2,0,255;;
i:cuboid_5879;pos:1.766617,6.22889,-121.7707;rot:0,90.2492,0;m:cuboid;scl:0.01,0.04,0.02;clr:0,2,0,255;;
i:cuboid_5880;pos:1.767139,6.54889,-121.6507;rot:1.024528E-05,90.24919,41;m:cuboid;scl:0.01,0.04,0.02;clr:0,2,0,255;;
i:cuboid_5881;pos:1.766094,6.548889,-121.8907;rot:-1.707547E-06,90.24918,322.8;m:cuboid;scl:0.01,0.04,0.02;clr:0,2,0,255;;
i:cuboid_5882;pos:1.696009,5.348891,-119.8504;rot:0,94.0492,0;m:cuboid;scl:0.03,0.015,0.02;clr:0,2,0,255;;
i:cuboid_5883;pos:1.733748,5.348891,-120.2505;rot:0,90.2492,0;m:cuboid;scl:0.03,0.015,0.02;clr:0,2,0,255;;
i:cuboid_5884;pos:1.731834,5.348891,-120.6905;rot:0,90.2492,0;m:cuboid;scl:0.03,0.015,0.02;clr:0,2,0,255;;
i:cuboid_5885;pos:1.764181,5.348891,-122.3307;rot:0,90.2492,0;m:cuboid;scl:0.03,0.015,0.02;clr:0,2,0,255;;
i:cuboid_5886;pos:1.762442,5.348891,-122.7307;rot:0,88.84917,0;m:cuboid;scl:0.03,0.015,0.02;clr:0,2,0,255;;
i:cuboid_5887;pos:1.800007,5.348891,-123.1708;rot:0,90.2492,0;m:cuboid;scl:0.03,0.015,0.02;clr:0,2,0,255;;
i:cuboid_5888;pos:1.767835,5.388891,-121.4907;rot:-3.415095E-06,90.24918,326.8;m:cuboid;scl:0.015,0.09,0.02;clr:214,133,188,255;;
i:cuboid_5889;pos:1.767834,5.388891,-121.4907;rot:1.707547E-06,90.24919,37.4;m:cuboid;scl:0.015,0.09,0.02;clr:214,133,188,255;;
i:sphere_5890;pos:1.722419,5.548891,-121.9305;rot:0,90.2492,0;m:sphere;scl:0.02,0.02,0.02;clr:0,0,0,255;;
i:sphere_5891;pos:1.726421,5.548891,-121.0105;rot:0,90.2492,0;m:sphere;scl:0.02,0.02,0.02;clr:0,0,0,255;;
i:sphere_5892;pos:1.722419,5.188891,-121.9305;rot:0,90.2492,0;m:sphere;scl:0.02,0.02,0.02;clr:0,0,0,255;;
i:sphere_5893;pos:1.686941,5.188891,-121.0103;rot:0,90.2492,0;m:sphere;scl:0.02,0.02,0.02;clr:0,0,0,255;;
i:prism_5894;pos:1.749879,5.108892,-121.9706;rot:287.4711,5.340752,84.66357;m:prism;scl:0.02,0.02,0.02;clr:0,0,0,255;;
i:prism_5895;pos:1.754229,5.068891,-120.9707;rot:290.4037,181.3246,268.8526;m:prism;scl:0.02,0.02,0.02;clr:0,0,0,255;;
i:cuboid_5896;pos:-8.030643,3.078965,-121.7418;rot:0,359.079,0;m:cuboid;scl:2,0.05,0.975;t:stone9;til:0.01,0.01;clr:113,115,107,255;;
i:prism_5897;pos:-20.07089,3.078965,-122.9742;rot:0,328.5559,0;m:prism;scl:0.995,0.05,0.995;t:stone9;til:0.01,0.01;clr:113,115,107,255;;
i:cuboid_5898;pos:-89.63027,25.15111,-86.46648;rot:0,88.93893,0;m:cuboid;scl:15,0.5,0.5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_5899;pos:77.84069,25.29612,-93.04012;rot:0,269.388,0;m:cuboid;scl:15,0.5,0.5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_5900;pos:-4.443023,24.35157,-161.7271;rot:0,3.737107,0;m:cuboid;scl:18,0.5,0.5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cylinder_5901;pos:-12.90588,5.522736,-124.2674;rot:0,89.24418,0;m:cylinder;scl:0.035,0.25,0.035;t:empty;clr:72,81,81,255;;
i:cylinder_5902;pos:-13.00863,5.562736,-119.4684;rot:0,89.24418,0;m:cylinder;scl:0.035,0.25,0.035;t:empty;clr:72,81,81,255;;
i:cylinder_5903;pos:72.31801,13.37188,39.53343;rot:270.3986,318.7401,175.9208;m:cylinder;scl:0.25,0.01,0.25;mat:transparent;clr:136,0,0,200;;
i:cylinder_5904;pos:72.29156,13.33189,39.56312;rot:270.6026,142.7219,352.0195;m:cylinder;scl:0.15,0.01,0.15;mat:transparent;clr:136,0,0,200;;
i:prism_5905;pos:72.2301,13.25189,39.63984;rot:270.5994,138.2992,357.0014;m:prism;scl:0.1,0.01,0.1;mat:transparent;clr:255,0,0,200;;
i:cylinder_5906;pos:72.29156,13.33189,39.56312;rot:270.6026,142.7219,352.0195;m:cylinder;scl:0.15,0.01,0.15;mat:transparent;clr:136,0,0,200;;
i:prism_5907;pos:72.2301,13.25189,39.63984;rot:270.5994,138.2992,357.0014;m:prism;scl:0.1,0.01,0.1;mat:transparent;clr:255,0,0,200;;
i:cylinder_5908;pos:72.29156,13.33189,39.56312;rot:270.6026,142.7219,352.0195;m:cylinder;scl:0.15,0.01,0.15;mat:transparent;clr:136,0,0,200;;
i:prism_5909;pos:72.2301,13.25189,39.63984;rot:270.5994,138.2992,357.0014;m:prism;scl:0.1,0.01,0.1;mat:transparent;clr:255,0,0,200;;
i:cylinder_5910;pos:72.29156,13.33189,39.56312;rot:270.6026,142.7219,352.0195;m:cylinder;scl:0.15,0.01,0.15;mat:transparent;clr:136,0,0,200;;
i:prism_5911;pos:72.2301,13.25189,39.63984;rot:270.5994,138.2992,357.0014;m:prism;scl:0.1,0.01,0.1;mat:transparent;clr:255,0,0,200;;
i:cylinder_5912;pos:72.30717,13.33189,39.54562;rot:270.5997,318.7401,176.0407;m:cylinder;scl:0.165,0.01,0.165;t:empty;clr:0,0,0,255;;
i:cylinder_5913;pos:72.32649,13.37188,39.53383;rot:270.7179,240.4793,254.1481;m:cylinder;scl:0.265,0.01,0.265;t:empty;clr:0,0,0,255;;
i:prism_5914;pos:72.37697,13.25189,39.76949;rot:329.5868,224.2448,270.5028;m:prism;scl:0.2,0.01,0.2;t:empty;clr:0,0,0,255;;
i:cylinder_5915;pos:72.23525,13.37189,39.62626;rot:270.5994,135.3407,359.9601;m:cylinder;scl:0.035,0.01,0.035;t:empty;clr:0,0,0,255;;
i:sphere_5916;pos:74.91492,13.47293,126.6166;rot:0,46.2359,0;m:sphere;scl:0.03,0.03,0.02;t:empty;clr:0,0,0,255;;
i:sphere_5917;pos:73.66926,13.47293,127.8605;rot:0,46.2359,0;m:sphere;scl:0.03,0.03,0.02;t:empty;clr:0,0,0,255;;
i:sphere_5918;pos:74.91498,12.79293,126.6165;rot:0,46.2359,0;m:sphere;scl:0.03,0.03,0.02;t:empty;clr:0,0,0,255;;
i:sphere_5919;pos:73.64104,12.79293,127.8333;rot:0,46.2359,0;m:sphere;scl:0.03,0.03,0.02;t:empty;clr:0,0,0,255;;
i:cuboid_5920;pos:75.3058,13.15293,126.2708;rot:0,45.43589,0;m:cuboid;scl:0.04,0.025,0.02;t:empty;clr:0,0,0,255;;
i:cuboid_5921;pos:75.69313,13.15293,125.8664;rot:0,46.2359,0;m:cuboid;scl:0.04,0.025,0.02;t:empty;clr:0,0,0,255;;
i:cuboid_5922;pos:76.10811,13.15293,125.433;rot:0,46.2359,0;m:cuboid;scl:0.04,0.025,0.02;t:empty;clr:0,0,0,255;;
i:cuboid_5923;pos:73.28479,13.11293,128.2677;rot:0,46.2359,0;m:cuboid;scl:0.04,0.025,0.02;t:empty;clr:0,0,0,255;;
i:cuboid_5924;pos:72.50253,13.11024,129.0138;rot:0,45.23589,0;m:cuboid;scl:0.04,0.025,0.02;t:empty;clr:0,0,0,255;;
i:cuboid_5925;pos:72.89042,13.11024,128.6655;rot:0,46.23589,0;m:cuboid;scl:0.04,0.025,0.02;t:empty;clr:0,0,0,255;;
i:prism_5926;pos:74.99147,12.63024,126.5789;rot:291.6141,314.2162,92.17234;m:prism;scl:0.03,0.02,0.03;t:empty;clr:0,0,0,255;;
i:prism_5927;pos:73.60687,12.63024,127.9115;rot:297.6775,131.7788,269.8842;m:prism;scl:0.03,0.02,0.03;t:empty;clr:0,0,0,255;;
i:cylinder_5928;pos:22.14058,12.9214,175.9821;rot:270.3996,214.7269,178.9201;m:cylinder;scl:0.175,0.01,0.1275;t:empty;clr:255,43,255,255;;
i:cylinder_5929;pos:22.14928,12.8414,175.988;rot:270,33.20682,0;m:cylinder;scl:0.19,0.01,0.145;mat:transparent;clr:84,43,255,200;;
i:prism_5930;pos:22.80168,13.3214,175.5485;rot:290.5288,306.0805,85.92027;m:prism;scl:0.1,0.015,0.1;mat:transparent;clr:84,43,255,200;;
i:prism_5931;pos:21.48667,13.3614,176.3958;rot:290.6484,124.3672,270.0483;m:prism;scl:0.1,0.015,0.1;mat:transparent;clr:84,43,255,200;;
i:prism_5932;pos:22.12887,12.6414,175.9549;rot:270.9996,214.7266,180.0003;m:prism;scl:0.0375,0.015,0.0375;mat:transparent;clr:84,43,255,200;;
i:prism_5933;pos:23.3247,12.8414,175.2319;rot:359.2839,304.311,91.19717;m:prism;scl:0.015,0.015,0.125;mat:transparent;clr:84,43,255,200;;
i:prism_5934;pos:20.96673,12.8414,176.7488;rot:0.6141943,124.6954,270.1693;m:prism;scl:0.015,0.015,0.125;mat:transparent;clr:84,43,255,200;;
i:prism_5935;pos:23.1508,12.6414,175.3164;rot:359.6852,303.5893,89.60683;m:prism;scl:0.0125,0.015,0.115;mat:transparent;clr:84,43,255,200;;
i:prism_5936;pos:21.11294,12.6414,176.6612;rot:0.2171852,124.2461,89.8188;m:prism;scl:0.0125,0.015,0.115;mat:transparent;clr:84,43,255,200;;
i:prism_5937;pos:23.10153,12.4814,175.3783;rot:359.7742,304.1316,87.61063;m:prism;scl:0.01,0.015,0.11;mat:transparent;clr:84,43,255,200;;
