i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:tower1_0;pos:-17.7284,2808.497,-9.293605;rot:0,74.44827,0;m:tower1;scl:1,50,1;;
i:cuboid_1;pos:1288.475,6637.442,-419.4819;rot:0,83.42139,0;m:cuboid;scl:2500,10,2500;t:stone2;til:1500,1500;;
i:cuboid_382;pos:-1091.147,6712.493,853.4988;rot:0,265.8104,0;m:cuboid;scl:1,10,12;t:stone2;til:2,2;;
i:cuboid_383;pos:-1141.5,6710.875,894.9096;rot:0,85.63839,0;m:cuboid;scl:1,10,12;t:stone2;til:2,2;;
i:cuboid_384;pos:-1150.668,6711.546,930.7438;rot:0,265.3863,0;m:cuboid;scl:1,10,12;t:stone2;til:2,2;;
i:cuboid_385;pos:-1339.978,6711.733,774.2661;rot:0,173.6834,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:cuboid_386;pos:-1250.556,6712.275,922.0763;rot:0,263.9729,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:cuboid_387;pos:-1193.213,6711.125,867.9991;rot:0,175.9017,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:cuboid_388;pos:-1124.871,6712.096,826.6074;rot:0,176.3178,0;m:cuboid;scl:1,10,6;t:stone2;til:2,2;;
i:cuboid_389;pos:-1093.76,6709.311,804.3824;rot:0,85.62578,0;m:cuboid;scl:1,10,6;t:stone2;til:2,2;;
i:cuboid_390;pos:-1183.714,6711.647,845.5536;rot:0,84.43452,0;m:cuboid;scl:1,10,12;t:stone2;til:2,2;;
i:cuboid_391;pos:-1185.278,6712.617,811.028;rot:0,266.2142,0;m:cuboid;scl:1,10,12;t:stone2;til:2,2;;
i:cuboid_392;pos:-1256.322,6712.773,805.04;rot:0,81.31149,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:cuboid_393;pos:-1272.797,6713.083,821.8649;rot:0,173.1515,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:cuboid_394;pos:-1294.9,6712.997,817.4993;rot:0,263.8223,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:cuboid_395;pos:-1262.923,6712.575,903.3632;rot:0,174.7498,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:cuboid_396;pos:-1278.328,6712.521,888.5341;rot:0,83.15971,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:cuboid_397;pos:-1235.335,6711.6,890.0784;rot:0,90.91975,0;m:cuboid;scl:1,10,8;t:stone2;til:2,2;;
i:cuboid_398;pos:-1318.703,6712.371,882.731;rot:0,176.8477,0;m:cuboid;scl:1,10,8;t:stone2;til:2,2;;
i:cuboid_399;pos:-1383.071,6711.953,782.4011;rot:0,261.9443,0;m:cuboid;scl:1,10,8;t:stone2;til:2,2;;
i:cuboid_400;pos:-1344.853,6711.588,824.3125;rot:0,175.3914,0;m:cuboid;scl:1,10,8;t:stone2;til:2,2;;
i:cuboid_401;pos:-1427.934,6712.583,813.4119;rot:0,85.84863,0;m:cuboid;scl:1,10,10;t:stone2;til:2,2;;
i:cuboid_402;pos:-1522.839,6712.733,882.4666;rot:0,173.5055,0;m:cuboid;scl:1,10,10;t:stone2;til:2,2;;
i:cuboid_403;pos:-1369.833,6712.427,894.9464;rot:0,84.83312,0;m:cuboid;scl:1,10,10;t:stone2;til:2,2;;
i:cuboid_404;pos:-1499.067,6713.106,779.5397;rot:0,341.9502,0;m:cuboid;scl:1,10,12;t:stone2;til:2,2;;
i:cuboid_405;pos:-1440.728,6712.674,782.8149;rot:0,174.5393,0;m:cuboid;scl:1,10,12;t:stone2;til:2,2;;
i:cuboid_406;pos:-1501.936,6713.689,841.481;rot:0,83.32729,0;m:cuboid;scl:1,10,3;t:stone2;til:2,2;;
i:cuboid_407;pos:-1362.537,6711.301,855.2875;rot:0,267.1394,0;m:cuboid;scl:1,10,3;t:stone2;til:2,2;;
i:cuboid_408;pos:-1413.482,6712.993,874.4327;rot:0,353.7683,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:cuboid_409;pos:-1472.299,6712.281,912.9313;rot:0,178.0675,0;m:cuboid;scl:1,10,4;t:stone2;til:2,2;;
i:prism_410;pos:-1058.125,6682.808,968.3861;rot:0,113.6928,0;m:prism;scl:2,1,2;clr:255,255,0,255;;
i:prism_411;pos:-1054.766,6682.726,946.9029;rot:0,112.7614,0;m:prism;scl:2,1,2;clr:255,255,0,255;;
i:cuboid_412;pos:-1528.254,6717.447,714.929;rot:0,266.2349,0;m:cuboid;scl:1,9,12;t:stone2;til:2,2;;
i:cuboid_413;pos:-1520.859,6717.756,514.6681;rot:0,175.5805,0;m:cuboid;scl:1,9,34;t:stone2;til:2,2;;
i:cuboid_414;pos:-1565.46,6717.13,439.0213;rot:0,176.4287,0;m:cuboid;scl:1,9,55;t:stone2;til:2,2;;
i:cuboid_415;pos:-1452.038,6717.662,310.3067;rot:0,83.97507,0;m:cuboid;scl:1,9,23;t:stone2;til:2,2;;
i:cuboid_416;pos:-1469.523,6717.832,447.9212;rot:0,173.8228,0;m:cuboid;scl:1,9,33;t:stone2;til:2,2;;
i:cuboid_417;pos:-1426.395,6717.919,521.8204;rot:0,353.2686,0;m:cuboid;scl:1,9,33;t:stone2;til:2,2;;
i:cuboid_418;pos:-1387.237,6717.235,364.9459;rot:0,84.3129,0;m:cuboid;scl:1,9,5;t:stone2;til:2,2;;
i:cuboid_419;pos:-1632.432,6760.804,1392.217;rot:0,139.9997,0;m:cuboid;scl:55,2,88;t:stone2;til:10,10;;
i:cuboid_420;pos:-1247.77,6760.921,1029.097;rot:0,173.8909,0;m:cuboid;scl:65,2,88;t:stone2;til:10,10;;
i:cuboid_421;pos:-1351.381,6717.381,385.0063;rot:0,34.37945,0;m:cuboid;scl:1,9,5;t:stone2;til:2,2;;
i:cuboid_422;pos:-1328.925,6717.332,305.4433;rot:0,317.5188,0;m:cuboid;scl:1,9,5;t:stone2;til:2,2;;
i:cuboid_423;pos:-1281.177,6717.531,405.1876;rot:0,89.33009,0;m:cuboid;scl:1,9,12;t:stone2;til:2,2;;
i:cuboid_424;pos:-1257.369,6716.578,291.961;rot:0,87.71008,0;m:cuboid;scl:1,9,12;t:stone2;til:2,2;;
i:cylinder_425;pos:-1273.326,6684.663,350.9056;rot:0,19.45944,0;m:cylinder;scl:12,1,12;t:stone2;til:2,2;;
i:cuboid_426;pos:-1292.192,6702.599,351.1703;rot:0,0.1994559,0;m:cuboid;scl:1,2,5;mat:transparent;clr:0,255,0,175;c:trigger;c:checkpoint;;
i:cylinder_427;pos:-1290.531,6683.388,377.8238;rot:0,57.15941,0;m:cylinder;scl:2,3,2;t:stone2;til:2,2;;
i:cylinder_428;pos:-1290.913,6683.232,321.9717;rot:0,43.75939,0;m:cylinder;scl:2,3,2;t:stone2;til:2,2;;
i:cuboid_429;pos:-1157.076,6821.929,407.774;rot:0,88.49121,0;m:cuboid;scl:1,30,15;t:stone2;til:2,2;;
i:cuboid_430;pos:-1159.138,6826.358,296.1675;rot:0,87.46113,0;m:cuboid;scl:1,30,15;t:stone2;til:2,2;;
i:cuboid_431;pos:-1032.453,6826.455,250.773;rot:0,310.8834,0;m:cuboid;scl:1,30,15;t:stone2;til:2,2;;
i:cuboid_432;pos:-1024.723,6822.002,360.3553;rot:0,129.6293,0;m:cuboid;scl:1,30,30;t:stone2;til:2,2;;
i:cuboid_433;pos:-1231.624,6866.6,345.3813;rot:0,358.8252,0;m:cuboid;scl:1,22,16;t:stone2;til:2,2;;
i:cuboid_434;pos:-1159.473,6780.911,363.4712;rot:0,358.7218,0;m:cuboid;scl:1,22,16;t:stone2;til:2,2;;
i:cuboid_435;pos:-1037.817,6783.452,300.3399;rot:0,37.39479,0;m:cuboid;scl:1,22,16;t:stone2;til:2,2;;
i:cuboid_436;pos:-1083.435,6882.913,360.6084;rot:0,88.93322,0;m:cuboid;scl:12,2,16;t:stone2;til:2,2;;
i:cuboid_437;pos:-1043.251,6883.653,328.421;rot:0,312.5906,0;m:cuboid;scl:12,2,16;t:stone2;til:2,2;;
i:cuboid_438;pos:-985.0586,6691.846,265.4045;rot:0,40.8391,0;m:cuboid;scl:1,5,12;t:stone2;til:2,2;;
i:cuboid_440;pos:-1558.292,6761.595,488.9207;rot:0,0.02618079,0;m:cuboid;scl:66,2,66;t:stone2;til:12,12;;
i:cuboid_441;pos:-938.8978,6826.34,169.1715;rot:0,310.1819,0;m:cuboid;scl:1,30,12;t:stone2;til:2,2;;
i:cuboid_442;pos:-871.8756,6821.781,231.6393;rot:0,310.4908,0;m:cuboid;scl:1,30,12;t:stone2;til:2,2;;
i:cuboid_443;pos:-863.1569,6908.937,177.6074;rot:0,43.85075,0;m:cuboid;scl:1,30,12;t:stone2;til:2,2;;
i:cuboid_444;pos:-1027.708,6970.029,332.2751;rot:0,358.6469,0;m:cuboid;scl:44,2,44;t:stone2;til:4,4;;
i:cylinder_445;pos:-1130.562,6928.791,344.5309;rot:0,50.79595,0;m:cylinder;scl:1,4,1;t:stone2;til:4,4;;
i:cylinder_446;pos:-1101.868,6928.547,359.0936;rot:0,90.74586,0;m:cylinder;scl:1,4,1;t:stone2;til:4,4;;
i:cylinder_447;pos:-1065.488,6930.731,324.5843;rot:0,108.7455,0;m:cylinder;scl:1,4,1;t:stone2;til:4,4;;
i:cylinder_448;pos:-1052.077,6930.985,354.2082;rot:0,121.4948,0;m:cylinder;scl:1,4,1;t:stone2;til:4,4;;
i:cylinder_449;pos:-1022.716,6931.81,274.7043;rot:0,117.9943,0;m:cylinder;scl:1,4,1;t:stone2;til:4,4;;
i:cuboid_450;pos:-631.3427,6718.701,-101.4464;rot:0,311.1807,0;m:cuboid;scl:1,9,70;t:stone2;til:4,4;;
i:cuboid_451;pos:-575.8419,6719.583,-25.88921;rot:0,311.1807,0;m:cuboid;scl:1,9,70;t:stone2;til:4,4;;
i:statue2_452;pos:-1122.476,6889.222,397.3086;rot:0,177.1165,0;m:statue2;scl:1,2,1;t:stone2;til:2,2;;
i:statue2_453;pos:-1117.545,6891.715,313.315;rot:0,352.496,0;m:statue2;scl:1,2,1;t:stone2;til:2,2;;
i:cuboid_454;pos:-770.4436,6719.417,94.82153;rot:0,39.91519,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_455;pos:-691.8875,6719.776,62.23213;rot:0,45.6848,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_456;pos:-707.8403,6719.158,7.129828;rot:0,41.7634,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_457;pos:-781.4445,6718.792,39.85922;rot:0,39.43299,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_458;pos:-843.3848,6718.446,99.9212;rot:0,219.3989,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_459;pos:-826.5845,6719.438,178.8081;rot:0,221.3277,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_460;pos:-625.9519,6719.998,-23.06681;rot:0,226.3728,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_461;pos:-624.0175,6718.63,-70.81068;rot:0,217.4457,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_462;pos:-550.7872,6719.096,-81.92323;rot:0,219.5105,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_463;pos:-533.5229,6718.701,-142.7434;rot:0,222.3105,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_464;pos:-468.6492,6719.132,-133.682;rot:0,315.5983,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_465;pos:-491.0387,6718.292,-213.7056;rot:0,214.8309,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_466;pos:-393.1365,6719.515,-203.3734;rot:0,221.6824,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_467;pos:-403.8894,6718.716,-289.4888;rot:0,219.8424,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_468;pos:-327.2017,6719.396,-253.0446;rot:0,224.5374,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_469;pos:-401.0583,6720.435,-247.0786;rot:0,219.3847,0;m:cuboid;scl:2,9,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_470;pos:-1164.592,6740.647,348.6268;rot:327.6886,359.8989,85.2655;m:prism;scl:2,0.1,2;clr:255,255,0,255;;
i:prism_471;pos:-1164.991,6720.227,348.6084;rot:327.6886,359.8989,85.2655;m:prism;scl:2,0.1,2;clr:255,255,0,255;;
i:cuboid_472;pos:-299.45,6719.3,-366.9531;rot:0,173.3011,0;m:cuboid;scl:1,9,23;t:stone2;til:2,2;;
i:cuboid_473;pos:-364.4846,6719.112,-456.3473;rot:0,176.9501,0;m:cuboid;scl:1,9,26;t:stone2;til:2,2;;
i:cuboid_474;pos:-261.5341,6718.853,-690.0513;rot:0,173.1732,0;m:cuboid;scl:1,9,45;t:stone2;til:8,2;;
i:cuboid_475;pos:-348.1986,6718.25,-706.1199;rot:0,175.7015,0;m:cuboid;scl:1,9,45;t:stone2;til:8,2;;
i:cylinder_476;pos:-313.3829,6674.274,-368.2822;rot:0,61.66412,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_477;pos:-332.067,6673.758,-437.9737;rot:0,321.6641,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_478;pos:-358.9476,6673.908,-340.4594;rot:0,85.11383,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_479;pos:-294.3864,6673.415,-510.1612;rot:0,345.557,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_480;pos:-349.3115,6674.37,-509.2518;rot:0,37.45689,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_481;pos:-253.0276,6673.374,-852.6542;rot:0,72.76803,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_482;pos:-336.1026,6674.378,-683.5057;rot:0,309.3403,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_483;pos:-274.7768,6674.346,-682.1221;rot:0,284.7403,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_484;pos:-320.2485,6673.78,-585.8558;rot:0,196.7403,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_485;pos:-325.1049,6674.97,-842.9993;rot:0,286.2179,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_486;pos:-305.7511,6674.192,-751.704;rot:0,23.52619,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_487;pos:-267.5722,6674.396,-794.5307;rot:0,314.1202,0;m:cylinder;scl:3,9,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_488;pos:-293.177,6718.867,-968.0457;rot:0,314.7671,0;m:cuboid;scl:1,9,12;t:stone2;til:8,2;;
i:cuboid_489;pos:-176.8723,6718.952,-999.5165;rot:0,264.5771,0;m:cuboid;scl:1,9,16;t:stone2;til:8,2;;
i:cuboid_490;pos:-164.4251,6719.315,-841.6922;rot:0,355.4055,0;m:cuboid;scl:1,9,32;t:stone2;til:8,2;;
i:cuboid_491;pos:-111.2829,6719.592,-609.136;rot:0,85.85072,0;m:cuboid;scl:1,9,32;t:stone2;til:8,2;;
i:cuboid_492;pos:-97.93504,6722.486,-775.514;rot:0,175.5974,0;m:cuboid;scl:1,9,32;t:stone2;til:8,2;;
i:cuboid_493;pos:31.72685,6719.631,-982.0907;rot:0,85.1655,0;m:cuboid;scl:1,9,32;t:stone2;til:8,2;;
i:cuboid_494;pos:-23.9887,6719.913,-829.9613;rot:0,354.7578,0;m:cuboid;scl:1,9,32;t:stone2;til:8,2;;
i:cuboid_495;pos:54.41718,6719.736,-751.3187;rot:0,356.186,0;m:cuboid;scl:1,9,32;t:stone2;til:8,2;;
i:cuboid_496;pos:-205.1129,6695.612,-859.3266;rot:0,83.07275,0;m:cuboid;scl:1,2,8;t:stone2;til:8,2;;
i:cuboid_497;pos:-204.5483,6743.631,-859.1566;rot:0,263.0522,0;m:cuboid;scl:1,4,8;t:stone2;til:8,2;;
i:cuboid_498;pos:-181.1651,6696.765,-646.5423;rot:0,353.55,0;m:cuboid;scl:1,2,8;t:stone2;til:8,2;;
i:cuboid_499;pos:-181.1489,6739.313,-644.9177;rot:0,353.989,0;m:cuboid;scl:1,5,8;t:stone2;til:8,2;;
i:cuboid_500;pos:-133.0498,6696.412,-767.8373;rot:0,90.41322,0;m:cuboid;scl:1,5,8;t:stone2;til:8,2;;
i:cuboid_501;pos:-127.1958,6742.093,-848.6678;rot:0,266.5559,0;m:cuboid;scl:1,5,8;t:stone2;til:8,2;;
i:cuboid_502;pos:-223.5829,6718.928,-860.9611;rot:0,262.8523,0;m:cuboid;scl:1,9,3;t:stone2;til:8,2;;
i:cuboid_503;pos:-178.9687,6718.824,-855.6338;rot:0,261.3723,0;m:cuboid;scl:1,9,2;t:stone2;til:8,2;;
i:cuboid_504;pos:-183.1265,6720.04,-627.7361;rot:0,173.6509,0;m:cuboid;scl:1,9,2;t:stone2;til:8,2;;
i:cuboid_505;pos:-229.5547,6718.544,-768.2098;rot:0,351.0615,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_506;pos:-196.1973,6719.286,-756.9319;rot:0,267.3913,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_507;pos:-58.5415,6719.931,-826.6376;rot:0,268.2068,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_508;pos:-73.67534,6720.91,-906.5194;rot:0,264.2869,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_509;pos:-44.10681,6720.008,-743.1843;rot:0,265.6354,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_510;pos:-141.5757,6723.028,-687.6692;rot:0,78.83462,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_511;pos:-84.79214,6723.223,-939.4791;rot:0,356.8734,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_512;pos:49.86221,6719.604,-822.0305;rot:0,267.0699,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_513;pos:-13.92285,6721.388,-827.6472;rot:0,264.2699,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_514;pos:-24.41916,6720.582,-685.2006;rot:0,87.57718,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:cuboid_515;pos:36.51928,6720.531,-711.095;rot:0,85.57709,0;m:cuboid;scl:2,9,2;t:stone2;til:8,2;;
i:statue2_516;pos:-101.3604,6682.699,-907.4039;rot:0,263.2899,0;m:statue2;scl:1,2,1;t:stone2;til:8,2;;
i:statue2_517;pos:-149.2622,6682.88,-913.6993;rot:0,81.64997,0;m:statue2;scl:1,2,1;t:stone2;til:8,2;;
i:statue2_518;pos:-323.5591,6684.427,-912.5627;rot:0,81.03699,0;m:statue2;scl:1,2,1;t:stone2;til:8,2;;
i:statue2_519;pos:-247.2167,6687.125,-902.5745;rot:0,261.1971,0;m:statue2;scl:1,2,1;t:stone2;til:8,2;;
i:statue2_520;pos:-297.2856,6683.224,-476.7301;rot:0,262.6415,0;m:statue2;scl:1,2,1;t:stone2;til:8,2;;
i:statue2_521;pos:0.5239134,6685.646,-608.4199;rot:0,177.8756,0;m:statue2;scl:1,2,1;t:stone2;til:8,2;;
i:statue2_522;pos:37.74508,6684.989,-630.7631;rot:0,268.8452,0;m:statue2;scl:1,2,1;t:stone2;til:8,2;;
i:cuboid_523;pos:104.0011,6720.862,-902.8375;rot:0,83.9228,0;m:cuboid;scl:1,9,8;t:stone2;til:8,2;;
i:cuboid_524;pos:-539.2195,6765.909,-119.5296;rot:0,311.0295,0;m:cuboid;scl:14,2,88;t:stone2;til:22,22;;
i:cuboid_525;pos:-137.5707,6767.318,-762.6852;rot:0,353.5721,0;m:cuboid;scl:55,2,88;t:stone2;til:22,22;;
i:cuboid_526;pos:146.9705,6719.923,-899.0815;rot:0,265.7169,0;m:cuboid;scl:1,9,6;t:stone2;til:22,22;;
i:cuboid_527;pos:226.3243,6719.945,-991.7296;rot:0,303.4749,0;m:cuboid;scl:1,9,9;t:stone2;til:2,1;;
i:cuboid_528;pos:204.1816,6714.647,-867.1506;rot:0,226.0705,0;m:cuboid;scl:1,10,9;t:stone2;til:2,1;;
i:cuboid_529;pos:302.8511,6714.892,-1006.165;rot:0,258.7161,0;m:cuboid;scl:1,10,9;t:stone2;til:2,1;;
i:cuboid_530;pos:359.7021,6714.546,-959.3885;rot:0,22.40742,0;m:cuboid;scl:1,10,9;t:stone2;til:2,1;;
i:cuboid_531;pos:352.2311,6714.245,-887.0606;rot:0,327.2519,0;m:cuboid;scl:1,10,9;t:stone2;til:2,1;;
i:cylinder_532;pos:267.3868,6683.363,-920.8737;rot:0,255.1967,0;m:cylinder;scl:9,1,9;t:stone2;til:2,1;;
i:cuboid_533;pos:271.4349,6710.327,-915.9942;rot:0,265.6964,0;m:cuboid;scl:1,4,3;mat:transparent;clr:0,255,0,175;c:trigger;c:checkpoint;;
i:cylinder_534;pos:245.8601,6690.856,-914.9398;rot:0,331.5446,0;m:cylinder;scl:3,4,3;t:stone2;til:2,1;;
i:cylinder_535;pos:296.0458,6691.018,-911.8184;rot:0,305.1447,0;m:cylinder;scl:3,4,3;t:stone2;til:2,1;;
i:cuboid_536;pos:235.76,6714.669,-813.8447;rot:0,358.9155,0;m:cuboid;scl:1,10,5;t:stone2;til:2,2;;
i:cuboid_537;pos:326.6443,6714.199,-826.846;rot:0,356.5616,0;m:cuboid;scl:1,10,5;t:stone2;til:2,2;;
i:cuboid_538;pos:251.1112,6714.214,-750.5691;rot:0,21.17675,0;m:cuboid;scl:1,10,9;t:stone2;til:2,2;;
i:cuboid_539;pos:349.8772,6713.796,-771.8012;rot:0,34.77675,0;m:cuboid;scl:1,10,9;t:stone2;til:2,2;;
i:cuboid_540;pos:287.4645,6744.489,-677.6522;rot:0,30.76831,0;m:cuboid;scl:1,12,9;t:stone2;til:2,2;;
i:cuboid_541;pos:377.1847,6744.448,-732.9146;rot:0,34.84649,0;m:cuboid;scl:1,12,9;t:stone2;til:2,2;;
i:cuboid_542;pos:263.6005,6734.539,-615.4185;rot:0,303.0989,0;m:cuboid;scl:1,14,12;t:stone2;til:2,2;;
i:cuboid_543;pos:446.4283,6734.299,-731.8575;rot:0,304.8061,0;m:cuboid;scl:1,14,12;t:stone2;til:2,2;;
i:cuboid_544;pos:651.6838,6735.098,-515.3431;rot:0,32.73462,0;m:cuboid;scl:1,14,60;t:stone2;til:7,2;;
i:cuboid_545;pos:377.0359,6734.898,-336.3864;rot:0,32.73462,0;m:cuboid;scl:1,14,60;t:stone2;til:7,2;;
i:cuboid_546;pos:352.8616,6690.5,-670.955;rot:0,301.7366,0;m:cuboid;scl:1,14,21;t:stone2;til:7,2;;
i:cylinder_547;pos:466.8379,6724.727,-645.7767;rot:0,27.59628,0;m:cylinder;scl:2,8,2;t:stone2;til:7,2;;
i:cylinder_548;pos:373.3755,6727.727,-474.9517;rot:0,278.9792,0;m:cylinder;scl:2,8,2;t:stone2;til:7,2;;
i:cylinder_549;pos:570.5378,6731.217,-488.6842;rot:0,237.2145,0;m:cylinder;scl:2,8,2;t:stone2;til:7,2;;
i:cylinder_550;pos:488.597,6731.185,-338.4045;rot:0,140.7369,0;m:cylinder;scl:2,8,2;t:stone2;til:7,2;;
i:cylinder_551;pos:679.7148,6731.381,-328.2688;rot:0,336.1251,0;m:cylinder;scl:2,8,2;t:stone2;til:7,2;;
i:cuboid_552;pos:728.3497,6735.977,-211.3102;rot:0,304.3166,0;m:cuboid;scl:1,14,21;t:stone2;til:7,2;;
i:cuboid_553;pos:525.2056,6684.489,-399.2183;rot:0,32.26094,0;m:cuboid;scl:55,1,65;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_554;pos:364.2719,6734.993,-575.0052;rot:0,304.8896,0;m:cuboid;scl:1,14,25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_555;pos:481.1685,6737.878,-557.7386;rot:0,307.504,0;m:cuboid;scl:1,14,28;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_556;pos:458.3387,6743.939,-406.75;rot:0,306.5965,0;m:cuboid;scl:1,14,28;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_557;pos:598.2932,6741.03,-416.5254;rot:0,306,0;m:cuboid;scl:1,14,28;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_558;pos:562.7756,6741.455,-254.6293;rot:0,302.596,0;m:cuboid;scl:1,14,28;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_561;pos:647.0724,6688.853,-26.04181;rot:0,211.534,0;m:cuboid;scl:13,11,23;t:stone2;til:7,2;;
i:cuboid_562;pos:586.7879,6791.294,-117.1697;rot:0,302.408,0;m:cuboid;scl:1,3,15;t:stone2;til:7,2;;
i:cuboid_563;pos:707.8992,6746.02,-52.18379;rot:0,210.6703,0;m:cuboid;scl:1,12,25;t:stone2;til:7,2;;
i:cuboid_564;pos:598.7822,6745.417,15.0471;rot:0,31.37326,0;m:cuboid;scl:1,12,25;t:stone2;til:7,2;;
i:cuboid_565;pos:571.7438,6745.134,-101.0451;rot:0,302.2132,0;m:cuboid;scl:2,12,2;t:stone2;til:7,2;;
i:cuboid_566;pos:614.7927,6746.588,-128.8913;rot:0,304.1632,0;m:cuboid;scl:2,12,2;t:stone2;til:7,2;;
i:cuboid_567;pos:640.8019,6746.228,-21.69331;rot:0,122.5575,0;m:cuboid;scl:2,12,2;t:stone2;til:7,2;;
i:cuboid_568;pos:694.8626,6746.842,32.42719;rot:0,209.2473,0;m:cuboid;scl:2,12,2;t:stone2;til:7,2;;
i:cuboid_569;pos:676.1866,6745.582,-42.11312;rot:0,300.3031,0;m:cuboid;scl:1,12,7;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_570;pos:659.3468,6745.928,53.07524;rot:0,298.9516,0;m:cuboid;scl:1,12,7;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_571;pos:716.5264,6829.697,78.08112;rot:0,298.5089,0;m:cuboid;scl:1,12,14;t:stone2;til:7,2;;
