i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:tower1_453;pos:142.7354,695.1788,5291.612;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_454;pos:106.9875,698.8593,5314;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_455;pos:-306.876,723.061,5376.361;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_456;pos:-299.7451,721.542,5364.183;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_457;pos:-292.7048,720.1,5352.137;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_458;pos:-285.6969,718.3848,5340.183;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_459;pos:-278.5181,717.2251,5328.032;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_460;pos:-271.418,716.142,5315.971;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_461;pos:-264.2082,714.7849,5303.777;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_462;pos:-263.2423,739.0988,5266.587;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_463;pos:-272.7617,739.1414,5276.332;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_464;pos:-168.1921,703.8672,5206.231;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_465;pos:-313.9642,725.1825,5388.451;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_466;pos:-148.252,716.3021,5168.465;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_467;pos:178.5333,692.3391,5269.131;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_468;pos:-25.25502,716.1441,5236.711;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_469;pos:-17.82975,716.2648,5263.143;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_470;pos:-34.82091,716.1836,5246.54;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_471;pos:-8.351982,716.2672,5253.372;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_472;pos:166.5871,693.5435,5276.555;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_473;pos:96.82095,722.1834,5341.903;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_474;pos:79.54906,722.0209,5325.009;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_475;pos:-138.7247,716.3087,5158.684;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_476;pos:-244.3229,739.0994,5247.086;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_477;pos:-253.7431,739.0618,5256.795;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_478;pos:-235.8631,738.9022,5312.234;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_479;pos:118.9824,697.4191,5306.537;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_480;pos:89.05598,722.1071,5315.279;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_481;pos:-226.279,738.8678,5302.419;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_482;pos:-207.3721,738.9826,5282.877;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_483;pos:-216.8098,738.9034,5292.612;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_484;pos:-215.9448,711.5406,5255.348;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_485;pos:-206.385,709.983,5245.494;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_486;pos:-149.2398,700.667,5186.836;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:tower1_487;pos:-196.8521,708.7852,5235.693;rot:0,45.77314,0;m:tower1;scl:2,1,0.5;;
i:pyramid_488;pos:-239.4437,802.5675,5280.617;rot:0,45.83724,0;m:pyramid;scl:3,1,3;t:wood3;;
i:tower1_489;pos:31.00599,697.9559,5286.037;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_490;pos:67.507,697.8318,5307.343;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_491;pos:90.91032,722.2769,5342.182;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_492;pos:79.65968,697.9158,5314.476;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_493;pos:216.8051,706.9167,5222.185;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_494;pos:393.1943,684.8754,5466.8;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_495;pos:400.2978,684.8784,5440.197;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_496;pos:409.925,684.8344,5449.629;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_497;pos:202.8069,706.8354,5260.592;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_498;pos:-34.44395,697.8294,5235.708;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_499;pos:-83.11967,697.7943,5207.233;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_500;pos:-70.9369,697.7978,5214.42;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_501;pos:-58.73957,697.7949,5221.574;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_502;pos:-46.59426,697.8342,5228.638;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_503;pos:-33.2334,716.2737,5254.183;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_504;pos:-23.66573,716.2726,5263.486;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_505;pos:-16.36225,716.1553,5236.858;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_506;pos:-6.826103,716.1939,5246.155;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_507;pos:-5.54546,697.8362,5264.521;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_508;pos:6.630004,697.917,5271.726;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_509;pos:81.17075,722.3171,5332.701;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_510;pos:18.84116,697.9553,5278.869;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_511;pos:43.208,697.9948,5293.19;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_512;pos:55.33257,697.9128,5300.212;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_513;pos:97.94259,722.197,5315.47;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_514;pos:107.714,722.1167,5325.053;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_515;pos:383.4782,685.0775,5457.34;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_516;pos:372.0246,663.353,5429.315;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_517;pos:193.0779,706.9127,5251.113;rot:0,315.7158,0;m:tower1;scl:2,1,0.5;;
i:tower1_518;pos:235.6748,706.9836,5252.457;rot:0,204.9199,0;m:tower1;scl:2,1,0.5;;
i:tower1_519;pos:223.5461,706.951,5258.186;rot:0,204.9098,0;m:tower1;scl:2,1,0.5;;
i:tower1_520;pos:211.3564,706.8359,5263.853;rot:0,204.8991,0;m:tower1;scl:2,1,0.5;;
i:tower1_521;pos:189.0404,706.8656,5241.754;rot:0,70.22411,0;m:tower1;scl:2,1,0.5;;
i:tower1_522;pos:198.2245,706.9169,5216.231;rot:0,70.14411,0;m:tower1;scl:2,1,0.5;;
i:tower1_523;pos:193.6716,706.8263,5229.042;rot:0,69.94411,0;m:tower1;scl:2,1,0.5;;
i:tower1_524;pos:381.8976,660.835,5438.94;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_525;pos:302.3363,699.4393,5344.309;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_526;pos:362.2185,665.2764,5419.802;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_527;pos:285.5722,699.4396,5361.544;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_528;pos:295.3849,699.6777,5371.118;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_529;pos:239.3001,707.0436,5243.694;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_530;pos:229.3675,706.9229,5234.258;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_531;pos:312.11,699.3655,5353.839;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_532;pos:352.4487,667.4815,5410.185;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_533;pos:313.4646,677.2385,5372.075;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_534;pos:342.7547,669.5972,5400.679;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_535;pos:276.7107,680.5612,5331.279;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_536;pos:333.0578,671.9586,5391.199;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_537;pos:269.2043,682.2417,5319.229;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_538;pos:261.6261,683.9199,5307.218;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_539;pos:254.1269,685.5995,5295.153;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_540;pos:246.5415,687.12,5283.138;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_541;pos:238.948,688.6371,5271.066;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_542;pos:231.4457,690.559,5259.009;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_543;pos:206.9216,706.9136,5212.672;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_544;pos:223.0026,706.7201,5227.98;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_545;pos:304.7231,664.6341,5571.533;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_546;pos:321.5562,664.6409,5554.297;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_547;pos:314.5072,664.6804,5581.088;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_548;pos:323.3359,674.5594,5381.615;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_549;pos:331.2922,664.6377,5563.85;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_550;pos:284.1661,678.7961,5343.337;rot:0,315.6302,0;m:tower1;scl:2,1,0.5;;
i:tower1_551;pos:268.0402,647.4986,5644.635;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_552;pos:275.1735,646.2645,5632.436;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_553;pos:282.233,644.9816,5620.331;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_554;pos:289.3439,643.9047,5608.182;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_555;pos:296.378,642.4608,5596.022;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_556;pos:303.4205,641.02,5583.96;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_557;pos:313.8029,664.6185,5555.798;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_558;pos:304.3023,664.621,5565.663;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_559;pos:321.5721,664.6181,5582.554;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_560;pos:331.1422,664.6646,5572.71;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_561;pos:331.9502,640.6244,5554.296;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_562;pos:339.0898,644.2211,5542.199;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_563;pos:346.2357,647.3446,5530.065;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_564;pos:367.7592,656.9821,5493.666;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_565;pos:360.5198,653.5837,5505.861;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_566;pos:353.3374,650.4984,5517.963;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_567;pos:382.0369,662.0997,5469.458;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_568;pos:374.9128,659.7419,5481.514;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_569;pos:400.3185,684.8947,5468.298;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_570;pos:409.7171,684.7745,5458.553;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_571;pos:383.0409,685.0187,5451.461;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_572;pos:392.5863,684.9399,5441.688;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_573;pos:285.2186,699.4597,5355.718;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_574;pos:294.6499,699.5433,5345.86;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_575;pos:260.9538,648.7829,5656.824;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_576;pos:253.9932,649.8962,5668.971;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_577;pos:311.9241,699.4983,5362.693;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:tower1_578;pos:302.4997,699.5778,5372.512;rot:0,225.8317,0;m:tower1;scl:2,1,0.5;;
i:boulder1_579;pos:297.3719,513.1641,5477.869;rot:13.33371,98.75733,180.073;m:boulder1;scl:10,15,10;;
i:boulder1_580;pos:191.5349,531.3234,5325.304;rot:356.4323,207.4258,187.6595;m:boulder1;scl:10,15,10;;
i:boulder1_581;pos:257.7841,287.101,5497.402;rot:316.4,272.8021,9.431728E-06;m:boulder1;scl:5,10,5;;
i:boulder1_582;pos:250.7407,315.0903,5434.117;rot:340.6294,337.7751,328.3194;m:boulder1;scl:-5,10,5;;
i:boulder1_583;pos:294.9573,449.4887,5560.145;rot:349.2,89.52482,191.4;m:boulder1;scl:-5,10,5;;
i:pyramid_584;pos:395.7594,744.1253,5454.394;rot:0,226.0212,0;m:pyramid;scl:1.4,0.5,1.4;t:wood3;;
i:pyramid_585;pos:316.6133,723.5634,5568.688;rot:0,225.9604,0;m:pyramid;scl:1.4,0.5,1.4;t:wood3;;
i:pyramid_586;pos:297.5681,758.4476,5358.635;rot:0,226.1024,0;m:pyramid;scl:1.4,0.5,1.4;t:wood3;;
i:pyramid_587;pos:92.90385,781.278,5329.363;rot:0,225.5451,0;m:pyramid;scl:1.4,0.5,1.4;t:wood3;;
i:pyramid_588;pos:-21.22461,775.3319,5250.601;rot:0,225.858,0;m:pyramid;scl:1.4,0.5,1.4;t:wood3;;
i:pyramid_589;pos:-134.4379,775.4673,5172.821;rot:0,225.7579,0;m:pyramid;scl:1.4,0.5,1.4;t:wood3;;
i:sphere_590;pos:-207.6467,746.5987,5738.243;rot:0,129.0254,0;m:sphere;scl:6,3,6;t:wood3;;
i:tower1_591;pos:-23.47256,-305.6398,5416.343;rot:0,2.591924,0;m:tower1;scl:4,-1,1;;
i:tower1_592;pos:40.637,-305.6291,5455.403;rot:0,294.9518,0;m:tower1;scl:4,-1,1;;
i:tower1_593;pos:38.98054,-305.6556,5504.741;rot:0,69.83195,0;m:tower1;scl:4,-1,1;;
i:tower1_594;pos:-82.08904,-305.6361,5511.766;rot:0,114.8261,0;m:tower1;scl:4,-1,1;;
i:tower1_595;pos:-66.6609,-305.6836,5533.2;rot:0,137.4656,0;m:tower1;scl:4,-1,1;;
i:spawntitan_596;pos:37.27782,712.3658,5764.655;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_597;pos:12.45791,702.0784,5783.815;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:tower1_598;pos:2.552864,-305.6469,5420.378;rot:0,340.2319,0;m:tower1;scl:4,-1,1;;
i:tower1_599;pos:-49.15845,-305.4842,5422.452;rot:0,24.91199,0;m:tower1;scl:4,-1,1;;
i:tower1_600;pos:28.93214,-305.7062,5529.421;rot:0,227.505,0;m:tower1;scl:4,-1,1;;
i:tower1_601;pos:-18.09769,-305.6451,5551.184;rot:0,182.6076,0;m:tower1;scl:4,-1,1;;
i:spawntitan_602;pos:-10.63027,693.4368,5804.887;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_603;pos:76.77638,731.4733,5810.081;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:tower1_604;pos:25.03772,-305.6341,5434.104;rot:0,317.4318,0;m:tower1;scl:4,-1,1;;
i:tower1_605;pos:46.85295,-305.6462,5481.094;rot:0,272.3918,0;m:tower1;scl:4,-1,1;;
i:tower1_606;pos:-84.24091,-305.6007,5460.39;rot:0,70.07204,0;m:tower1;scl:4,-1,1;;
i:tower1_607;pos:-70.62248,-305.4854,5437.929;rot:0,47.43196,0;m:tower1;scl:4,-1,1;;
i:tower1_608;pos:-84.08455,-305.6434,5487.085;rot:0,272.5118,0;m:tower1;scl:4,-1,1;;
i:tower1_609;pos:6.529441,-305.686,5540.795;rot:0,24.91195,0;m:tower1;scl:4,-1,1;;
i:tower1_610;pos:-44.19675,-305.6271,5547.158;rot:0,160.0038,0;m:tower1;scl:4,-1,1;;
i:spawntitan_611;pos:-243.9842,721.4872,5572.125;rot:0,98.73325,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_612;pos:27.99486,682.0461,5852.245;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_613;pos:-261.1999,723.4867,5472.5;rot:0,98.73325,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_614;pos:-269.3993,723.3279,5416.869;rot:0,98.48325,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_615;pos:201.9458,693.1966,5308.56;rot:0,315.2264,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:tower1_616;pos:14.98233,-305.5977,5424.472;rot:0,329.0895,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_617;pos:-10.4609,-305.9319,5415.758;rot:0,351.8698,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_618;pos:34.44293,-305.7454,5442.741;rot:0,304.1512,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_619;pos:46.22683,-305.5779,5467.12;rot:0,283.0663,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_620;pos:47.55171,-305.666,5494.94;rot:0,259.9591,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_621;pos:38.30888,-305.5973,5519.352;rot:0,238.6791,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_622;pos:19.93822,-305.6929,5539.505;rot:0,215.3902,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_623;pos:-37.34723,-305.8381,5416.676;rot:0,13.65462,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_624;pos:-61.68045,-305.4646,5428.168;rot:0,36.36938,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_625;pos:-80.08401,-305.5688,5447.942;rot:0,58.31084,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_626;pos:-89.15246,-305.7281,5472.75;rot:0,80.59999,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_627;pos:-87.7321,-305.6567,5500.418;rot:0,103.6083,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_628;pos:-76.38721,-305.674,5524.038;rot:0,125.6802,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_629;pos:-56.03674,-305.7123,5542.897;rot:0,148.3932,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:tower1_630;pos:-31.41112,-305.6194,5551.83;rot:0,171.7814,0;m:tower1;scl:1.5,-1,1.5;clr:255,255,255,255;;
i:spawntitan_631;pos:9.550273,687.3663,5828.215;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_632;pos:202.1025,712.0739,5362.808;rot:0,314.9762,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_633;pos:118.6911,672.7651,5769.813;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_634;pos:-292.0913,716.2072,5450.219;rot:0,98.48325,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_635;pos:156.4995,673.074,5736.585;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_636;pos:201.1903,703.3507,5334.655;rot:0,315.2263,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_637;pos:57.36057,719.758,5787.659;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_638;pos:-238.6774,722.0502,5613.761;rot:0,98.73326,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_639;pos:-267.0819,718.7277,5599.088;rot:0,98.73325,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:spawntitan_640;pos:52.03433,743.9286,5830.283;rot:0,220.2348,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:tower1_641;pos:-66.29375,580.9781,5590.052;rot:359.5601,248.0426,269.9977;m:tower1;scl:0.5,1,0.5;;
i:cylinder_642;pos:222.7789,762.2807,5695.371;rot:0,251.2864,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_643;pos:-211.2823,764.6956,5738.994;rot:0,243.7794,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_644;pos:-239.3622,809.9488,5280.619;rot:0,181.5173,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_645;pos:395.8,748.2975,5454.449;rot:0,36.99898,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_646;pos:31.24111,737.2626,5908.261;rot:0,299.2383,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_647;pos:-405.3882,796.1273,5518.306;rot:0,223.9862,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_648;pos:-21.16705,779.9897,5250.619;rot:0,104.9836,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cuboid_649;pos:210.0442,760.4812,5243.054;rot:0,135.7071,0;m:cuboid;scl:2.7,0.2,4;t:wood3;;
i:prism_650;pos:201.7923,760.5122,5231.302;rot:0,135.5916,0;m:prism;scl:2.7,0.2,4;t:wood3;;
i:prism_651;pos:223.2553,760.5097,5250.16;rot:0,135.6176,0;m:prism;scl:2.7,0.2,4;t:wood3;;
i:cylinder_652;pos:209.5182,762.3429,5242.88;rot:0,137.9243,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cuboid_653;pos:223.2743,769.6024,5693.066;rot:0,76.89561,0;m:cuboid;scl:0.5,0.1,0.02;clr:0,255,255,255;;
i:cuboid_654;pos:223.2794,770.6013,5693.063;rot:0,76.89561,0;m:cuboid;scl:0.5,0.1,0.02;clr:255,255,0,255;;
i:cuboid_655;pos:223.276,771.6013,5693.067;rot:0,76.89561,0;m:cuboid;scl:0.5,0.1,0.02;clr:255,0,255,255;;
i:cuboid_656;pos:209.8685,771.402,5240.203;rot:0,82.87779,0;m:cuboid;scl:0.5,0.1,0.02;clr:211,0,255,255;;
i:cuboid_657;pos:-238.9685,817.8777,5277.983;rot:0,81.11816,0;m:cuboid;scl:0.5,0.03,0.02;clr:0,0,159,255;;
i:cuboid_658;pos:209.862,769.9352,5240.225;rot:0,82.87222,0;m:cuboid;scl:0.5,0.1,0.02;clr:0,0,159,255;;
i:cuboid_659;pos:209.8669,770.6685,5240.215;rot:0,82.87779,0;m:cuboid;scl:0.5,0.05,0.02;clr:115,0,255,255;;
i:cuboid_660;pos:-238.9616,819.3968,5277.972;rot:0,81.11816,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,0,0,255;;
i:cuboid_661;pos:-238.9646,818.9969,5277.972;rot:0,81.11816,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,130,0,255;;
i:cuboid_662;pos:-238.9684,818.5971,5277.98;rot:0,81.11816,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,255,0,255;;
i:cuboid_663;pos:-238.9685,818.1973,5277.984;rot:0,81.11816,0;m:cuboid;scl:0.5,0.04,0.02;clr:0,121,0,255;;
i:cuboid_664;pos:-238.9684,817.5179,5277.98;rot:0,81.11816,0;m:cuboid;scl:0.5,0.04,0.02;clr:104,0,118,255;;
i:cuboid_665;pos:-210.9828,774.0076,5736.366;rot:0,82.82259,0;m:cuboid;scl:0.5,0.05,0.02;clr:0,0,0,255;;
i:cuboid_666;pos:-210.9832,773.5283,5736.366;rot:0,82.82259,0;m:cuboid;scl:0.5,0.05,0.02;clr:60,66,72,255;;
i:cuboid_667;pos:-210.9865,773.0487,5736.381;rot:0,82.82259,0;m:cuboid;scl:0.5,0.05,0.02;;
i:cuboid_668;pos:-210.9924,772.5696,5736.389;rot:0,82.82259,0;m:cuboid;scl:0.5,0.05,0.02;clr:107,0,115,255;;
i:cuboid_669;pos:31.59354,746.6426,5905.825;rot:0,81.3166,0;m:cuboid;scl:0.5,0.05,0.02;clr:0,0,0,255;;
i:cuboid_670;pos:31.58519,745.6832,5905.815;rot:0,81.3166,0;m:cuboid;scl:0.5,0.05,0.02;clr:37,40,43,255;;
i:cuboid_671;pos:31.58194,746.1629,5905.811;rot:0,81.3166,0;m:cuboid;scl:0.5,0.05,0.02;clr:8,8,8,255;;
i:cuboid_672;pos:31.58928,744.2491,5905.821;rot:0,81.3166,0;m:cuboid;scl:0.5,0.05,0.02;clr:255,255,255,255;;
