i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:house1_1275;pos:-188.8028,119.5696,-182.9655;rot:0,1.235546,0;m:house1;;
i:house1_1276;pos:-289.8866,57.73355,-328.3222;rot:0,90.76753,0;m:house1;;
i:house1_1277;pos:-190.8179,93.94939,-251.1405;rot:0,1.720278,0;m:house1;;
i:house1_1278;pos:-193.1207,69.03469,-317.8936;rot:0,2.089015,0;m:house1;;
i:cuboid_1279;pos:-164.3931,31.31317,-385.6141;rot:0,270.6268,0;m:cuboid;scl:6,6,6;t:stone1;;
i:house1_1280;pos:-124.6987,57.11939,-353.5018;rot:0,0.4362008,0;m:house1;;
i:house1_1281;pos:-125.2235,44.32247,-422.0227;rot:0,0.6294734,0;m:house1;;
i:cuboid_1282;pos:-185.9637,90.83497,89.70647;rot:0,0.07657237,0;m:cuboid;scl:5,5,6;t:stone1;;
i:house1_1283;pos:-228.4342,98.31807,-193.7943;rot:0,91.50574,0;m:house1;;
i:house1_1284;pos:-244.3027,91.42741,-107.9791;rot:0,3.171772,0;m:house1;;
i:house1_1285;pos:-222.6803,85.91348,-266.4153;rot:0,1.238609,0;m:house1;;
i:house1_1286;pos:-245.6899,73.74612,-331.9691;rot:0,92.88208,0;m:house1;;
i:house1_1287;pos:-252.9914,55.84181,-465.5925;rot:0,90.51912,0;m:house1;;
i:house5_1288;pos:-163.4839,62.26038,-427.4529;rot:0,270.3349,0;m:house5;;
i:house1_1289;pos:-265.7256,55.26764,-498.0494;rot:0,1.046453,0;m:house1;;
i:house1_1290;pos:-227.7742,55.02919,-498.7282;rot:0,1.369501,0;m:house1;;
i:house1_1291;pos:-317.2916,45.82609,-487.327;rot:0,90.90763,0;m:house1;;
i:house1_1292;pos:-318.5425,49.63767,-517.2209;rot:0,90.97141,0;m:house1;;
i:house1_1293;pos:-254.442,49.6605,-542.4572;rot:0,271.1766,0;m:house1;;
i:house1_1294;pos:-79.69394,85.76334,-324.9948;rot:0,270.2023,0;m:house1;;
i:house1_1295;pos:-99.29693,66.67359,-376.576;rot:0,0.3227032,0;m:house1;;
i:house1_1296;pos:-65.44879,68.4788,-376.211;rot:0,0.6739949,0;m:house1;;
i:house1_1297;pos:-217.3208,87.66097,-158.4787;rot:0,91.78272,0;m:house1;;
i:house1_1298;pos:-178.9206,40.93063,-550.5904;rot:0,89.91022,0;m:house1;;
i:house1_1299;pos:-96.25335,54.07935,-549.6826;rot:0,90.36297,0;m:house1;;
i:house1_1300;pos:-182.2763,54.29081,-519.443;rot:0,90.81802,0;m:house1;;
i:house1_1301;pos:-184.2719,63.26062,-482.244;rot:0,90.67845,0;m:house1;;
i:house5_1302;pos:-51.01902,79.53741,-355.4034;rot:0,358.134,0;m:house5;;
i:house5_1303;pos:538.0814,65.69161,-444.9153;rot:0,269.7246,0;m:house5;;
i:house5_1304;pos:430.473,79.59551,-444.2601;rot:0,272.0746,0;m:house5;;
i:house5_1305;pos:-51.79178,61.03423,-462.3091;rot:0,359.0353,0;m:house5;;
i:house5_1306;pos:-53.32416,46.90389,-531.9733;rot:0,0.8366957,0;m:house5;;
i:house1_1307;pos:-125.8786,44.3216,-490.4426;rot:0,0.2002437,0;m:house1;;
i:house1_1308;pos:-100.1661,53.56199,-444.6266;rot:0,0.6816515,0;m:house1;;
i:house1_1309;pos:-66.36558,52.56802,-444.1349;rot:0,0.2078098,0;m:house1;;
i:house1_1310;pos:-67.00712,52.40605,-512.4071;rot:0,0.7499359,0;m:house1;;
i:house1_1311;pos:-100.8773,53.50808,-513.0883;rot:0,0.250008,0;m:house1;;
i:house1_1312;pos:-177.3188,43.64677,-446.8556;rot:0,271.3971,0;m:house1;;
i:cuboid_1313;pos:216.5485,20.3634,501.2201;rot:0,206.7229,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1314;pos:325.3492,40.46731,321.8563;rot:0,181.3571,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1315;pos:327.4028,27.16652,410.8877;rot:0,182.2103,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1316;pos:271.0107,20.55621,503.1511;rot:0,292.2714,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1317;pos:344.0057,20.52924,454.2303;rot:0,315.5695,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1318;pos:390.2296,33.05068,296.0511;rot:0,272.7548,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1319;pos:475.3458,27.6677,291.469;rot:0,273.2007,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1320;pos:372.482,21.57624,357.0902;rot:0,183.2879,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1321;pos:459.6961,25.40091,331.7079;rot:0,150.1316,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1322;pos:410.7735,21.15175,387.628;rot:0,138.5319,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1323;pos:399.3771,29.06301,344.1515;rot:0,272.5958,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1324;pos:344.6005,74.54041,29.74097;rot:0,271.4322,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1325;pos:320.5104,61.44331,95.24425;rot:0,182.6169,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1326;pos:394.0114,55.98574,77.38385;rot:0,272.2312,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1327;pos:321.6343,45.85653,173.3711;rot:0,182.4753,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1328;pos:394.0683,43.27859,125.4981;rot:0,273.2062,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1329;pos:431.4528,61.10226,27.25739;rot:0,271.6127,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1330;pos:460.711,41.84173,51.05254;rot:0,183.6517,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1331;pos:374.8084,33.31144,174.0763;rot:0,274.9309,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1332;pos:376.4926,33.27146,197.2618;rot:0,274.7309,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1333;pos:488.4524,48.22808,25.65445;rot:0,270.6944,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1334;pos:554.6046,27.88256,47.7189;rot:0,180.1326,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1335;pos:507.4207,28.5752,78.0889;rot:0,181.5287,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1336;pos:540.6569,26.80114,125.3098;rot:0,163.3528,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1337;pos:437.3711,29.85975,125.6802;rot:0,274.6228,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1338;pos:445.9404,24.1124,169.6937;rot:0,184.6211,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1339;pos:496.6393,27.69054,193.2162;rot:0,273.5519,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1340;pos:464.3901,25.32158,150.4013;rot:0,274.4489,0;m:cuboid;scl:5,2,10;t:stone1;;
i:house1_1341;pos:321.3104,90.30784,50.82493;rot:0,181.8168,0;m:house1;;
i:house5_1342;pos:319.6073,85.03516,118.4889;rot:0,178.7038,0;m:house5;;
i:house5_1343;pos:318.16,76.39658,187.0257;rot:0,179.7538,0;m:house5;;
i:house1_1344;pos:207.7941,42.42565,449.3783;rot:0,181.9878,0;m:house1;;
i:house1_1345;pos:158.633,53.04369,425.362;rot:0,181.0269,0;m:house1;;
i:house5_1346;pos:332.3526,64.83469,291.5596;rot:0,91.89766,0;m:house5;;
i:house5_1347;pos:331.3409,57.67495,391.0982;rot:0,90.49734,0;m:house5;;
i:house5_1348;pos:-122.3495,142.9569,-13.83109;rot:0,272.2422,0;m:house5;;
i:house1_1349;pos:335.8948,58.36064,217.2283;rot:0,273.109,0;m:house1;;
i:house1_1350;pos:403.2075,49.7674,213.1897;rot:0,273.4323,0;m:house1;;
i:house1_1351;pos:345.3473,54.9477,285.4917;rot:0,271.4764,0;m:house1;;
i:house1_1352;pos:414.0225,44.46519,283.0891;rot:0,272.377,0;m:house1;;
i:house1_1353;pos:476.8783,35.40692,276.2993;rot:0,273.0291,0;m:house1;;
i:house1_1354;pos:471.3085,39.06033,208.655;rot:0,273.9203,0;m:house1;;
i:house1_1355;pos:525.0804,52.75848,169.2761;rot:0,337.3691,0;m:house1;;
i:house1_1356;pos:548.6238,52.73648,102.1347;rot:0,346.7789,0;m:house1;;
i:house1_1357;pos:561.5273,54.25803,35.9913;rot:0,351.0534,0;m:house1;;
i:house1_1358;pos:355.1448,87.62374,17.94473;rot:0,272.4007,0;m:house1;;
i:house1_1359;pos:423.9104,78.66218,14.20033;rot:0,274.1232,0;m:house1;;
i:house1_1360;pos:492.0148,66.14351,10.1712;rot:0,272.9291,0;m:house1;;
i:house1_1361;pos:543.1823,54.02195,8.566178;rot:0,271.4282,0;m:house1;;
i:house1_1362;pos:382.8963,57.09339,117.381;rot:0,272.809,0;m:house1;;
i:house1_1363;pos:364.0892,55.93952,141.8329;rot:0,272.9528,0;m:house1;;
i:house1_1364;pos:411.549,81.18453,61.08295;rot:0,2.540743,0;m:house1;;
i:house1_1365;pos:356.6917,78.22739,43.85898;rot:0,271.4999,0;m:house1;;
i:house1_1366;pos:325.2318,77.49947,79.0498;rot:0,182.5969,0;m:house1;;
i:house1_1367;pos:367.2213,56.99529,191.5027;rot:0,274.5255,0;m:house1;;
i:house1_1368;pos:365.3125,57.81335,168.3676;rot:0,273.9889,0;m:house1;;
i:house1_1369;pos:373.1469,71.88812,68.42248;rot:0,182.8768,0;m:house1;;
i:house1_1370;pos:534.5442,52.8859,64.04108;rot:0,349.4914,0;m:house1;;
i:house1_1371;pos:509.002,52.93783,144.4744;rot:0,340.2986,0;m:house1;;
i:house1_1372;pos:438.311,37.57487,185.6505;rot:0,274.0311,0;m:house1;;
i:house1_1373;pos:456.1809,72.18899,38.14639;rot:0,273.6494,0;m:house1;;
i:house1_1374;pos:463.0268,55.17179,84.42729;rot:0,2.577712,0;m:house1;;
i:house1_1375;pos:437.3867,70.63188,83.26452;rot:0,2.748178,0;m:house1;;
i:house1_1376;pos:500.6406,55.25262,76.61211;rot:0,347.7306,0;m:house1;;
i:house1_1377;pos:439.6545,53.01769,147.899;rot:0,273.8024,0;m:house1;;
i:house1_1378;pos:-372.8618,30.27169,364.709;rot:0,20.76364,0;m:house1;;
i:house1_1379;pos:-378.5192,30.10564,284.6928;rot:0,359.9149,0;m:house1;;
i:house1_1380;pos:-376.7314,43.50635,152.9228;rot:0,0.3612989,0;m:house1;;
i:house1_1381;pos:-377.0708,43.38514,84.46175;rot:0,0.1730324,0;m:house1;;
i:house1_1382;pos:-377.2015,43.1507,16.26018;rot:0,0.07738678,0;m:house1;;
i:house1_1383;pos:-377.4163,42.9422,-52.16131;rot:0,0.4299351,0;m:house1;;
i:house1_1384;pos:-377.541,42.77014,-119.7445;rot:0,0.2642344,0;m:house1;;
i:house1_1385;pos:-377.6031,42.6168,-187.8683;rot:0,0.01800157,0;m:house1;;
i:house1_1386;pos:-377.3598,42.37477,-255.3608;rot:0,0.2401466,0;m:house1;;
i:house1_1387;pos:-377.9413,42.28673,-299.4124;rot:0,0.7378475,0;m:house1;;
i:house1_1388;pos:-379.911,30.36195,-433.3037;rot:0,0.4389351,0;m:house1;;
i:house1_1389;pos:-380.348,30.17136,-488.2982;rot:0,0.4515832,0;m:house1;;
i:house1_1390;pos:-95.99897,49.21066,-575.9827;rot:0,90.22729,0;m:house1;;
i:house1_1391;pos:-176.9217,48.92549,-574.9636;rot:0,90.16361,0;m:house1;;
i:house1_1392;pos:-260.3373,49.62109,-574.4284;rot:0,90.09478,0;m:house1;;
i:house1_1393;pos:-337.4816,44.65592,-574.9826;rot:0,89.91936,0;m:house1;;
i:house1_1394;pos:-380.2418,30.07588,-561.1677;rot:0,0.1118438,0;m:house1;;
i:house1_1395;pos:468.8734,50.80426,312.9505;rot:0,146.5445,0;m:house1;;
i:house1_1396;pos:428.9383,50.2309,367.215;rot:0,141.5076,0;m:house1;;
i:house1_1397;pos:384.4456,48.16692,418.5447;rot:0,137.5421,0;m:house1;;
i:cuboid_1398;pos:496.2368,32.60741,340.4315;rot:0,325.5777,0;m:cuboid;scl:5,1,20;t:stone1;;
i:house1_1399;pos:338.5592,65.03611,330.5978;rot:0,1.490275,0;m:house1;;
i:house1_1400;pos:334.6344,54.64783,411.0327;rot:0,182.0488,0;m:house1;;
i:house1_1401;pos:392.2235,42.52292,333.9706;rot:0,271.6016,0;m:house1;;
i:house1_1402;pos:393.0965,43.53063,355.6372;rot:0,272.3021,0;m:house1;;
i:house1_1403;pos:393.8651,57.08717,309.6539;rot:0,272.5591,0;m:house1;;
i:house1_1404;pos:374.7296,40.53292,398.81;rot:0,318.5534,0;m:house1;;
i:house1_1405;pos:451.3292,42.56514,321.1657;rot:0,324.5746,0;m:house1;;
i:cuboid_1406;pos:177.3353,75.16558,-85.20874;rot:0,56.00317,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1407;pos:213.3006,73.07633,-48.36304;rot:0,40.63462,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1408;pos:157.5526,88.45347,-66.51813;rot:0,51.41287,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1409;pos:74.35952,86.03031,-110.5415;rot:0,71.16468,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1410;pos:106.852,105.9186,-48.67645;rot:0,52.64625,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1411;pos:51.37385,104.486,-106.0796;rot:0,58.45904,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1412;pos:27.43528,74.95179,-145.2804;rot:0,90.07242,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1413;pos:-112.1333,75.90536,-216.0745;rot:0,179.825,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1414;pos:-108.2061,86.86121,-186.2035;rot:0,179.8231,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1415;pos:-116.9087,95.94812,-153.6899;rot:0,359.3687,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1416;pos:-112.29,102.6339,-129.1801;rot:0,359.2534,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1417;pos:-86.43422,114.3259,-138.1381;rot:0,270.0638,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1418;pos:-71.38846,94.47567,-154.3228;rot:0,269.0618,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1419;pos:-17.38106,92.63182,-135.4313;rot:0,265.5596,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1420;pos:-19.61444,111.7756,-132.2499;rot:0,259.1752,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1421;pos:-26.06235,115.1214,-109.4511;rot:0,269.5537,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1422;pos:35.71135,114.4056,-86.79499;rot:0,216.0988,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1423;pos:55.00621,72.49907,-99.6331;rot:0,179.1127,0;m:cuboid;scl:5,2,10;t:stone1;;
i:cuboid_1424;pos:81.79995,119.0659,-45.70486;rot:0,270.7498,0;m:cuboid;scl:5,2,10;t:stone1;;
i:pillar1_1425;pos:-159.3123,134.956,-90.75239;rot:0,1.953424,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:house1_1426;pos:-13.64997,136.7928,-146.2428;rot:0,89.9926,0;m:house1;;
i:house1_1427;pos:-82.5332,136.2849,-146.1733;rot:0,90.44005,0;m:house1;;
i:house1_1428;pos:-246.1922,121.039,-104.7704;rot:0,2.178452,0;m:house1;;
i:house5_1429;pos:-131.2823,143.6615,-62.05066;rot:0,89.78407,0;m:house5;;
i:pillar1_1430;pos:-116.6462,81.89192,248.9157;rot:0,173.0506,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:house5_1431;pos:-90.02135,100.2201,-162.3619;rot:0,89.31012,0;m:house5;;
i:house5_1432;pos:-14.5819,99.82555,-160.0688;rot:0,87.50979,0;m:house5;;
i:house5_1433;pos:126.2773,100.6008,-128.4291;rot:0,64.90832,0;m:house5;;
i:house5_1434;pos:185.8162,99.92403,-91.80907;rot:0,50.80656,0;m:house5;;
i:house1_1435;pos:157.2128,119.1305,-49.30883;rot:0,271.3855,0;m:house1;;
i:house1_1436;pos:204.3728,99.80285,-50.40516;rot:0,270.7703,0;m:house1;;
i:house1_1437;pos:36.98056,134.4195,-116.6824;rot:0,2.166809,0;m:house1;;
i:house1_1438;pos:140.6687,100.8214,-96.1414;rot:0,56.09251,0;m:house1;;
i:house1_1439;pos:79.47258,96.73233,-121.2806;rot:0,248.9359,0;m:house1;;
i:house1_1440;pos:60.13454,136.0912,-55.06193;rot:0,359.8101,0;m:house1;;
i:house1_1441;pos:95.29838,128.7605,-47.78173;rot:0,271.1881,0;m:house1;;
i:house1_1442;pos:87.50093,114.0438,-86.87929;rot:0,243.3343,0;m:house1;;
i:cuboid_1443;pos:63.99448,52.35178,-323.8356;rot:0,0.3447216,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1444;pos:145.5054,67.48914,-272.955;rot:0,335.5308,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1445;pos:233.6624,67.57558,-232.0657;rot:0,334.9624,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1446;pos:129.8466,50.82717,-433.7662;rot:0,356.4098,0;m:cuboid;scl:5,3,6;t:stone1;til:30,1;;
i:cuboid_1447;pos:62.25779,40.20528,-463.1089;rot:0,359.4999,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1448;pos:171.1161,44.66413,-512.3464;rot:0,268.5797,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1449;pos:234.1469,50.61346,-385.9994;rot:0,339.8044,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1450;pos:343.6925,70.90927,-143.6938;rot:0,306.9101,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1451;pos:394.3595,61.85525,-96.70512;rot:0,272.8158,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1452;pos:526.0835,22.38485,-147.0955;rot:0,0.754184,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1453;pos:295.3012,70.7931,-203.6098;rot:0,320.5069,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1454;pos:334.6377,38.89495,-386.0447;rot:0,335.9146,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1455;pos:391.6772,41.78782,-318.0818;rot:0,326.4687,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1456;pos:330.1768,36.31778,-508.5643;rot:0,270.1736,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1457;pos:447.774,37.13636,-192.4229;rot:0,297.9294,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1458;pos:440.4739,32.54391,-272.0784;rot:0,315.7457,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1459;pos:526.4415,21.42565,-299.5692;rot:0,359.3259,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1460;pos:448.1045,30.70473,-455.8463;rot:0,359.2397,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1461;pos:498.5271,27.53314,-411.4072;rot:0,325.4617,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1462;pos:534.5503,33.77767,-413.9946;rot:0,358.6049,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1463;pos:527.0455,44.6672,-509.744;rot:0,90.60444,0;m:cuboid;scl:10,3,20;t:stone1;;
i:cuboid_1464;pos:38.71902,69.66498,-240.9203;rot:0,92.03932,0;m:cuboid;scl:5,3,5;t:stone1;;
i:house1_1465;pos:27.44659,78.51587,-320.9395;rot:0,359.6036,0;m:house1;;
i:house1_1466;pos:46.15109,81.527,-409.3864;rot:0,90.43894,0;m:house1;;
i:house1_1467;pos:25.48887,59.30994,-456.7815;rot:0,0.4665933,0;m:house1;;
i:house1_1468;pos:25.49931,48.60985,-525.0547;rot:0,359.3677,0;m:house1;;
i:house1_1469;pos:213.7879,62.80238,-155.5289;rot:323.5664,219.4215,8.094884;m:house1;;
i:house1_1470;pos:321.7188,97.76585,-71.34018;rot:0.4447042,91.16359,2.777174;m:house1;;
i:house1_1471;pos:328.321,90.60085,-52.19027;rot:0,270.8218,0;m:house1;;
i:house5_1472;pos:399.5401,91.19678,-68.84741;rot:0,272.3107,0;m:house5;;
i:house1_1473;pos:560.7324,52.59693,-84.54739;rot:0,0.4339733,0;m:house1;;
i:house1_1474;pos:559.2565,52.54475,-155.2495;rot:0,1.825509,0;m:house1;;
i:house1_1475;pos:557.0538,49.92966,-227.9503;rot:0,0.9042885,0;m:house1;;
i:house1_1476;pos:556.514,49.01887,-296.2091;rot:0,359.0047,0;m:house1;;
i:house1_1477;pos:89.09581,124.2571,251.3723;rot:0,90.36662,0;m:house1;;
i:house1_1478;pos:570.2655,77.50658,-459.7452;rot:0,0.01457488,0;m:house1;;
i:house1_1479;pos:570.7809,77.30344,-520.9094;rot:0,359.6205,0;m:house1;;
i:house1_1480;pos:518.3811,63.65365,-548.8099;rot:0,88.75738,0;m:house1;;
i:house1_1481;pos:444.0817,60.91117,-549.8855;rot:0,91.40358,0;m:house1;;
i:house1_1482;pos:368.9991,60.09126,-550.0259;rot:0,89.95152,0;m:house1;;
i:house1_1483;pos:295.1703,65.46937,-549.2944;rot:0,89.98221,0;m:house1;;
i:house1_1484;pos:221.9262,73.43869,-549.2286;rot:0,89.94819,0;m:house1;;
i:house1_1485;pos:146.49,74.24261,-549.4895;rot:0,90.07823,0;m:house1;;
i:house1_1486;pos:75.76731,61.26956,-555.0065;rot:0,89.49969,0;m:house1;;
i:house1_1487;pos:69.04232,87.85137,-248.5588;rot:0,261.2504,0;m:house1;;
i:house1_1488;pos:126.4135,86.85749,-268.1047;rot:0,343.5136,0;m:house1;;
i:house1_1489;pos:157.7696,88.03144,-258.487;rot:0,342.049,0;m:house1;;
i:house1_1490;pos:157.7715,97.06893,-311.4077;rot:0,70.59656,0;m:house1;;
i:house5_1491;pos:58.76449,83.79127,-312.8526;rot:0,349.8306,0;m:house5;;
i:house1_1492;pos:90.40399,82.08808,-305.3298;rot:0,349.2202,0;m:house1;;
i:house1_1493;pos:111.7873,85.59595,-299.1864;rot:0,342.0797,0;m:house1;;
i:house1_1494;pos:79.62038,79.72169,-395.4803;rot:0,259.7339,0;m:house1;;
i:house1_1495;pos:52.50266,66.90868,-441.4951;rot:0,0.2553112,0;m:house1;;
i:house1_1496;pos:146.8148,85.55561,-382.9346;rot:0,66.7111,0;m:house1;;
i:house1_1497;pos:160.1423,82.6369,-440.7561;rot:0,349.2564,0;m:house1;;
i:house1_1498;pos:193.2883,81.78661,-458.4366;rot:0,78.74865,0;m:house1;;
i:house1_1499;pos:202.5544,69.42327,-419.2718;rot:0,258.4517,0;m:house1;;
i:house1_1500;pos:188.2996,82.69357,-363.5496;rot:0,61.51466,0;m:house1;;
i:house1_1501;pos:-86.79153,44.22007,439.9443;rot:0,177.9103,0;m:house1;;
i:house1_1502;pos:132.4661,71.8096,-443.1781;rot:0,346.4269,0;m:house1;;
i:house1_1503;pos:75.52515,65.99912,-457.5176;rot:0,0.577494,0;m:house1;;
i:house1_1504;pos:99.57861,66.2583,-458.2104;rot:0,0.8577824,0;m:house1;;
i:house1_1505;pos:71.28146,60.05219,-514.7319;rot:0,89.01104,0;m:house1;;
i:house1_1506;pos:160.0351,67.27341,-478.7557;rot:0,266.9744,0;m:house1;;
i:house1_1507;pos:193.3777,97.93965,-205.4927;rot:0,238.4539,0;m:house1;;
i:house1_1508;pos:233.7695,97.50809,-186.3262;rot:359.6416,59.08045,358.9881;m:house1;;
i:house5_1509;pos:58.13001,99.17404,-236.5635;rot:0,263.2554,0;m:house5;;
i:house1_1510;pos:197.1243,73.48418,-515.2441;rot:0,265.457,0;m:house1;;
i:house1_1511;pos:232.3004,69.72158,-389.2024;rot:0,333.1322,0;m:house1;;
i:house1_1512;pos:261.4191,62.83619,-452.7843;rot:0,345.1451,0;m:house1;;
i:house1_1513;pos:212.8848,76.75587,-474.7885;rot:0,257.891,0;m:house1;;
i:house1_1514;pos:29.56887,108.6824,301.0346;rot:0,181.3539,0;m:house1;;
i:house1_1515;pos:-59.60372,110.1463,294.2445;rot:0,180.304,0;m:house1;;
i:arch1_1516;pos:78.81021,145.237,214.2017;rot:0,182.5842,0;m:arch1;;
i:house1_1517;pos:263.9297,87.39607,-290.1113;rot:0,338.7947,0;m:house1;;
i:house1_1518;pos:537.9905,73.14987,-496.1966;rot:0,180.3731,0;m:house1;;
i:house1_1519;pos:507.5439,73.98991,-496.1491;rot:0,180.6131,0;m:house1;;
i:house1_1520;pos:266.7304,65.14391,-514.1897;rot:0,271.3094,0;m:house1;;
i:house1_1521;pos:448.5652,55.89426,-487.2583;rot:0,91.40443,0;m:house1;;
i:house1_1522;pos:447.9769,55.91854,-520.3855;rot:0,90.12525,0;m:house1;;
i:house1_1523;pos:394.8249,58.73899,-492.394;rot:0,182.4204,0;m:house1;;
i:house1_1524;pos:35.15364,123.7409,158.367;rot:0,358.6835,0;m:house1;;
i:house1_1525;pos:118.0835,110.6345,257.5554;rot:0,271.3719,0;m:house1;;
i:house1_1526;pos:357.1259,58.86863,-509.0741;rot:0,182.6801,0;m:house1;;
i:house1_1527;pos:359.1105,63.52477,-447.8886;rot:0,272.1052,0;m:house1;;
i:house1_1528;pos:356.7106,67.60502,-436.5923;rot:0,272.1452,0;m:house1;;
i:house1_1529;pos:293.9774,68.98225,-435.8956;rot:0,276.5604,0;m:house1;;
i:house1_1530;pos:318.1159,64.8361,-500.3629;rot:0,319.0307,0;m:house1;;
i:house1_1531;pos:26.89296,84.6729,338.5321;rot:0,179.8582,0;m:house1;;
i:house1_1532;pos:326.1737,93.00389,-71.86402;rot:0.9049289,271.6808,5.472011;m:house1;;
i:house1_1533;pos:381.1092,84.11607,-118.0504;rot:0.2799578,347.2891,2.982697;m:house1;;
i:house1_1534;pos:392.9155,81.47102,-80.59089;rot:0,271.6047,0;m:house1;;
i:house1_1535;pos:460.6086,75.91966,-83.07193;rot:0,272.0194,0;m:house1;;
i:house1_1536;pos:508.8164,59.78636,-113.9241;rot:0,2.774263,0;m:house1;;
i:house1_1537;pos:540.2151,59.02776,-115.6841;rot:0,2.254347,0;m:house1;;
i:house1_1538;pos:310.1234,86.75947,-219.1917;rot:1.80106,232.9916,1.080172;m:house1;;
i:house1_1539;pos:301.5749,57.43512,-327.2643;rot:0,68.11544,0;m:house1;;
i:house1_1540;pos:310.9306,58.89228,-349.8904;rot:0,68.2514,0;m:house1;;
i:house5_1541;pos:189.1918,89.43456,263.3155;rot:0,91.5719,0;m:house5;;
i:house1_1542;pos:332.0247,57.5907,-359.8549;rot:1.115721,271.1846,0.4418052;m:house1;;
i:house1_1543;pos:375.016,61.37241,-330.2821;rot:0,325.3373,0;m:house1;;
i:house1_1544;pos:362.9677,83.68617,-182.749;rot:0,40.24007,0;m:house1;;
i:house1_1545;pos:481.0116,67.22447,-137.4555;rot:0,2.123261,0;m:house1;;
